Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;2;8.0;10.1999998093;4;21.0;
5;1;8.0;10.0;6;20.0;2;8.14999961853;10.0;4;21.0900000334;
6;1;9.0;10.0;6;20.0;2;9.24524974823;10.0;4;21.1871190071;
7;1;9.5;10.0;6;20.0;2;9.76710128784;10.0;4;21.2917383909;
8;1;9.5;10.0;6;20.3999996185;2;9.79064083099;10.0;4;21.817143321;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;9.90885734558;10.1999998093;4;22.2793469429;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;10.0128526688;10.3632001877;4;22.6900259256;
11;1;9.72283363342;10.4951858521;6;22.0419120789;2;10.1052560806;10.4951858521;4;23.9506295919;
12;1;9.95943069458;11.0209560394;6;22.9143505096;2;10.3888921738;11.0209560394;4;25.0538563728;
13;2;11.7228336334;11.7571754456;5;24.6214065552;2;12.2042226791;11.4571752548;4;26.0146684647;
14;2;13.7228336334;12.1107034683;4;25.2032637596;2;14.2042226791;11.8107032776;4;26.8543052673;
15;2;15.7228336334;12.0916318893;4;25.6628060341;2;16.2042217255;12.0916318893;4;27.5962526798;
16;2;16.7228336334;12.6233634949;4;26.0223413706;2;17.3919029236;12.3113050461;4;28.2632865906;
17;2;17.9614639282;12.4808797836;4;26.0811508894;2;18.4656772614;12.4808797836;4;28.6547400951;
18;2;18.7228336334;12.8243455887;4;26.1018965244;2;19.5451507568;12.5;4;29.0328326225;
