Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;4;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;4;17.25;1;15.0;10.0;5;20.0;
6;1;13.8999996185;8.625;4;17.25;1;16.0;10.0;5;20.3999996185;
7;1;14.8999996185;8.625;4;17.5949993134;1;17.0;10.1999998093;5;20.7264003754;
8;1;15.5569992065;8.79749965668;4;17.8861961365;1;17.4358406067;10.3632001877;5;21.8194274902;
9;1;15.7317180634;8.94309806824;4;18.6667137146;1;18.0916557312;10.9097137451;5;22.7316036224;
10;1;16.2000274658;9.3333568573;4;19.3355960846;1;19.0916557312;11.3658018112;5;23.4745616913;
11;1;17.2000274658;9.6677980423;4;19.8991127014;1;20.0916557312;11.7372808456;5;24.0673980713;
12;1;18.2000274658;9.94955635071;4;20.3669185638;1;21.0916557312;12.0336990356;6;24.5325260162;
13;1;19.2000274658;10.1834592819;4;20.7504444122;1;22.0916557312;12.2662630081;6;24.892534256;
14;1;20.2000274658;10.3752222061;4;21.0616092682;1;23.0916557312;12.446267128;6;25.0;
15;1;21.2000274658;10.5308046341;5;21.25;1;24.0916557312;12.5;6;25.0;
16;1;22.2000274658;10.625;5;21.25;1;25.0916557312;12.5;6;25.0;
17;1;23.2000274658;10.625;5;21.25;1;26.0916557312;12.5;6;25.0;
18;1;24.2000274658;10.625;5;21.25;2;28.0;12.5;6;26.0;
19;1;24.75;10.625;5;21.25;2;29.0;12.5;6;26.0499999523;
20;1;24.75;10.625;5;21.25;2;29.6300010681;12.5;6;26.1019749641;
21;1;24.75;10.625;6;21.25;2;29.6611843109;12.5;6;26.1559499502;
22;1;24.75;10.625;6;21.25;2;29.6935691833;12.5;6;26.2119446993;
23;1;24.75;10.625;6;21.25;2;29.7271671295;12.5;6;26.269973278;
24;1;24.75;10.625;6;21.25;2;29.7619838715;12.5;6;26.3300433159;
25;1;24.75;10.625;6;21.25;2;29.7980270386;12.5;6;26.3921557665;
26;1;24.75;10.625;6;21.25;3;29.8352928162;12.5;5;26.4563041925;
27;2;24.75;10.625;5;21.25;3;29.8737831116;12.5;5;26.5224741697;
28;2;24.75;10.625;5;21.25;3;29.9134845734;12.5;5;26.5906432867;
29;2;24.75;10.625;4;21.25;3;29.9543857574;12.5;3;26.6607804298;
30;2;24.75;10.625;4;21.25;3;29.9964675903;12.5;3;26.7328453064;
31;2;24.75;10.625;4;21.25;3;30.0397071838;12.5;3;26.8067884445;
32;2;24.75;10.625;4;21.25;3;30.084072113;12.5;3;26.8825509548;
33;2;24.75;10.625;4;21.25;3;29.0;14.5;3;26.9600640535;
34;2;24.75;10.625;5;21.25;3;29.0;16.5;4;27.0392494202;
35;2;24.75;10.625;5;21.25;3;29.0;18.5;4;27.120018959;
36;2;24.75;10.625;4;21.25;3;29.0;20.5;6;27.2022752762;
37;2;24.75;10.625;4;21.25;3;29.0;22.5;6;27.2859115601;
38;2;24.75;11.625;4;21.25;3;29.0;22.5;6;27.3708124161;
39;2;24.75;12.625;5;21.25;3;29.0;22.5;7;27.4568536282;
