Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.1000003815;6;23.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.5;6;23.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;9.60000038147;11.5;6;23.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;10.6000003815;11.5;6;23.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;11.6000003815;11.5;6;23.0;
8;1;10.2938766479;11.7641716003;5;24.1098823547;1;11.8999996185;11.5;6;23.4599990845;
9;1;10.4247236252;12.0549411774;5;24.5655879974;1;12.0380001068;11.7299995422;6;23.8212833405;
10;1;10.5272569656;12.2827939987;5;24.9179592133;1;12.1463851929;11.9106416702;6;24.0;
11;1;10.6065406799;12.4589796066;6;25.0;1;12.2000007629;12.0;6;25.2000007629;
12;1;12.5272569656;12.5;6;25.0;1;14.1463851929;12.6000003815;6;26.1576004028;
13;1;13.5272569656;12.5;6;25.0;1;15.1463851929;13.0788002014;6;26.9011039734;
14;1;14.5272569656;12.5;6;25.0;1;16.1463851929;13.4505519867;6;27.4657306671;
15;1;15.5272569656;12.5;6;25.0;1;17.1463851929;13.7328653336;6;27.88712883;
16;1;16.527256012;12.5;6;25.0;2;19.1463851929;14.1435642242;6;29.0;
17;1;17.527256012;12.5;6;25.0;2;21.1463851929;14.0;6;29.1050000191;
18;1;17.625;12.5;6;25.0;2;22.4778862;14.0;6;29.2198647261;
19;1;17.625;12.5;7;25.0;2;22.765958786;14.0;6;29.3452684879;
20;1;17.625;12.5;8;25.0;2;22.8035812378;14.0;7;29.4818768501;
21;1;17.625;12.5;8;25.0;2;22.8445625305;14.0;7;29.630333066;
22;1;17.625;12.5;8;25.0;2;22.8890991211;14.0;7;29.7912415266;
23;1;17.625;12.5;8;25.0;2;22.9373722076;14.0;7;29.9651488066;
24;1;17.625;12.5;8;25.0;3;22.9895439148;14.0;6;30.1525228024;
25;1;15.625;13.5;8;25.0;3;22.3999996185;14.6457567215;7;30.3537294865;
26;1;14.625;14.5;9;25.0;3;23.1061191559;14.0;7;30.5690078735;
27;1;13.625;15.5;9;25.0;3;23.1707019806;14.0;7;30.7984457016;
28;1;12.625;16.5;9;25.0;3;23.2395324707;14.0;8;31.0419540405;
29;1;12.0;17.5;11;25.0;3;23.3125858307;14.0;8;31.299243927;
30;1;12.0;18.5;11;25.0;3;21.3897724152;15.0;8;31.5698068142;
31;2;12.0;19.5;9;36.5;3;20.4709415436;16.0;8;31.852899313;
32;2;14.0;18.5;9;36.9600000381;3;19.5558700562;17.0;8;32.1475343704;
33;2;16.0;18.5;9;37.3833837509;3;18.6442604065;18.0;8;32.4524803162;
34;2;17.0;18.5;9;37.76932621;3;17.7357444763;19.0;8;32.7662696838;
35;2;18.0;18.5;9;38.1180152893;3;16.8298797607;20.0;8;34.0872173309;
36;2;19.0;18.5;9;38.4304847717;3;15.3999996185;22.5;9;34.4334492683;
37;2;19.625;18.5;9;38.7084302902;3;16.0;24.5100002289;10;34.7831377983;
38;2;19.625;19.5;10;38.9540262222;3;17.0;23.5200977325;10;35.1341482401;
