Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.1000003815;6;23.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.5;6;23.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;9.60000038147;11.5;6;23.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;10.6000003815;11.5;6;23.0;
7;2;10.194486618;11.7433023453;4;24.5283432007;1;11.6000003815;11.5;6;23.0;
8;2;10.5188770294;11.7641716003;4;25.23988235;2;11.8999996185;11.6999998093;5;24.4599990845;
9;2;10.6789731979;12.0549411774;4;25.8410190344;2;12.3380002975;11.7299995422;5;24.8212833405;
10;2;10.8142290115;12.2827939987;4;26.3556833267;2;12.4463853836;11.9106416702;5;25.0;
11;2;10.9300289154;12.4589796066;5;26.6183350086;2;12.5000009537;12.0;5;26.2200007439;
12;2;13.8507452011;12.5;5;26.8187118769;2;14.4523849487;12.6000003815;5;27.1977963448;
13;2;15.8507452011;12.5;5;27.0402543545;2;16.4523849487;13.0788002014;5;27.9616857767;
14;2;16.9863147736;12.5;5;27.2842636108;2;18.4523849487;13.4505519867;5;28.5468815565;
15;2;18.0412158966;12.5;5;27.5518820286;2;19.4707298279;13.7328653336;5;28.9890253544;
16;2;19.1014289856;12.5;5;27.8440244198;2;20.4769535065;13.943564415;5;29.1228116751;
17;2;20.1671619415;12.5;5;28.1613030434;2;21.4832286835;14.0;6;29.1438889503;
18;2;20.3362922668;12.5;6;28.5039470196;2;22.4895515442;14.0;6;29.1651208401;
19;2;19.625;13.5;5;28.871723175;2;22.3999996185;14.3495359421;6;29.1864993572;
20;2;19.625;13.6615171432;5;29.263862133;3;22.7559490204;14.0;5;29.2080165148;
21;3;20.5843696594;12.5;5;29.6789975166;3;22.3999996185;14.0;6;29.2296639681;
22;3;19.625;13.5;5;30.1151270866;4;22.3999996185;14.3688993454;5;29.2514331341;
23;3;20.625;12.5;5;30.5695996284;4;22.3999996185;14.3754301071;5;29.2733153105;
24;3;20.8781604767;12.5;5;31.0391392708;4;22.3999996185;14.3819942474;5;29.2953014374;
25;3;17.625;14.5;5;31.5199065208;4;22.3999996185;14.3885908127;5;29.3173824549;
26;3;17.625;14.5;5;32.007601738;4;22.7952136993;14.0;5;29.3395489454;
27;3;17.2017097473;15.5;5;32.4976010323;4;22.801864624;14.0;5;30.3617914915;
28;3;16.625;14.5;4;32.9851250648;4;23.3999996185;15.1808958054;5;30.4041004181;
29;3;15.625;14.5;4;33.465420723;4;24.3999996185;14.6920499802;6;30.4466620684;
30;3;15.625;13.5;4;33.9339466095;5;23.1339988708;15.0;5;30.4894604683;
31;3;15.0;13.5;4;34.3865451813;5;21.3999996185;16.0;5;30.5324789286;
32;3;16.0;14.5;4;34.8195896149;5;21.1597442627;17.0;5;30.5757008791;
33;3;16.2094078064;15.5;4;35.2300891876;5;20.1727104187;18.0;5;30.6191091537;
34;3;16.3017692566;16.5;4;35.6157541275;5;19.1857318878;19.0;5;30.662686348;
35;3;15.3017702103;15.5;5;35.9750175476;5;18.1988048553;20.0;5;31.7064146996;
