Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.1000003815;6;23.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;11.5;6;23.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;9.60000038147;11.5;6;23.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;10.6000003815;11.5;6;23.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;11.6000003815;11.5;6;23.0;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;11.8999996185;11.6999998093;5;24.4599990845;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;12.3380002975;11.7299995422;5;24.9062833786;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;12.4718856812;11.9106416702;5;25.1763027906;
11;1;10.6065406799;12.4589796066;6;25.0;2;12.5528917313;12.0;5;26.4977414608;
12;1;12.5272569656;12.5;6;25.0;2;14.5357074738;12.6000003815;5;27.5877399445;
13;1;13.5272569656;12.5;6;25.0;2;16.5357074738;13.0788002014;5;28.4752565622;
14;1;14.5272569656;12.5;6;25.0;2;18.5357074738;13.4505519867;5;29.1961312294;
15;1;15.5272569656;12.5;6;25.0;2;19.6655044556;13.7328653336;5;29.7865825891;
16;1;16.527256012;12.5;6;25.0;2;20.7162208557;13.943564415;5;30.0818116665;
17;1;17.527256012;12.5;6;25.0;2;21.7709293365;14.0;6;30.2778806686;
18;1;17.625;12.5;6;25.0;2;22.829750061;14.0;6;30.4879496098;
19;1;17.625;12.5;7;25.0;2;23.1463851929;14.0;6;30.7121648788;
20;1;17.625;12.5;8;25.0;2;22.3999996185;14.8136491776;7;30.9505054951;
21;1;17.625;12.5;8;25.0;2;22.3999996185;14.8851518631;7;31.2027587891;
22;1;17.625;12.5;8;25.0;2;22.3999996185;14.9608278275;7;31.4684994221;
23;1;17.625;12.5;8;25.0;2;22.3999996185;15.0405502319;7;31.7470719814;
24;1;17.625;12.5;8;25.0;2;23.3999996185;14.0;7;32.0375800133;
25;1;15.625;13.5;8;25.0;2;23.6112747192;14.0;7;32.3388810158;
26;1;14.625;14.5;9;25.0;2;23.7016639709;14.0;7;32.6495933533;
27;1;13.625;15.5;10;25.0;2;22.3999996185;15.0;6;32.9681096077;
28;1;12.625;16.5;10;25.0;2;22.3999996185;16.0;6;33.2926211357;
29;1;12.0;17.5;10;25.0;2;22.3999996185;16.6463108063;6;33.6211543083;
30;1;12.0;18.5;10;25.0;2;21.3999996185;15.6463108063;6;33.9516134262;
31;1;12.0;19.5;10;25.0;2;21.1854839325;16.0;6;34.2818317413;
32;1;12.0;20.5;10;25.0;2;20.2845497131;17.0;6;34.6096282005;
33;1;12.0;21.5;11;25.0;2;19.3828887939;18.0;7;34.9328637123;
34;1;12.0;22.5;12;25.0;2;18.4798583984;19.0;7;35.2494969368;
35;1;12.0;23.5;12;25.0;2;17.574848175;20.0;7;35.5576372147;
36;1;12.0;24.5;13;25.0;2;16.6672897339;21.0;8;35.8555865288;
37;1;13.0;22.5;13;25.0;2;16.3566761017;22.0;8;36.1418762207;
