Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;32.0;1;8.0;12.0;6;20.0;
4;1;11.3999996185;16.0;6;32.0;1;8.0;11.0;6;20.0;
5;2;12.6999998093;16.0;5;33.0;1;8.0;10.0;6;20.0;
6;2;13.6999998093;16.0;5;32.9095994234;1;9.0;10.0;6;20.0;
7;2;14.7496795654;15.8719997406;5;32.9730169773;1;9.5;10.0;6;20.0;
8;2;14.8919048309;15.8028001785;5;33.0824579;1;9.5;10.0;6;20.3999996185;
9;2;14.9247369766;15.7405204773;5;34.5173529387;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;17.0564537048;16.3007202148;5;35.6340343952;2;9.66343975067;10.6632003784;3;21.9903717041;
11;2;19.0564537048;16.698223114;5;36.5514099598;2;9.94783401489;10.4951858521;3;23.1019120216;
12;2;21.0564537048;16.9726676941;5;37.0656411648;2;10.197930336;11.0209560394;3;24.037314415;
13;2;22.3893718719;17.0200004578;5;37.5400602818;2;11.9755001068;11.4571752548;3;24.810367465;
14;2;23.5316982269;17.0200004578;5;38.0722632408;2;13.9755001068;12.167391777;3;25.4413156509;
15;2;24.6913585663;17.0200004578;6;38.6639308929;2;15.9755001068;12.0916318893;3;25.9528986216;
16;2;25.5991783142;17.0200004578;6;39.3150572777;2;17.0221481323;12.3113050461;3;26.3674715757;
17;2;25.7945175171;17.0200004578;7;40.0235261917;2;17.7228336334;12.9025936127;3;26.484351635;
18;2;26.0070571899;17.0200004578;8;40.7847547531;2;19.0568122864;12.5;4;26.5662232637;
19;2;26.2354259491;17.0200004578;8;41.5914845467;2;19.977399826;12.5;4;26.6513283253;
20;2;26.4774436951;17.0200004578;9;42.4337854385;2;19.9965496063;12.5;4;26.7396525145;
21;2;24.4774436951;18.0200004578;9;43.2993373871;2;19.625;13.1958608627;4;26.8311642408;
22;2;25.4774436951;17.0200004578;10;44.1739988327;2;19.625;13.232465744;5;26.9258141518;
23;3;25.4774436951;17.0200004578;7;57.7926445007;2;19.625;13.2703256607;4;27.0235335827;
24;3;25.1827125549;18.0200004578;7;59.2776727676;3;20.0802955627;12.5;3;27.1242339611;
25;3;23.1827125549;20.0200004578;7;60.674082756;3;19.625;12.5;4;27.2278065681;
26;3;22.2119998932;22.0200004578;7;61.9671974182;3;19.625;12.5;4;27.3341217041;
27;3;22.2119998932;24.0200004578;8;63.1472063065;3;19.625;12.5;4;27.4430289268;
28;3;22.2119998932;26.0200004578;8;64.209195137;3;19.625;12.5;4;27.5543570518;
29;3;22.2119998932;28.0200004578;8;65.1527585983;3;19.625;12.5;4;27.667914629;
30;3;22.2119998932;30.0200004578;8;65.981303215;3;17.625;13.5;4;27.7834908962;
31;3;22.2119998932;32.0200004578;9;66.7011795044;3;17.251285553;14.5;4;27.9008569717;
32;4;24.0;31.0200004578;8;67.3207778931;3;16.2776927948;15.5;4;28.0197672844;
33;4;24.0;33.0200004578;8;67.8366794586;3;15.3044471741;16.5;4;28.1399610043;
34;4;25.0;35.0200004578;10;68.1194705963;3;14.7064914703;17.5;6;29.2611646652;
35;4;27.0;34.0200004578;10;68.3579463959;3;15.0;19.3999996185;6;29.4130942822;
36;4;27.0;36.0200004578;10;68.4956016541;3;16.0;20.4270000458;6;29.5660486221;
37;4;28.0;39.0200004578;10;68.4956016541;3;16.0;21.4545326233;6;29.7197234631;
38;4;29.0;42.0200004578;11;68.4956016541;3;16.0;22.4825897217;5;29.8738110065;
39;4;30.0;45.0200004578;11;68.4956016541;3;16.0;23.5111656189;5;30.0280023813;
40;4;31.0;47.3450012207;12;68.4956016541;3;16.0;24.5402507782;5;30.1819912195;
41;4;31.0750007629;49.3450012207;13;68.4956016541;3;16.0;25.5698375702;5;30.3354759216;
42;4;31.0750007629;51.3450012207;14;68.4956016541;3;16.0;26.5999145508;5;30.4881632328;
43;4;31.0750007629;53.3450012207;14;68.4956016541;3;16.0;27.6304683685;6;30.6397693157;
44;4;32.0750007629;51.4895782471;13;68.4956016541;3;16.0;28.6614875793;5;30.7900242805;
45;4;32.0750007629;50.4895782471;14;68.4956016541;3;16.0;29.6929569244;5;30.9386721849;
46;4;33.0750007629;50.4895782471;12;68.4956016541;3;16.0;30.7248630524;5;31.0854735374;
47;4;32.0750007629;49.4895782471;12;68.4956016541;3;17.0;28.7571868896;6;31.2302081585;
48;4;31.0750007629;51.4895782471;12;68.4956016541;4;16.322479248;28.5;5;31.3726744652;
49;4;32.0750007629;50.4895782471;13;68.4956016541;4;16.3307552338;29.5;6;31.5126913786;
50;5;33.0750007629;50.4895782471;11;69.4956016541;4;17.0;29.5;6;31.650098443;
51;5;33.0750007629;53.4895782471;12;69.541432023;4;18.0;30.5;7;31.7847560644;
52;5;34.0750007629;53.4895782471;12;69.5888835192;4;19.0;31.5;7;31.9165455103;
53;5;34.0750007629;53.4895782471;13;69.6379692554;4;20.0;32.5;7;32.0453679562;
54;5;33.0750007629;56.4895782471;13;69.6886980534;4;21.0;33.5;5;32.1711453199;
55;5;34.0750007629;56.0384025574;16;69.7410743237;4;21.625;33.5;6;32.2938175201;
56;5;34.0750007629;55.0624961853;17;69.7950975895;4;21.625;33.0637207031;6;32.4133428335;
57;5;33.0750007629;57.0873451233;17;71.9993642569;4;21.625;32.0991020203;7;32.5296955109;
58;5;33.414188385;59.0889587402;18;73.6761784554;4;21.625;31.1346549988;7;32.642865777;
59;5;34.7029151917;58.0982246399;18;74.9481675625;4;21.625;30.1703491211;9;32.7528582811;
60;5;33.9466743469;60.1145553589;17;75.5679471493;4;21.625;29.2061634064;9;32.8596893549;
61;6;34.1510276794;62.1373634338;17;91.8868759871;4;21.625;29.2420654297;9;32.9633872509;
62;6;37.2000007629;59.1795463562;17;92.7949985266;4;21.625;29.2780284882;10;33.015581131;
63;6;36.2000007629;62.2292861938;18;94.6132887602;4;21.625;29.3140220642;10;33.0555787086;
64;7;37.2000007629;66.2811203003;17;95.4022035599;5;21.625;29.3500213623;9;33.0955479145;
65;7;40.2000007629;64.3350372314;20;95.6090528965;5;21.625;29.3859939575;9;33.135456562;
