Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;32.0;1;8.0;12.0;6;20.0;
4;1;11.3999996185;16.0;6;32.0;1;8.0;11.0;6;20.0;
5;2;12.6999998093;16.0;5;33.0;1;8.0;10.0;5;20.0;
6;2;13.6999998093;16.0;5;33.1200000048;1;9.0;10.0;5;20.0;
7;2;14.736000061;16.0;5;33.9042553902;1;9.5;10.0;4;20.0;
8;2;15.1712770462;16.3199996948;5;34.4252684116;1;9.5;10.0;4;20.3999996185;
9;2;15.327580452;16.5;5;36.2829990387;2;9.59000015259;10.5;2;21.7264003754;
10;2;17.2818984985;17.3250007629;5;37.6783860922;2;9.88844013214;10.3632001877;2;22.0903717279;
11;2;19.2818984985;17.9053878784;5;38.7263016701;2;9.97033405304;10.4951858521;2;23.2838120461;
12;2;21.2818984985;18.2973766327;5;39.4271612167;2;10.238858223;11.0209560394;2;24.3146933317;
13;2;22.520149231;18.5;5;39.75659585;2;12.0379104614;11.4571752548;2;25.1981878281;
14;2;23.6189785004;18.5;5;40.1216630936;2;14.0379104614;11.8107032776;2;25.9559320211;
15;2;24.7284984589;18.5;5;40.5236814022;2;16.0379104614;12.0916318893;2;26.6120283604;
16;2;25.8491039276;18.5;6;40.9633071423;2;17.1704521179;12.3113050461;2;27.1901185513;
17;3;26.2889919281;18.5;5;41.4403581619;2;18.2242145538;12.4808797836;2;27.4906733036;
18;3;26.4321079254;18.5;4;41.9536476135;2;19.2832355499;12.5;3;27.7773330212;
19;3;26.5860939026;18.5;3;42.5008449554;2;20.2499008179;12.5;3;28.0890238285;
20;3;26.7502536774;18.5;4;43.0783872604;2;20.3200302124;12.5;3;28.4260663986;
21;3;26.9235172272;18.5;4;43.6814613342;2;20.3958644867;12.5;3;28.788336277;
22;3;27.1044387817;18.5;4;44.3040757179;3;20.4773750305;12.5;2;29.1751885414;
23;3;27.291223526;18.5;4;44.9392328262;3;20.5644168854;12.5;3;29.585392952;
24;3;27.4817695618;18.5;4;45.5791959763;4;20.6567134857;12.5;2;30.0170898438;
25;3;27.6737594604;18.5;4;46.2158412933;4;20.7538452148;12.5;2;30.4677705765;
26;3;25.6737594604;19.5;4;47.8410587311;4;20.8552474976;12.5;3;30.9342932701;
27;3;26.1000003815;21.0;4;48.5071635246;4;20.9602165222;12.5;3;31.4129357338;
28;3;26.1000003815;19.5;4;49.1502418518;4;21.0679111481;12.5;3;31.8994894028;
29;3;26.4368896484;20.5;4;49.7645949125;4;19.1773853302;13.5;3;32.3893885612;
30;3;26.1000003815;22.0944805145;4;50.3458347321;4;16.625;15.5;3;32.877872467;
31;3;26.1037521362;22.5;5;50.8909717798;4;15.625;17.5;3;34.360165596;
32;3;24.8682060242;24.1651439667;5;51.3983973265;4;15.625;19.5;3;34.8816649914;
33;3;24.4195175171;24.5;5;51.8677678108;4;16.0;21.5;5;35.3900904655;
34;3;23.5603294373;25.5;5;52.2998276949;4;16.2479438782;23.5;5;35.8817104101;
35;3;22.5848922729;25.5;5;52.6961901188;4;16.2600898743;25.5;6;36.3534070253;
36;3;24.6104221344;27.5;5;53.0591105223;4;16.272687912;27.5;5;36.8027482033;
37;3;23.636920929;29.5;5;53.3912667036;4;16.2857437134;28.8729419708;6;37.2280135155;
38;3;23.1150245667;31.5;6;53.6955676079;4;16.2992591858;30.128578186;7;37.6281844378;
39;3;24.6777439117;33.5;6;53.97499156;4;16.3132362366;31.3652191162;8;38.0028930902;
40;3;25.1000003815;35.5;5;54.1242339611;5;16.3276672363;32.582611084;6;53.3523482084;
41;3;26.1000003815;36.5621185303;6;54.2278065681;5;17.3425559998;33.7809143066;6;54.4272407293;
42;3;27.7683429718;36.5;7;54.3341217041;5;18.3578948975;34.9606170654;7;55.3980174065;
43;4;28.8002376556;38.5;7;55.4430289268;5;19.3736763;36.122505188;7;56.2652006149;
44;4;30.1000003815;38.5;8;55.6279571056;5;20.3898906708;37.2675476074;9;57.0328598022;
45;4;31.4220809937;38.777179718;9;55.8197414875;5;21.4065284729;38.39686203;10;57.7076604366;
46;4;30.245923996;39.5;9;56.0183434486;5;23.4235744476;36.5116500854;10;58.2791539431;
47;4;30.1000003815;39.5;10;56.2236945629;5;24.0;36.5116500854;11;58.666267395;
48;4;29.9702568054;40.1614189148;10;56.4356950521;6;27.0;35.5116500854;8;74.002781868;
49;4;30.1000003815;40.2079620361;11;56.6542118788;6;30.9249992371;36.5116500854;9;74.9522752762;
50;5;31.5542755127;40.0699806213;11;56.8790773153;6;34.4205131531;38.5;9;75.705286026;
51;5;30.5637245178;39.5;12;57.1100879908;6;35.9893302917;40.5;10;76.3781023026;
52;5;30.6180992126;39.5;12;57.3470028639;6;38.008430481;41.5;13;76.973123312;
53;5;31.1000003815;41.1735038757;13;57.1472866535;7;39.0999984741;42.5;12;77.4952299595;
54;6;29.0111999512;42.133644104;12;56.9930267334;7;40.0999984741;42.2807312012;13;77.9509131908;
55;6;30.9312801361;39.2524261475;12;56.8797626495;7;41.0999984741;41.3422775269;14;78.3474857807;
56;6;30.6614894867;39.0989189148;14;56.8034343719;7;42.0999984741;38.5;14;78.6924493313;
57;6;29.4877815247;40.991027832;14;57.9283549786;7;41.0999984741;39.5;14;78.8993241787;
58;6;30.7224063873;41.3180923462;14;58.4368085861;7;39.0999984741;41.5;12;78.989222765;
59;8;29.0400009155;44.4000015259;11;77.7868983746;6;28.1749992371;38.5;13;60.079221487;
60;8;30.0400009155;47.6447906494;15;78.7112755775;6;28.1749992371;37.5;12;60.1691586971;
61;9;31.0400009155;50.0968284607;14;79.5442779064;6;28.5499992371;38.5;11;60.258872509;
62;9;32.0400009155;52.2653045654;16;80.2953298092;6;29.4749984741;39.5;10;60.348202467;
63;9;34.0400009155;50.3999557495;17;80.9745161533;6;29.4749984741;40.5;10;60.4369900227;
64;9;32.0400009155;52.5420188904;19;81.576905489;6;29.4749984741;41.5;10;61.0950801373;
65;10;32.0400009155;54.6912384033;18;81.9340081215;6;29.7314987183;42.5;10;63.1536273956;
