Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;32.0;1;8.0;12.0;6;20.0;
4;1;11.3999996185;16.0;6;31.7439994812;1;8.0;11.0;6;20.0;
5;1;12.3999996185;15.8719997406;6;31.3087997437;1;8.0;10.0;6;20.0;
6;2;13.6999998093;15.6543998718;5;31.9171199799;1;9.0;10.0;6;20.0;
7;2;14.5751361847;15.4585599899;5;31.8128474951;1;9.5;10.0;6;20.0;
8;2;14.5438547134;15.3251037598;5;31.7598273754;1;9.5;10.0;6;20.3999996185;
9;2;14.5279483795;15.204993248;4;31.918700695;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;16.6666488647;15.173374176;4;32.1169530153;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;18.6666488647;15.1449165344;4;32.3444831371;2;9.94783401489;10.4951858521;5;23.0619120598;
12;2;20.6666488647;15.119304657;4;32.6137940884;2;10.1889305115;11.0209560394;4;23.9545464516;
13;2;21.9214477539;15.0962543488;4;32.9273195267;2;11.9568777084;11.4571752548;4;24.6819883585;
14;2;22.1950626373;15.0755090714;4;33.2871906757;2;13.9568777084;11.8107032776;3;25.2644146681;
15;2;23.0341033936;15.0568380356;5;33.6950211525;2;15.7228336334;12.415977478;3;25.7245066166;
16;2;23.0240211487;15.0400342941;6;34.1516590118;2;16.7228336334;12.6418743134;3;26.0845712423;
17;2;23.0149459839;15.0249109268;6;34.6569275856;2;17.9754657745;12.4808797836;3;26.1438889503;
18;2;23.006778717;15.011300087;7;35.2093667984;2;18.7228336334;12.8431663513;4;26.1651208401;
19;2;22.9994297028;14.9990501404;7;35.806014061;2;19.8871517181;12.5;4;26.1864993572;
20;2;22.9928150177;14.9880247116;7;36.4422502518;2;19.625;12.8559494019;5;26.2080165148;
21;2;22.9868621826;14.9781017303;9;37.1117510796;2;19.625;12.983206749;5;26.2296639681;
22;3;22.981502533;14.969171524;8;37.806573391;2;19.625;12.9918651581;4;26.2514331341;
23;3;22.9766807556;14.9611339569;8;38.5174055099;2;19.625;13.0005731583;4;26.2733153105;
24;3;22.9723396301;14.9539003372;8;39.233962059;2;19.625;13.0093259811;5;26.2953014374;
25;3;20.9723396301;15.9539003372;8;39.9455070496;2;19.9164428711;12.5;6;26.3173824549;
26;3;19.9723396301;16.9538993835;10;40.641459465;2;19.625;13.0269527435;6;26.3395489454;
27;3;18.9723396301;17.9538993835;10;41.3119888306;2;19.625;13.0358200073;6;26.3617914915;
28;3;17.9723396301;18.9538993835;10;41.948551178;3;19.9314041138;12.5;5;26.3841004372;
29;3;16.9723396301;19.9538993835;11;42.544298172;3;19.625;12.5;5;26.4064661264;
30;3;15.9723396301;20.9538993835;12;43.0943012238;3;17.9414558411;13.5;5;26.428878665;
31;3;14.9723396301;21.9538993835;12;43.5956068039;3;16.9464969635;14.5;5;26.4513280392;
32;3;14.0;22.9538993835;12;44.0471220016;3;15.9515485764;15.5;5;26.4738043547;
33;3;14.0;23.9538993835;12;44.449382782;3;14.9566059113;16.5;5;26.4962974787;
34;3;14.0;24.9538993835;12;44.8042421341;3;14.3366670609;17.5;3;26.5187973976;
35;3;15.0;23.9538993835;13;45.1145277023;3;14.3417291641;18.5;3;26.5412938595;
36;4;15.0;23.9538993835;8;55.3837175369;3;14.3467912674;19.5;3;26.5637768507;
37;4;17.0;24.9538993835;7;56.0156478882;3;14.351849556;20.5;4;26.5862361193;
38;4;19.0;25.9538993835;8;56.588675499;3;14.3569030762;21.5;4;26.6086617708;
39;4;19.0;24.9538993835;8;57.0072479248;3;14.361948967;22.5;6;26.6310436726;
40;4;20.0;24.9538993835;8;57.3249311447;3;14.366985321;23.5;6;26.6533719301;
41;4;22.0;24.9538993835;8;57.6154441833;3;14.3720092773;24.5;6;26.6756366491;
42;4;23.5204162598;25.9538993835;8;57.8793134689;3;14.3770179749;25.5;8;26.6978281736;
43;4;24.6001625061;26.9538993835;8;58.1175003052;3;14.3820114136;26.5;8;26.7199368477;
44;4;23.6001625061;27.8967132568;9;58.3312902451;3;14.3869857788;27.5;8;26.7419531345;
45;4;23.6001625061;28.6503372192;9;58.5222015381;3;14.3919391632;28.5;10;26.7638677359;
46;4;24.0;28.6303901672;10;58.6918983459;3;14.3968696594;29.5;10;26.7856714725;
47;4;24.0430679321;28.612651825;11;58.8421163559;3;15.4017763138;27.5;10;27.8073554039;
48;4;24.042755127;28.5969390869;11;58.8705291748;3;15.4066553116;28.5;12;27.9189107418;
49;3;24.0424766541;28.5934715271;12;58.8119220734;4;16.4115047455;29.5;11;28.0374479294;
50;3;24.0422229767;28.593006134;13;58.7591762543;4;17.6834259033;27.5;12;28.1633399725;
51;3;24.0419960022;28.5925865173;12;58.7117052078;4;18.4211101532;28.5;13;28.2969470024;
52;3;24.0417900085;28.5922050476;12;58.6689815521;4;19.0;29.5;15;28.4386088848;
53;3;24.0416069031;28.5918655396;13;58.630531311;4;20.4305782318;30.5;16;28.5886365175;
54;3;24.0414428711;28.5915603638;13;58.5959253311;4;21.3721885681;31.5;16;28.747303009;
55;3;24.0412940979;28.5912857056;13;58.5647783279;4;21.625;32.5;17;28.9148337841;
56;3;24.0411586761;28.5910339355;13;58.5367479324;4;22.5058364868;31.5;17;29.0913953781;
57;3;24.0410385132;28.5908126831;13;58.5115194321;4;22.5455646515;30.5;17;29.261295557;
58;3;24.0409297943;28.5906105042;14;58.4888143539;4;22.5837917328;29.5;19;29.4362905025;
59;3;24.0408325195;28.5904312134;14;58.4683790207;4;22.0750007629;29.5;19;29.6205644608;
60;3;24.0407447815;28.5902671814;14;58.4499874115;4;22.6646270752;27.5;19;29.8139474392;
61;3;24.0406646729;28.5901184082;15;58.4334363937;4;22.0750007629;28.5;19;30.016159296;
62;3;24.0405921936;28.5899887085;15;58.4185390472;4;22.7536354065;27.5;19;30.2268030643;
63;3;24.0405292511;28.5898704529;15;58.4051322937;4;22.0750007629;28.5;20;30.445360899;
64;3;24.0404701233;28.5897636414;15;58.3930654526;4;22.0750007629;29.5;20;30.6711919308;
