Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;32.0;1;8.0;12.0;6;20.0;
4;1;11.3999996185;16.0;6;32.0;1;8.0;11.0;6;20.0;
5;1;12.3999996185;16.0;6;32.0;1;8.0;10.0;6;20.0;
6;1;13.3999996185;16.0;6;32.0;1;9.0;10.0;6;20.0;
7;1;14.3999996185;16.0;5;32.6399993896;1;9.5;10.0;6;20.0;
8;1;14.7919998169;16.3199996948;5;33.0;1;9.5;10.0;6;20.3999996185;
9;1;14.8999996185;16.5;5;34.6500015259;2;9.59000015259;10.5;5;21.7264003754;
10;1;16.7919998169;17.3250007629;5;35.8107757568;2;9.88844013214;10.3632001877;5;21.9903717041;
11;1;17.7919998169;17.9053878784;5;36.5947532654;2;9.94783401489;10.4951858521;5;23.0719120502;
12;1;18.7919998169;18.2973766327;5;37.0;2;10.1911802292;11.0209560394;5;23.9749414921;
13;1;19.7919998169;18.5;6;37.0;2;11.9614667892;11.4571752548;5;24.7131726742;
14;2;21.7919998169;18.5;5;38.0;2;13.9614667892;11.8107032776;5;25.3067810535;
15;2;23.7919998169;18.5;6;38.1499999762;2;15.9614667892;12.0916318893;5;25.7784451246;
16;2;25.1369991302;18.5;6;38.320775032;2;16.9828968048;12.3113050461;5;26.1504684687;
17;2;25.4962329865;18.5;6;38.5146545172;2;17.9902935028;12.4808797836;5;26.2221269608;
18;2;25.554397583;18.5;7;38.7340574265;2;18.9978122711;12.5;6;26.2560760975;
19;3;25.620218277;18.5;6;38.9814370871;2;19.907617569;12.5;6;26.2905418873;
20;3;25.1000003815;18.5;7;39.2592060566;2;19.9153709412;12.5;6;26.3255085945;
21;3;25.7777614594;18.5;7;39.5696389675;2;19.9232387543;12.5;6;26.3609591722;
22;3;25.870891571;18.5;7;39.9147508144;2;19.9312152863;12.5;6;26.3968753815;
23;3;25.9744262695;18.5;7;40.296153307;2;19.9392967224;12.5;6;26.4332377911;
24;3;26.0888462067;18.5;7;40.7148916721;2;19.947479248;12.5;7;26.4700255394;
25;3;26.2144680023;18.5;7;41.1712703705;2;19.9557552338;12.5;7;26.5072168112;
26;3;26.3513813019;18.5;7;41.6646785736;2;19.9641227722;12.5;7;26.5447884798;
27;3;25.1000003815;19.5;7;42.1934347153;2;19.9725780487;12.5;7;26.5827163458;
28;3;26.1000003815;18.5;7;42.7546668053;2;19.9811115265;12.5;7;26.6209751368;
29;3;25.1000003815;19.5;7;43.3442516327;2;17.9897193909;13.5;7;26.6595385075;
30;3;25.1000003815;20.5;8;43.9568367004;2;16.9983959198;14.5;9;26.6983793974;
31;3;25.1000003815;21.5;8;44.5859546661;2;16.0071353912;15.5;9;26.7374696732;
32;3;25.1000003815;22.2929763794;8;45.224240303;2;15.0159301758;16.5;9;26.7767804861;
33;3;25.1000003815;22.6121196747;8;45.8637371063;2;14.3997755051;17.5;10;26.8162822723;
34;3;25.1000003815;22.9318695068;8;46.4962768555;2;14.4086637497;18.5;10;26.8559447527;
35;3;26.1000003815;23.2481384277;7;48.1138887405;2;14.4175872803;19.5;10;26.8957372904;
36;3;27.1000003815;25.5;7;48.7692036629;2;14.4265403748;20.5;10;26.9356285334;
37;3;28.4180011749;27.5;8;49.3987693787;2;14.4355163574;21.5;10;26.9755871296;
38;3;29.4368896484;29.5;8;49.9974573851;3;14.4445075989;22.5;7;32.015581131;
39;3;30.1000003815;31.5;8;50.561501503;3;15.4535055161;23.5;8;32.205578804;
40;3;31.1684494019;33.5;7;51.0885416269;3;16.4625053406;24.5;8;32.3923227787;
41;3;30.9274749756;34.165145874;8;51.5775555372;3;17.4714984894;25.5;9;32.5754151344;
42;3;31.0515537262;34.2028579712;9;52.0287156105;3;17.7044696808;26.5;9;32.7544968128;
43;3;31.1633090973;34.2421760559;10;52.4431878328;3;17.7447624207;27.5;9;32.9292500019;
44;3;31.73295784;33.5;11;52.8229057789;3;17.7840805054;28.5;11;33.0994002819;
45;3;31.8468742371;33.5;11;53.1703461409;3;17.8223648071;29.5;11;33.2647161484;
46;3;31.9511051178;33.5;11;53.4883192778;3;18.8595600128;27.5;12;33.4250097275;
47;3;31.4971466064;34.4155807495;12;53.7797923088;4;17.8956260681;28.5;12;33.5801355839;
48;3;32.1339378357;33.5;12;54.0235335827;4;17.396856308;29.5;12;33.7299888134;
49;3;31.6000003815;34.5;13;54.1242339611;4;18.9642467499;27.5;12;33.8745033741;
50;3;31.6000003815;34.5621185303;13;54.2278065681;4;19.4457798004;28.5;12;34.0136494637;
51;3;32.2683410645;33.5;13;54.3341217041;4;19.0;29.5;13;34.1474301815;
52;3;32.3002357483;33.5;13;54.4430289268;4;21.0;30.5;12;34.2758789062;
53;3;31.6000003815;34.5;13;54.5543570518;4;23.0870723724;31.5;12;35.399055481;
54;3;31.6000003815;34.777179718;14;54.667914629;4;22.625;33.5;12;35.5470433235;
55;3;32.4003753662;33.5;14;54.7834908962;4;25.2178630829;33.5;13;35.6905376911;
56;3;31.6000003815;34.5;14;54.9008569717;4;24.4645881653;34.5;13;35.7981777191;
57;3;32.4702568054;33.5;14;56.8867926598;4;23.8706474304;36.5;14;35.864938736;
58;3;33.0660362244;34.2399978638;15;58.3307466507;4;24.2418193817;36.5;14;35.9317594767;
59;3;33.4992218018;34.7248458862;15;59.3269085884;4;23.8850631714;37.5;15;35.9986127615;
60;3;32.735244751;36.0;15;59.7475848198;7;24.2572288513;38.232093811;9;51.0654714108;
61;3;31.735244751;36.0;15;60.0064315796;7;25.8999786377;36.4000015259;10;51.8823082447;
62;3;30.9371738434;36.0;16;60.2465596199;8;27.2000007629;38.2792510986;9;52.6184706688;
63;3;31.0092124939;37.0;17;60.4908828735;8;28.8544235229;36.4000015259;10;53.2730979919;
64;3;30.1472644806;38.0;18;60.7382907867;8;28.5848064423;38.4000015259;12;53.8486868143;
65;3;29.2214870453;39.0;19;60.9876060486;8;29.2935791016;41.3526687622;12;54.3482017517;
66;4;28.2962818146;40.0;18;61.2376046181;8;29.9392967224;42.4000015259;12;54.7523276806;
