Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;32.0;1;8.0;12.0;6;20.0;
4;1;11.3999996185;16.0;6;32.0;1;8.0;11.0;6;20.0;
5;2;12.6999998093;16.0;5;32.5391998291;1;8.0;10.0;6;20.0;
6;2;13.6999998093;15.7695999146;5;32.1727672815;1;9.0;10.0;6;20.0;
7;2;14.6518306732;15.5622396469;5;31.9406645298;1;9.5;10.0;6;20.0;
8;2;14.5822000504;15.4184160233;5;31.7396564484;1;9.5;10.0;6;20.3999996185;
9;2;14.5218963623;15.288974762;5;32.4460390806;2;9.59000015259;10.5;5;21.7264003754;
10;2;16.6193809509;15.6091337204;5;32.9687831402;2;9.88844013214;10.3632001877;5;21.9903717041;
11;2;18.6193809509;15.8360004425;5;33.0407778025;2;9.94783401489;10.4951858521;5;23.0619120598;
12;2;20.6193809509;15.8360004425;5;33.115784049;2;10.1889305115;11.0209560394;5;23.9545464516;
13;2;21.6841850281;15.8360004425;5;33.1938174963;2;11.9568777084;11.4571752548;5;24.6819883585;
14;2;22.7075939178;15.8360004425;6;33.2748810053;2;13.9568777084;11.8107032776;5;25.2644146681;
15;2;23.7319126129;15.8360004425;7;33.3589632511;2;15.7228336334;12.415977478;5;25.7245066166;
16;2;24.0076885223;15.8360004425;7;33.4460377693;2;16.9707603455;12.3113050461;4;26.0845712423;
17;2;24.0338115692;15.8360004425;8;33.5360620022;2;17.9754657745;12.4808797836;4;26.1438889503;
18;2;24.0608177185;15.8360004425;8;33.6289764643;2;18.9802093506;12.5;5;26.1651208401;
19;3;23.5016002655;16.4230937958;7;33.7247037888;2;19.8871517181;12.5;5;26.1864993572;
20;3;23.5016002655;15.8360004425;8;33.8231487274;2;19.8919620514;12.5;5;26.2080165148;
21;3;23.5016002655;16.481344223;8;33.9241974354;2;19.8968029022;12.5;5;26.2296639681;
22;3;24.1772594452;15.8360004425;9;34.0277168751;2;19.9016742706;12.5;5;26.2514331341;
23;3;24.2083148956;15.8360004425;9;34.1335558891;2;19.9065723419;12.5;6;26.2733153105;
24;3;24.2400665283;15.8360004425;9;34.2415447235;3;19.9114952087;12.5;5;26.2953014374;
25;3;22.2724628448;16.8360004425;9;34.3514962196;3;19.9164428711;12.5;5;26.3173824549;
26;3;21.3054485321;17.8360004425;7;34.4632065296;4;19.9214115143;12.5;3;26.3395489454;
27;3;20.3389625549;18.8360004425;8;34.5764560699;4;19.926399231;12.5;3;26.3617914915;
28;3;19.3729362488;19.8360004425;8;34.6910111904;4;19.9314041138;12.5;3;26.3841004372;
29;3;18.4073028564;20.8360004425;8;35.8066260815;4;17.936422348;13.5;3;26.4064661264;
30;3;18.4419879913;22.3360004425;9;35.9535980225;4;16.9414558411;14.5;3;26.428878665;
31;3;18.4769134521;23.3512763977;9;36.1017277241;4;15.9464979172;15.5;3;26.4513280392;
32;3;17.5120010376;24.3668632507;9;36.2507377863;4;14.9515485764;16.5;3;26.4738043547;
33;3;17.3736209869;24.8360004425;9;36.4003462791;4;14.3316059113;17.5;3;26.4962974787;
34;3;17.4185028076;25.8360004425;9;36.5502690077;4;14.3366670609;18.5;3;26.5187973976;
35;3;17.4634799957;26.8360004425;9;36.700222373;4;14.3417291641;19.5;3;26.5412938595;
36;3;17.1507320404;28.4322242737;10;36.8499253988;4;14.3467912674;20.5;3;27.5637768507;
37;3;17.5533771515;28.8360004425;10;36.9991022348;4;15.351849556;21.5;2;27.6262360811;
38;3;17.5981311798;29.8360004425;11;37.1474854946;4;16.3569030762;22.5;4;27.6898456812;
39;3;17.6426448822;30.8360004425;12;37.2948167324;4;16.6052150726;23.5;4;27.754597187;
40;4;18.6868457794;28.8360004425;12;37.4408500195;4;16.6197853088;24.5;4;27.820479393;
41;4;18.0;29.8360004425;12;37.58535254;4;16.6346073151;25.5;5;27.8874781132;
42;4;20.4216041565;30.8360004425;12;37.7281074524;4;16.6496829987;26.5;5;27.9555760622;
43;4;20.4327754974;31.8360004425;12;37.8689135313;4;16.6650047302;27.5;4;29.0247528553;
44;4;21.0;32.8359985352;15;38.0075877905;4;17.6805686951;28.5;4;29.1449844837;
45;4;22.0;33.8359985352;15;37.9424322844;4;18.3044319153;31.2350006104;4;29.2682187557;
46;4;23.4664783478;33.8359985352;15;37.8938258886;4;19.0;29.7163696289;5;29.3944497108;
47;4;25.4775314331;31.8360004425;17;37.859786272;4;18.3268852234;30.559135437;5;29.5236626863;
48;4;25.0;32.6504478455;17;37.8385357857;4;18.3384819031;31.6135101318;7;29.655833602;
49;4;25.3061561584;33.3433990479;15;37.8284810781;4;19.0;30.6692180634;6;29.7909283638;
50;4;25.780040741;33.062286377;15;37.8281987906;4;20.7786998749;32.6692199707;7;29.9289023876;
51;4;26.2353096008;31.8772277832;15;37.8364140987;4;21.4211101532;34.6692199707;7;30.0697001219;
52;5;25.7352981567;31.1605319977;14;39.3082932234;3;20.3871517181;32.7802352905;9;28.6907801628;
53;5;25.2601318359;33.1327857971;14;39.3963830471;4;21.8304271698;33.5;8;28.7688430548;
54;5;27.7392921448;32.2557640076;14;39.4919155836;4;21.625;34.5;9;28.8475248814;
55;5;28.233341217;33.2190704346;15;39.5940556526;4;22.0508003235;32.8685569763;9;28.9267627001;
56;5;26.2004623413;36.0752487183;16;39.6558932066;4;22.0694885254;31.5;8;29.006490469;
57;5;27.7167320251;34.9830322266;16;39.7148325443;4;22.0740432739;30.9075202942;10;29.0708494186;
58;5;27.6924591064;35.8735122681;16;39.7809193134;4;22.5409412384;28.5;10;29.1315076351;
59;5;28.2325572968;34.9172363281;17;39.8535190821;4;22.0750007629;28.5;11;29.1926498413;
60;6;27.1452636719;37.8478126526;16;40.9320454597;4;22.5683479309;27.5;11;29.2542052269;
61;9;29.7085609436;36.8603935242;11;45.323518157;2;17.625;17.5;11;25.0;
62;9;31.9321556091;40.829990387;11;45.5298262835;2;15.625;18.5;12;26.0;
63;9;33.639213562;43.8234901428;11;45.7430944443;2;17.625;18.5;12;26.0399999619;
64;9;32.109046936;47.8183555603;12;45.9628189802;2;19.625;19.5;12;26.0811839104;
