Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;2;9.19999980927;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;2;9.19999980927;10.0;5;21.0599999428;1;8.0;11.0;6;20.0;
5;2;10.3179998398;10.0;5;21.1229639053;1;8.0;10.0;5;20.0;
6;2;11.336889267;10.0;5;21.1889609098;1;9.0;10.0;5;20.0;
7;2;11.3566884995;10.0;5;21.6699410677;1;9.5;10.0;5;20.0;
8;2;11.5009822845;10.1999998093;5;22.0818096399;1;9.5;10.0;5;20.3999996185;
9;2;11.62454319;10.3632001877;5;22.4358423948;2;9.59000015259;10.5;4;21.7264003754;
10;2;11.7307529449;10.4951858521;5;23.611035943;2;9.88844013214;10.3632001877;4;22.0603717566;
11;2;12.0833110809;11.0209560394;5;24.615765214;2;9.96358394623;10.4951858521;4;23.2074631453;
12;2;14.0833110809;11.4571752548;5;25.4640146494;2;10.2216796875;11.0209560394;4;24.1828715801;
13;2;16.0833110809;11.8107032776;5;26.1761806011;2;12.0082511902;11.4571752548;3;25.0006883144;
14;2;16.852853775;12.0916318893;5;26.7751014233;2;14.0082511902;11.8107032776;3;25.6814495325;
15;2;17.0325317383;12.3113050461;5;27.2831678391;2;16.0082511902;12.0916318893;3;26.2481688261;
16;2;17.1849498749;12.4808797836;5;27.4996597767;2;17.0885848999;12.3113050461;3;26.723449707;
17;2;19.136680603;12.5;5;27.687142849;2;18.1192131042;12.4808797836;2;26.9068236351;
18;2;20.1929264069;12.5;4;27.883649826;2;19.1518688202;12.5;3;27.0611462593;
19;2;21.2518787384;12.5;5;28.0888605118;2;20.0887584686;12.5;3;27.2247776985;
20;2;22.3134422302;12.5;5;28.3023359776;2;20.1255760193;12.5;3;27.3977591991;
21;2;22.4906997681;12.5;5;28.5235154629;2;20.1644954681;12.5;4;27.5800426006;
22;2;22.5570545197;12.5;4;28.7517154217;2;20.2055091858;12.5;3;27.7714805603;
23;2;22.6255149841;12.5;4;28.986133337;2;19.625;13.5;2;27.9718174934;
24;3;22.6958389282;12.5;3;29.22585392;2;20.2936592102;12.5;3;28.1806821823;
25;3;22.7677555084;12.5;3;29.4698610306;2;19.625;13.5;3;28.3975830078;
26;3;21.5;13.5;3;29.7170505524;2;20.3894557953;12.5;3;28.6219055653;
27;3;21.5;14.3868198395;3;29.9662499428;2;19.625;13.5;3;28.8529140949;
28;3;21.5;14.4864997864;3;30.2162384987;2;19.625;14.0411653519;3;29.089756012;
29;3;22.5;12.5;3;30.4657707214;2;20.5451946259;12.5;4;29.3314704895;
30;3;21.1397323608;13.5;3;30.7136011124;2;18.5995807648;13.5;4;29.5770010948;
