Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.6999998093;4;21.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;11.6999998093;5;21.0;
3;1;11.3999996185;16.0;6;32.0;1;8.0;10.6999998093;5;21.0;
4;1;11.3999996185;16.0;6;32.0;1;8.14999961853;10.5;4;21.0;
5;1;12.3999996185;16.0;6;32.0;2;8.14999961853;10.6999998093;3;22.0;
6;1;13.3999996185;16.0;6;32.0;2;9.375;10.5;2;22.0900000334;
7;1;14.3999996185;16.0;6;32.6399993896;2;9.9702501297;10.5;2;22.1871190071;
8;1;14.7919998169;16.3199996948;6;33.0;2;9.99210166931;10.5;2;22.7236096859;
9;1;14.8999996185;16.5;6;34.6500015259;2;10.1128120422;10.7100000381;2;23.1884489059;
10;2;17.091999054;17.3250007629;5;36.8107757568;2;10.2174015045;10.8792181015;2;23.5668647289;
11;2;19.091999054;17.9053878784;5;37.814753294;2;10.3025445938;11.0;2;25.3486820459;
12;2;21.091999054;18.2973766327;5;38.4470664263;2;10.703453064;11.7700004578;3;26.9087285995;
13;2;22.2261199951;18.5;6;38.7131086588;2;12.4187746048;12.4126424789;3;28.2558913231;
14;2;23.3059329987;18.5;6;39.0235049725;2;14.4187746048;12.9308347702;3;29.4172105789;
15;2;24.3990516663;18.5;7;39.3838608265;2;16.4187736511;13.3366470337;3;30.428994894;
16;2;25.5071582794;18.5;7;39.7998001575;2;17.6553955078;13.6469516754;3;31.3293325901;
17;2;25.9399414062;18.5;7;40.2766678333;2;18.7531986237;13.879781723;3;32.049197197;
18;3;26.0830001831;18.5;7;40.8191311359;2;19.8610706329;14.0;3;32.573600769;
19;3;26.2457389832;18.5;7;41.4306836128;2;20.9790611267;14.0;3;33.1419348717;
20;3;26.4292049408;18.5;7;42.1130671501;2;21.4569339752;14.0;3;33.7516689301;
21;3;26.6339206696;18.5;7;42.865655899;2;21.5941238403;14.0;3;34.3986358643;
22;3;26.8596973419;18.5;7;43.6848735809;2;21.739692688;14.0;3;35.0769786835;
23;3;27.105463028;18.5;7;44.5637426376;2;21.8923187256;14.0;4;35.7792286873;
24;3;27.3691234589;18.5;7;45.4916820526;2;22.0503253937;14.0;4;36.4965333939;
25;3;25.3691234589;19.5;7;46.4546661377;2;22.2117195129;14.0;6;37.2190332413;
26;3;26.3691234589;18.5;7;47.4358081818;2;22.3742828369;14.0;6;37.9363632202;
27;3;25.1000003815;19.5;8;48.4163770676;2;22.5356807709;14.0;7;38.6382322311;
28;3;24.1000003815;19.5;8;49.3771362305;2;22.6936016083;14.0;7;39.3150119781;
29;3;24.1000003815;19.5;8;50.2998352051;2;22.8458766937;14.0;7;39.9582691193;
30;3;25.1000003815;20.5;8;51.1686019897;2;20.9906101227;15.0;7;40.5611724854;
31;3;24.1000003815;19.5;8;51.9710264206;2;20.1262626648;16.0;7;41.1187410355;
32;3;24.1000003815;19.5;8;52.6987638474;2;19.2517166138;17.0;7;41.627913475;
33;4;26.1000003815;20.5;7;55.3476314545;2;18.3662796021;18.0;7;42.0874586105;
34;4;28.1000003815;22.0;7;56.199723959;2;17.4696769714;19.0;7;42.4977617264;
35;4;28.4744720459;20.5;7;57.0346440077;2;17.2619972229;20.0;7;42.8605298996;
36;4;30.4207897186;24.5;8;57.8695191145;2;17.3436203003;21.0;8;43.1784667969;
37;4;32.0999984741;28.5;8;58.7245219946;2;17.4151554108;22.0;8;43.4549474716;
38;4;33.8182220459;32.5;8;59.6218377352;2;17.4773635864;23.0;8;43.693734169;
39;4;35.3402938843;36.5;10;60.5844427347;2;17.5310897827;24.0;9;43.8987360001;
40;5;34.7208251953;38.5;9;61.5251920223;2;17.5772151947;25.0;9;44.0;
41;5;35.1265907288;38.5;10;62.5138605833;2;17.6000003815;26.0;10;44.0;
42;5;36.1385307312;38.5;11;63.6551116705;2;17.6000003815;27.0;11;44.0;
43;5;37.096534729;38.5;11;64.9506636858;2;18.6000003815;25.0;11;44.0;
44;5;35.1630783081;39.5;13;66.3923858404;2;17.6000003815;26.0;12;44.0;
45;5;36.1756706238;38.5;14;67.9599753618;2;17.6000003815;27.0;12;44.0;
46;5;37.1884689331;38.5;15;69.6200038195;2;18.6000003815;25.0;13;44.0;
47;5;37.7495994568;39.2531051636;16;71.3271780014;2;19.6000003815;25.0;13;44.0;
48;5;39.2146492004;38.5;17;73.0282527208;2;20.6000003815;25.0;14;44.0;
49;5;39.9084739685;38.5;17;74.6682326794;2;21.6000003815;25.0;15;44.0;
50;5;39.9085197449;39.3199157715;18;76.1975251436;2;22.6000003815;25.0;15;44.0;
51;5;40.3536109924;39.3427429199;18;77.5781760216;2;23.6000003815;25.0;15;44.0;
52;5;40.7539596558;39.3658218384;19;78.787534833;2;23.8999996185;24.0;16;44.0;
53;5;41.1027832031;39.3891296387;19;82.3836311102;2;23.8999996185;24.0;16;44.0;
54;6;42.7150878906;39.2399978638;20;85.1497513056;2;23.8999996185;24.0;17;44.0;
55;6;42.9643707275;39.7248458862;21;87.1871318817;2;23.8999996185;24.0;17;44.0;
56;6;43.551197052;41.0;21;88.393723011;2;23.8999996185;24.0;17;44.0;
57;6;44.5181159973;40.0;21;89.2645878792;2;23.8999996185;24.0;19;44.0;
58;6;44.7793769836;40.0;22;89.8433401585;2;23.8999996185;24.0;19;44.0;
59;6;44.9530029297;40.0;22;90.2943797112;2;23.8999996185;24.0;19;44.0;
60;6;44.3807983398;41.0;22;90.3834702969;2;23.8999996185;24.0;19;44.0;
61;6;44.3807983398;41.2237358093;22;90.4737460613;2;23.8999996185;24.0;20;44.0;
62;6;44.3807983398;41.2688751221;23;91.5650606155;2;23.8999996185;24.0;20;44.0;
63;6;45.3807983398;43.2688751221;24;91.7772601843;2;23.8999996185;24.0;20;44.0;
64;6;46.3807983398;45.2688751221;24;92.0032401085;2;23.8999996185;24.0;21;44.0;
65;6;46.7567138672;47.2688751221;25;92.243917942;2;23.8999996185;24.0;21;44.0;
66;6;46.8008728027;49.2688751221;25;92.5002127886;2;23.8999996185;24.0;22;44.0;
67;6;46.3807983398;51.2688751221;24;92.7730233669;2;23.8999996185;24.0;22;44.0;
68;6;46.9032211304;51.5478057861;24;93.0631997585;2;23.8999996185;24.0;22;44.0;
69;6;46.9620361328;51.5948677063;25;93.3715105057;2;23.8999996185;24.0;22;44.0;
70;6;46.3807983398;52.6418571472;25;93.6986026764;2;23.8999996185;24.0;23;44.0;
71;6;47.0963668823;51.6886863708;25;94.044958353;2;23.8999996185;24.0;23;44.8400001526;
72;7;46.3807983398;52.7352714539;23;94.4108457565;2;24.0890007019;24.4200000763;23;45.942943573;
73;7;47.2543411255;51.7815246582;24;94.7962691784;2;24.3371620178;24.7314720154;23;46.8111019135;
74;7;46.3807983398;52.8273620605;24;95.2009184361;2;24.532497406;24.9579029083;24;47.2508926392;
75;8;45.9427185059;51.7228889465;20;113.62412262;2;22.5514411926;26.0;24;47.5526294708;
76;8;45.0986747742;53.7640762329;21;115.324810505;2;23.5514411926;25.0;24;47.8066806793;
77;8;45.2044029236;55.8046684265;20;116.887005806;2;21.5514411926;26.0;24;48.0;
78;8;44.3153648376;56.5664024353;21;119.301557064;2;22.5514411926;25.0;23;48.0;
79;8;45.4310035706;59.6209640503;21;120.614259362;2;23.5514411926;25.0;24;48.0;
80;8;41.9427185059;64.6744537354;21;121.792579293;2;24.5514411926;25.0;24;48.0;
