Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;8.0;10.0;5;20.0;1;15.0;10.0;5;20.0;
6;1;9.0;10.0;5;20.0;1;16.0;10.0;5;20.3999996185;
7;1;9.5;10.0;5;20.0;1;17.0;10.1999998093;5;20.7264003754;
8;1;9.5;10.0;5;20.3999996185;1;17.4358406067;10.3632001877;5;21.8194274902;
9;1;9.59000015259;10.1999998093;5;20.7264003754;1;18.0916557312;10.9097137451;5;22.7316036224;
10;1;9.66343975067;10.3632001877;5;20.9903717041;2;20.0916557312;11.3658018112;4;24.4745616913;
11;1;9.72283363342;10.4951858521;5;22.0419120789;2;22.0916557312;11.7372808456;4;25.1073980331;
12;1;9.95943069458;11.0209560394;5;22.9143505096;2;23.7156562805;12.0336990356;5;25.6137099266;
13;1;11.7228336334;11.4571752548;4;23.6214065552;2;24.7403659821;12.2662630081;5;26.0160877705;
14;1;12.7228336334;11.8107032776;4;24.1832637787;2;25.7657871246;12.446267128;5;26.1671074629;
15;1;13.7228336334;12.0916318893;4;24.6226100922;2;26.7919197083;12.5;5;26.211841464;
16;2;15.7228336334;12.6113052368;3;25.9617595673;2;27.8187599182;12.5;5;26.2577478886;
17;2;17.7228336334;12.7808799744;3;26.0299999714;2;28.0916557312;12.5;5;26.3048160076;
18;2;18.7228336334;12.5;3;26.0605909824;2;29.0;12.5;5;26.3530313969;
19;2;19.625;12.5;3;26.091766119;2;29.0;12.5;6;26.4023760557;
20;2;19.625;12.5;5;26.1235172749;2;29.0;12.5;6;26.4528282881;
21;2;19.625;12.5;5;26.1558350325;2;29.0;12.5;6;26.5043625832;
22;2;19.625;12.5;5;26.1887089014;2;29.0;12.5;6;26.5569496155;
23;2;19.625;12.5;6;26.2221269608;2;29.0;12.5;6;26.6105561256;
24;2;19.625;12.5;7;26.2560760975;2;29.0;12.5;6;26.6651450396;
25;2;17.625;13.5;8;26.2905418873;3;29.0;12.5;5;26.72067523;
26;2;16.625;14.5;8;26.3255085945;3;29.0;12.5;5;26.7771017551;
27;2;15.625;15.5;8;26.3609591722;3;29.0;12.5;5;26.8343759775;
28;3;14.625;16.5;7;26.3968753815;3;29.0;12.5;5;26.8924454451;
29;3;14.0;17.5;8;26.4332377911;3;29.0;12.5;5;26.9512542486;
30;3;14.0;18.5;8;26.4700255394;3;27.0;13.5;6;27.0107431412;
31;4;14.0;19.5;6;41.5072168112;3;28.0;12.5;6;27.0708494186;
32;4;15.0;20.5;7;42.2947884798;3;26.0;13.5;5;27.1315076351;
33;4;16.0;21.5;6;43.0020908117;3;27.0;15.5;5;27.1926498413;
34;4;16.0;22.5;6;44.6282650232;3;28.0;17.5;5;27.2542052269;
35;4;17.0;23.5;5;45.2458082438;3;29.0;19.5;5;28.3161010742;
36;4;19.0;24.5;6;47.0770475864;3;30.0;22.5;5;28.428262949;
37;4;18.0;25.5;5;47.4375318289;3;31.0;24.5;6;28.5425896645;
38;4;18.0;26.5;5;47.7552956343;3;31.0;25.5;6;28.6590293646;
39;4;18.0;27.5;5;48.0368251801;4;31.0;26.5;6;28.7775241137;
40;4;18.0;28.5;9;49.3823103905;4;31.0;27.5;6;28.8980097771;
41;5;18.0;29.5;4;60.3745571375;4;31.0;27.5;7;29.0204157829;
42;5;20.0;28.5;4;61.5709173679;5;31.0;27.5;6;29.1446658373;
43;5;20.0;28.5;5;62.5870113373;5;31.0;27.5;6;29.2706767321;
44;6;20.0;29.5;5;63.2725424767;5;31.0;27.5;5;29.3983584642;
45;6;20.0;30.5;5;63.7929384708;5;31.0;27.5;6;29.5276147127;
46;6;20.0;31.5;6;64.2918493748;5;31.0;27.5;6;30.6583423615;
47;6;20.0;32.5;7;64.7696077824;5;32.0;28.5;6;30.8304314613;
48;6;20.0;33.5;8;65.2269287109;5;33.0;29.5;7;31.0049495697;
49;6;20.0;34.5;8;65.6648068428;5;33.0;30.5;7;31.1817750931;
