Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;12.0;10.0;4;20.0;1;15.0;10.0;5;20.0;
6;1;13.0;10.0;3;20.0;1;16.0;10.0;4;20.3999996185;
7;1;14.0;10.0;3;20.3999996185;1;17.0;10.1999998093;4;20.7264003754;
8;1;14.1800003052;10.1999998093;2;20.7264003754;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;14.3268795013;10.3632001877;2;21.8194274902;1;18.0916557312;10.9097137451;4;22.7316036224;
10;1;14.8187427521;10.9097137451;1;22.7316036224;2;20.0916557312;11.3658018112;3;24.4745616913;
11;1;15.8187427521;11.3658018112;1;23.4745616913;2;22.0916557312;11.7372808456;3;25.0973980427;
12;1;16.8187427521;11.7372808456;1;24.0673980713;2;23.7096557617;12.0336990356;4;25.5931169987;
13;1;17.8187427521;12.0336990356;2;24.5325260162;2;24.7280101776;12.2662630081;4;25.984300375;
14;1;18.8187427521;12.2662630081;2;24.892534256;2;25.7467155457;12.446267128;4;26.1235172749;
15;1;19.8187427521;12.446267128;2;25.0;2;26.7657661438;12.5;4;26.1558350325;
16;1;20.8187427521;12.5;2;25.0;2;27.78515625;12.5;3;26.1887089014;
17;1;21.8187427521;12.5;2;25.0;2;28.8048820496;12.5;3;26.2221269608;
18;1;22.8187427521;12.5;3;25.0;2;29.7332763672;12.5;3;26.2560760975;
19;1;23.25;12.5;3;25.0;2;29.7536449432;12.5;4;26.2905418873;
20;1;23.25;12.5;3;25.0;2;29.7743244171;12.5;4;26.3255085945;
21;1;23.25;12.5;3;25.0;2;29.7953052521;12.5;4;26.3609591722;
22;1;23.25;12.5;3;25.0;2;29.816576004;12.5;4;26.3968753815;
23;1;23.25;12.5;3;25.0;2;29.8381252289;12.5;4;26.4332377911;
24;1;23.25;12.5;3;25.0;2;29.8599433899;12.5;4;26.4700255394;
25;1;23.25;12.5;3;25.0;2;29.8820152283;12.5;5;26.5072168112;
26;1;23.25;12.5;3;25.0;3;29.9043292999;12.5;4;26.5447884798;
27;1;23.25;12.5;3;25.0;3;29.9268722534;12.5;4;26.5827163458;
28;1;23.25;12.5;3;25.0;3;29.9496307373;12.5;4;26.6209751368;
29;1;23.25;12.5;3;25.0;3;29.9725856781;12.5;4;26.6595385075;
30;1;23.25;12.5;3;25.0;3;29.9957237244;12.5;4;26.6983793974;
31;1;23.25;12.5;3;25.0;3;30.01902771;12.5;4;26.7374696732;
32;1;23.25;12.5;3;25.0;3;30.0424823761;12.5;4;26.7767804861;
33;1;23.25;12.5;4;25.0;3;30.0660686493;14.5;4;26.8162822723;
34;1;23.25;12.5;4;25.0;3;30.0897693634;16.5;4;26.8559447527;
35;1;23.25;12.5;4;25.0;3;30.1135673523;18.5;4;26.8957372904;
36;1;23.25;12.5;4;25.0;3;30.1374416351;20.5;4;26.9356285334;
37;1;23.25;12.5;5;25.0;3;30.1613769531;22.5;5;26.9755871296;
38;1;23.25;12.5;5;25.0;3;30.1853523254;22.5;5;27.015581131;
39;1;23.25;13.5;5;25.0;3;30.2093486786;22.5;5;27.0555787086;
40;1;23.25;14.5;6;25.0;4;30.2333469391;22.5;4;27.0955479145;
41;1;23.25;15.5;6;25.0;4;30.2573280334;22.5;4;27.135456562;
42;1;23.25;16.5;6;25.0;4;30.2812728882;22.5;4;27.17527318;
43;1;23.25;17.5;7;25.0;4;30.3051643372;22.5;4;28.2149660587;
44;1;23.25;17.5;7;25.0;5;32.3289794922;24.5;3;29.3045039177;
45;1;23.25;17.5;8;25.0;5;34.3527030945;26.5;3;29.5258311033;
46;1;23.25;17.5;8;25.0;5;35.7154998779;28.5;3;29.7643735409;
47;1;23.25;17.5;8;25.0;5;35.8586235046;30.5;3;30.0215524435;
48;1;23.25;17.5;9;25.0;5;36.0129318237;32.5;3;30.2988090515;
49;1;23.25;17.5;9;25.0;5;36.1792831421;32.5;11;30.5975707769;
50;1;23.25;17.5;9;25.0;6;36.358543396;32.5;3;55.9192112684;
51;1;23.25;17.5;8;25.0;6;37.551525116;33.5;3;58.0149992704;
52;1;23.25;17.5;8;25.0;6;38.7590026855;34.5;3;62.9750306606;
53;1;23.25;17.5;8;25.0;6;41.650390625;37.0;3;66.3221538067;
54;1;23.25;17.5;8;25.0;6;44.4345855713;39.3899993896;3;69.045984745;
55;1;23.25;17.5;10;25.0;6;46.3859291077;41.6872596741;3;71.2496739626;
56;1;23.25;17.5;10;25.0;6;48.0360946655;42.9097442627;5;72.9073271751;
57;1;23.25;17.5;10;25.0;7;49.5547790527;44.0;4;74.1512483358;
58;1;23.25;17.5;11;25.0;7;47.6925773621;45.665145874;4;74.9695698023;
59;1;23.25;17.5;12;25.0;7;47.1383171082;46.7028579712;6;75.8294024467;
60;1;23.25;17.5;12;25.0;7;46.9410133362;47.0;6;76.7262750864;
61;1;23.25;17.5;12;25.0;7;46.096031189;48.7831115723;8;77.6544120312;
62;1;23.25;17.5;12;25.0;7;46.6018486023;49.8256645203;8;78.606851697;
