Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;6;20.0;
5;1;10.0;10.0;3;20.0;1;8.0;10.0;5;20.0;
6;1;11.0;10.0;3;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;3;20.3999996185;1;9.5;10.0;4;20.0;
8;1;11.1199998856;10.1999998093;3;20.7264003754;1;9.5;10.0;4;20.3999996185;
9;2;11.5179204941;10.3632001877;2;21.9903717041;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;11.597111702;10.4951858521;2;23.0719120502;1;9.66343975067;10.3632001877;3;20.9903717041;
11;2;11.9215736389;11.0209560394;2;23.9749414921;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;13.9215736389;11.4571752548;2;24.7131726742;1;9.95943069458;11.0209560394;3;22.9143505096;
13;2;15.9215736389;11.8107032776;3;25.3067810535;1;11.7228336334;11.4571752548;3;23.6214065552;
14;2;16.94962883;12.0916318893;3;25.7784451246;2;13.7228336334;12.1107034683;2;25.1832637787;
15;2;17.9593238831;12.3113050461;3;26.1504684687;2;15.7228336334;12.3916320801;2;25.6526100636;
16;2;18.9691867828;12.4808797836;3;26.2221269608;2;17.7228336334;12.3113050461;2;26.0223505497;
17;2;19.9792118073;12.5;3;26.2560760975;2;19.7228336334;12.4808797836;2;26.091766119;
18;2;20.989397049;12.5;3;26.2905418873;2;21.7228336334;12.5;2;26.1235172749;
19;2;21.8871631622;12.5;4;26.3255085945;2;22.625;12.8370552063;2;26.1558350325;
20;2;21.8976516724;12.5;5;26.3609591722;2;22.8850631714;12.5;4;26.1887089014;
21;2;21.9082870483;12.5;5;26.3968753815;2;22.625;12.9754838943;4;26.2221269608;
22;2;21.9190635681;12.5;4;26.4332377911;2;22.8999786377;12.5;4;26.2560760975;
23;2;21.9299716949;12.5;4;26.4700255394;2;22.625;13.0024299622;5;26.2905418873;
24;2;21.9410076141;12.5;4;26.5072168112;2;22.625;13.0162162781;6;26.3255085945;
25;2;21.9521656036;12.5;4;26.5447884798;2;22.9232406616;12.5;7;26.3609591722;
26;2;21.9634361267;12.5;6;26.5827163458;2;22.625;13.0443840027;8;26.3968753815;
27;2;19.9748153687;13.5;6;26.6209751368;2;22.625;13.0587501526;8;26.4332377911;
28;3;18.9862918854;14.5;5;26.6595385075;2;20.947479248;13.5;7;26.4700255394;
29;3;17.9978618622;15.5;6;26.6983793974;2;19.625;14.5;7;26.5072168112;
30;3;17.009513855;16.5;5;26.7374696732;2;18.9641227722;15.5;7;26.5447884798;
