Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;14.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
5;1;15.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;16.0;10.0;5;20.3999996185;1;9.0;10.0;5;20.0;
7;1;17.0;10.1999998093;5;20.7264003754;1;9.5;10.0;5;20.0;
8;2;18.0358409882;10.3632001877;4;22.8194274902;1;9.5;10.0;5;20.3999996185;
9;2;18.6916561127;10.9097137451;4;23.7616035938;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;20.6916561127;11.3658018112;4;24.5351526737;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;22.6916561127;11.7372808456;4;25.1591641903;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;23.7467155457;12.0336990356;5;25.6560432911;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;24.7657661438;12.2662630081;4;26.0483692884;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;25.78515625;12.446267128;4;26.1887089014;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;26.8048820496;12.5;4;26.2221269608;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;27.8249320984;12.5;3;26.2560760975;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;28.8453006744;12.5;3;26.2905418873;2;16.7228336334;12.6808795929;4;26.0;
18;2;29.7743244171;12.5;3;26.3255085945;2;18.7228336334;12.5;4;26.0900000334;
19;2;29.7953052521;12.5;4;26.3609591722;2;19.8702507019;12.5;3;26.1871190071;
20;2;29.816576004;12.5;4;26.3968753815;2;19.8921012878;12.5;2;26.2917383909;
21;2;29.8381252289;12.5;3;26.4332377911;2;19.9156417847;12.5;4;26.4042263031;
22;2;29.8599433899;12.5;3;26.4700255394;2;19.625;12.9212675095;4;26.5249304771;
23;2;29.8820152283;12.5;3;26.5072168112;2;19.9681091309;12.5;4;26.6541694403;
24;2;29.9043292999;12.5;3;26.5447884798;2;19.625;12.9962511063;4;26.7922235727;
25;2;29.0;13.2723941803;4;26.5827163458;2;19.625;13.0376672745;5;26.9393253326;
26;3;29.0;13.2913579941;3;26.6209751368;2;20.0613479614;12.5;6;27.0956480503;
27;3;29.0;13.3104877472;4;26.6595385075;2;20.0965213776;12.5;6;27.261295557;
28;3;29.0;13.3297691345;4;26.6983793974;2;19.625;13.1783885956;6;27.4362905025;
29;3;29.0;13.3491897583;4;26.7374696732;2;19.625;13.230887413;6;27.6205644608;
30;3;29.0;13.3687343597;4;26.7767804861;3;18.2146263123;13.5;5;27.8139474392;
31;3;29.0;13.3883905411;4;26.8162822723;3;18.625;12.5;6;28.016159296;
32;3;29.0;13.4081411362;4;26.8559447527;3;19.625;13.5;7;28.2268030643;
