Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;13.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;14.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;15.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;16.0;10.0;6;20.3999996185;1;9.0;10.0;5;20.0;
7;1;17.0;10.1999998093;6;20.7264003754;2;9.5;10.1999998093;4;21.0;
8;1;17.4358406067;10.3632001877;6;21.8194274902;2;9.72500038147;10.0;3;21.5599995852;
9;1;18.0916557312;10.9097137451;6;22.7316036224;2;9.85099983215;10.1999998093;3;22.0701442957;
10;2;20.0916557312;11.3658018112;5;24.4745616913;2;9.96578216553;10.3632001877;3;22.5444955826;
11;2;22.0916557312;11.7372808456;5;25.1073980331;2;10.072511673;10.4951858521;3;23.913790226;
12;2;23.7156562805;12.0336990356;5;25.6137099266;2;10.3806028366;11.0209560394;4;25.163002491;
13;2;24.368227005;12.2662630081;5;26.0160877705;2;12.2287807465;11.4571752548;3;26.3141975403;
14;2;24.6096515656;12.446267128;5;26.1671074629;2;14.2287807465;11.8107032776;3;27.3959574699;
15;2;24.7002639771;12.5;5;26.211841464;2;16.2287807465;12.0916318893;3;28.4388823509;
16;2;26.6626243591;12.5;5;26.2577478886;2;17.581495285;12.3113050461;3;29.4719724655;
17;2;27.6901683807;12.5;5;26.3048160076;2;18.7376308441;12.4808797836;3;30.2990393639;
18;2;28.7184104919;12.5;6;26.3530313969;2;19.9151172638;12.5;3;31.184030056;
19;2;29.7473392487;12.5;6;26.4023760557;2;21.0164070129;12.5;3;32.162094593;
20;2;29.841424942;12.5;6;26.4528282881;2;21.2364711761;12.5;3;33.2247991562;
21;2;29.8716964722;12.5;6;26.5043625832;2;21.4755802155;12.5;5;34.3577814102;
22;2;29.9026184082;12.5;6;26.5569496155;2;21.7305011749;12.5;5;35.5408124924;
23;2;29.9341697693;12.5;6;26.6105561256;2;21.9966831207;12.5;5;36.7487039566;
24;2;29.9663333893;12.5;6;26.6651450396;2;22.2684593201;12.5;6;37.9530982971;
25;2;29.99908638;12.5;7;26.72067523;2;22.5394477844;12.5;7;39.1249523163;
26;3;30.0324058533;12.5;6;26.7771017551;2;22.8031139374;12.5;8;40.2372989655;
27;3;30.0662612915;12.5;6;26.8343759775;2;23.0533924103;12.5;8;41.2677516937;
28;3;30.1006259918;12.5;6;26.8924454451;2;23.285243988;12.5;8;42.2002601624;
29;3;30.1354675293;12.5;6;26.9512542486;2;23.4950580597;12.5;8;43.0258274078;
30;3;30.170753479;12.5;6;27.0107431412;2;21.4950580597;13.5;8;43.7422046661;
31;3;30.206445694;12.5;6;27.0708494186;2;20.4950580597;13.5;8;44.3527870178;
32;3;30.2425098419;12.5;6;27.1315076351;2;20.4950580597;14.5;8;44.8650970459;
