Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;14.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
5;1;15.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;16.0;10.0;5;20.3999996185;1;9.0;10.0;5;20.0;
7;1;17.0;10.1999998093;5;20.7264003754;1;9.5;10.0;5;20.0;
8;1;17.4358406067;10.3632001877;5;21.8194274902;1;9.5;10.0;5;20.3999996185;
9;2;18.6916561127;10.9097137451;4;23.7316036224;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;20.6916561127;11.3658018112;4;24.5045616627;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;22.6916561127;11.7372808456;3;25.1279890537;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;23.7280101776;12.0336990356;4;25.6242921352;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;24.7467155457;12.2662630081;4;26.0160515308;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;25.7657661438;12.446267128;4;26.1558350325;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;26.78515625;12.5;4;26.1887089014;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;27.8048820496;12.5;4;26.2221269608;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;28.8249320984;12.5;4;26.2560760975;1;15.7228336334;12.4808797836;4;25.0;
18;2;29.7536449432;12.5;4;26.2905418873;1;16.7228336334;12.5;4;25.0;
19;2;29.7743244171;12.5;5;26.3255085945;1;17.625;12.5;5;25.0;
20;2;29.7953052521;12.5;6;26.3609591722;1;17.625;12.5;6;25.0;
21;2;29.816576004;12.5;6;26.3968753815;1;17.625;12.5;7;25.0;
22;2;29.0;13.1984376907;6;26.4332377911;1;17.625;12.5;7;25.0;
23;2;29.0;13.2166185379;6;26.4700255394;1;17.625;12.5;7;25.0;
24;2;29.0;13.2350130081;6;26.5072168112;2;17.625;12.5;7;25.0;
25;3;27.0;14.2536087036;5;26.5447884798;2;17.625;12.5;7;25.0;
26;3;28.0;13.2723941803;5;26.5827163458;2;17.625;12.5;7;25.0;
27;3;26.0;14.2913579941;5;26.6209751368;2;17.625;12.5;7;25.0;
28;3;27.0;13.3104877472;5;26.6595385075;2;17.625;12.5;8;25.0;
29;3;28.0;13.3297691345;5;26.6983793974;2;17.625;12.5;8;25.0;
30;3;26.0;14.3491897583;6;26.7374696732;2;15.625;13.5;8;25.0;
31;3;27.0;13.3687343597;6;26.7767804861;2;14.625;14.5;8;25.0;
32;3;28.0;13.3883905411;6;26.8162822723;2;13.625;15.5;8;25.0;
33;3;26.0;14.4081411362;6;26.8559447527;2;12.625;16.5;8;25.0;
34;3;27.0;16.4081420898;6;26.8957372904;2;12.0;17.5;8;25.0;
