Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;13.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;14.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
5;1;15.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;16.0;10.0;5;20.3999996185;1;9.0;10.0;5;20.0;
7;1;17.0;10.1999998093;5;20.7264003754;1;9.5;10.0;5;20.0;
8;1;17.4358406067;10.3632001877;5;21.8194274902;1;9.5;10.0;5;20.3999996185;
9;2;18.6916561127;10.9097137451;4;23.7316036224;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;20.6916561127;11.3658018112;4;24.6045616865;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;22.6916561127;11.7372808456;4;25.3428291082;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;23.8569145203;12.0336990356;5;25.9702501297;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;24.95429039;12.2662630081;5;26.5108692646;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;26.0626564026;12.446267128;5;26.8187118769;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;27.182882309;12.5;5;27.0402543545;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;28.3158073425;12.5;5;27.2842636108;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;29.4622135162;12.5;4;27.5518820286;1;15.7228336334;12.4808797836;4;25.0;
18;2;30.531129837;12.5;3;27.8440244198;1;16.7228336334;12.5;4;25.0;
19;2;30.7064151764;12.5;3;28.1613030434;1;17.625;12.5;3;25.0;
20;2;30.8967819214;12.5;3;28.5039470196;1;17.625;12.5;3;25.0;
21;2;31.1023674011;12.5;5;28.871723175;1;17.625;12.5;5;25.0;
22;2;31.3230342865;12.5;4;29.263862133;1;17.625;12.5;5;25.0;
23;2;31.5583171844;12.5;4;29.6789975166;1;17.625;12.5;6;25.0;
24;2;31.8073997498;12.5;4;30.1151270866;1;17.625;12.5;6;25.0;
25;2;32.0690765381;12.5;4;30.5695996284;2;17.625;12.5;5;31.2048182487;
26;2;32.341758728;12.5;4;31.0391392708;2;18.625;12.5;5;31.5954227448;
27;2;32.6234817505;12.5;6;31.5199065208;2;19.625;12.5;5;31.9848546982;
28;2;32.911945343;12.5;6;32.007601738;2;20.625;12.5;5;32.3700795174;
29;2;33.2045593262;12.5;7;32.4976010323;2;21.625;12.5;5;32.7481589317;
30;3;33.4985618591;12.5;6;32.9851250648;2;20.625;13.5;6;33.1163387299;
31;3;33.7910766602;14.5;6;33.465420723;2;20.2773513794;14.5;6;33.4721317291;
32;3;34.0792541504;16.5;7;33.9339466095;2;19.4374599457;15.5;6;33.813378334;
33;3;34.3603668213;18.5;7;34.3865451813;2;18.5910205841;16.5;6;34.13829422;
