Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;6;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;8.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;6;22.5301437378;1;8.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;6;23.086605072;1;9.0;10.0;6;20.0;
7;2;10.194486618;11.7433023453;5;24.5283432007;1;9.5;10.0;5;20.0;
8;2;10.5188770294;11.7641716003;5;25.2798823118;1;9.5;10.0;5;20.3999996185;
9;2;10.6879739761;12.0549411774;5;25.9324989319;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;10.8348121643;12.2827939987;5;26.512229681;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;10.9652519226;12.4589796066;5;26.8558222055;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;12.9652519226;12.5;5;27.1554293633;2;9.95943069458;11.3209562302;4;23.9143505096;
13;2;14.9652519226;12.5;5;27.4969480038;2;11.9478340149;11.4571752548;4;24.7514065504;
14;2;16.1683540344;12.5;5;27.8840510845;2;13.9478340149;11.8107032776;3;25.4586948156;
15;2;17.2554512024;12.5;5;28.3200027943;2;15.9478340149;12.0916318893;3;26.0603342056;
16;2;18.3535423279;12.5;5;28.8073790073;2;17.0463218689;12.3113050461;3;26.5800945759;
17;2;19.4632015228;12.5;5;29.3477458954;2;18.0869598389;12.4808797836;3;26.8187118769;
18;2;20.5847835541;12.5;6;29.9413113594;2;19.1320438385;12.5;4;27.0402543545;
19;2;20.7367954254;12.5;6;30.586581707;2;20.0840568542;12.5;4;27.2842636108;
