Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;9.0;10.0;6;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;2;9.5;10.3000001907;5;21.0;
8;2;10.2938766479;11.9641714096;4;25.1098823547;2;9.72500038147;10.0;4;21.4399995804;
9;2;10.6497240067;12.0549411774;4;25.6955879927;2;9.82400035858;10.1999998093;4;21.8075842857;
10;2;10.7815065384;12.2827939987;4;26.1933902502;2;9.90670585632;10.3632001877;4;22.1139252186;
11;2;10.8935127258;12.4589796066;5;26.4377241135;2;9.97563362122;10.4951858521;4;23.2202551365;
12;2;13.8142290115;12.5;5;26.6183350086;2;10.2245578766;11.0209560394;4;24.1495091915;
13;2;15.8142290115;12.5;4;26.8187118769;2;12.000743866;11.4571752548;4;24.9154186249;
14;2;16.936466217;12.5;4;27.0402543545;2;14.000743866;11.8107032776;4;25.5381718874;
15;2;17.9863147736;12.5;4;27.2842636108;2;16.000743866;12.0916318893;4;26.0404549837;
16;2;19.0412158966;12.5;4;27.5518820286;2;17.0418491364;12.3113050461;4;26.4445723295;
17;2;20.1014289856;12.5;4;27.8440244198;2;18.0564670563;12.4808797836;4;26.5497941971;
18;2;20.2649059296;12.5;5;28.1613030434;2;19.0715370178;12.5;4;26.6187632084;
19;2;20.3362922668;12.5;6;28.5039470196;2;19.9892215729;12.5;4;26.6896851063;
