Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;9.0;10.0;6;20.0;
7;2;10.194486618;11.7433023453;4;24.5283432007;1;9.5;10.0;6;20.0;
8;2;10.5188770294;11.7641716003;4;25.1498823166;1;9.5;10.0;6;20.3999996185;
9;2;10.6587238312;12.0549411774;4;25.6467719078;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;10.7705230713;12.2827939987;4;26.0415127277;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;10.8593406677;12.4589796066;5;26.1671074629;2;9.72283363342;10.7951860428;5;23.0419120789;
12;2;13.7800559998;12.5;5;26.211841464;2;10.184431076;11.0209560394;5;23.9343504906;
13;2;15.7800559998;12.5;5;26.2577478886;2;11.9523334503;11.4571752548;3;24.6616024971;
14;2;16.8102493286;12.5;5;26.3048160076;2;13.9523334503;11.8107032776;3;25.243845582;
15;2;17.527256012;12.5;5;26.3530313969;2;15.9523334503;12.0916318893;3;25.7037609816;
16;2;18.527256012;12.5;4;26.4023760557;2;16.7228336334;12.6356506348;3;26.0636560917;
17;2;19.527256012;12.5;4;26.4528282881;2;17.7228336334;12.8114490509;3;26.1228116751;
18;2;19.625;12.5;4;26.5043625832;2;18.7228336334;12.8368434906;4;26.1438889503;
19;2;19.625;12.5;4;26.5569496155;2;19.625;12.8431663513;4;26.1651208401;
20;2;19.625;12.5;4;26.6105561256;2;19.8871517181;12.5;4;26.1864993572;
21;2;19.625;12.5;4;26.6651450396;2;19.625;12.9745998383;4;26.2080165148;
22;2;19.625;12.5;2;26.72067523;2;19.625;12.983206749;4;26.2296639681;
23;2;19.625;12.5;3;26.7771017551;2;19.625;12.9918651581;3;26.2514331341;
24;3;19.625;12.5;2;26.8343759775;3;19.625;12.5;2;26.2733153105;
25;3;19.625;12.5;2;26.8924454451;3;19.625;12.5;3;26.2953014374;
26;3;19.625;12.5;2;26.9512542486;4;19.625;12.5;2;26.3173824549;
27;3;19.625;12.5;2;27.0107431412;4;19.625;12.5;2;26.3395489454;
28;3;19.625;12.5;2;27.0708494186;4;19.625;12.5;2;26.3617914915;
29;3;19.625;12.5;1;27.1315076351;4;19.625;12.5;2;26.3841004372;
30;3;19.625;12.5;1;27.1926498413;4;17.625;13.5;2;26.4064661264;
31;3;19.625;12.5;1;27.2542052269;4;16.625;14.5;2;27.428878665;
32;3;19.625;12.5;1;27.3161010742;4;16.625;15.5;3;27.4713280201;
33;3;19.625;12.5;1;27.3782629967;4;16.625;16.5;3;27.5140002966;
34;0;0;0;0;0;4;16.2340431213;17.5;3;27.556879282;
