Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;6;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;9.0;10.0;5;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;9.5;10.0;5;20.0;
8;1;10.2938766479;11.7641716003;5;24.1098823547;1;9.5;10.0;5;20.3999996185;
9;2;10.4247236252;12.2549409866;4;25.5655879974;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;10.7522573471;12.2827939987;3;26.0079592466;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;10.8517904282;12.4589796066;2;26.1871190071;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;12.8517904282;12.5;2;26.2917383909;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;14.8517904282;12.5;2;26.4042263031;2;11.7228336334;11.7571754456;4;24.6214065552;
14;2;15.9224910736;12.5;2;26.5249304771;2;13.7228336334;12.1107034683;4;25.2132637501;
15;2;16.9496498108;12.5;2;26.6541694403;2;15.7228336334;12.4006319046;4;25.6832010746;
16;2;17.978729248;12.5;2;26.7922235727;2;16.7228336334;12.6294822693;4;26.0535256863;
17;2;19.0097904205;12.5;2;26.9393253326;2;17.9684810638;12.4808797836;4;26.1235172749;
18;2;20.0428886414;12.5;3;27.0956480503;2;18.9756240845;12.5;5;26.1558350325;
19;2;20.0965213776;12.5;3;27.261295557;2;19.8850631714;12.5;5;26.1887089014;
