Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;6;21.0;1;8.0;12.0;6;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;8.0;11.0;6;20.0;
5;1;8.27600002289;10.9200000763;6;22.5301437378;1;8.0;10.0;6;20.0;
6;2;9.27600002289;11.4650716782;5;24.086605072;1;9.0;10.0;5;20.0;
7;2;10.4194869995;11.543302536;5;24.6483432055;2;9.5;10.3000001907;4;21.0;
8;2;10.545876503;11.7641716003;5;25.3741383553;2;9.72500038147;10.0;4;21.4399995804;
9;2;10.7091808319;12.0549411774;5;25.9908564091;2;9.82400035858;10.1999998093;4;21.8075842857;
10;2;10.8479423523;12.2827939987;4;26.5224512815;2;9.90670585632;10.3632001877;4;22.1139252186;
11;2;10.9675512314;12.4589796066;4;26.8033770323;2;9.97563362122;10.4951858521;4;23.2202551365;
12;2;12.9675512314;12.5;3;27.0233280659;2;10.2245578766;11.0209560394;4;24.1495091915;
13;2;14.9675512314;12.5;2;27.2656555176;2;12.000743866;11.4571752548;4;24.9154186249;
14;2;16.1163139343;12.5;1;27.5315153599;2;14.000743866;11.8107032776;4;25.5381718874;
15;2;17.1761322021;12.5;1;27.8218417168;2;16.000743866;12.0916318893;4;26.0404549837;
16;2;18.2414550781;12.5;1;28.1372716427;2;17.0418491364;12.3113050461;4;26.4445723295;
17;2;19.3124275208;12.5;1;28.4780650139;2;18.0564670563;12.4808797836;4;26.5497941971;
18;2;20.3891048431;12.5;2;28.8440246582;2;19.0715370178;12.5;4;26.6187632084;
19;2;20.489906311;12.5;2;29.2344226837;2;19.9892215729;12.5;4;26.6896851063;
