Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
5;1;10.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
6;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;4;20.3999996185;1;9.5;10.0;4;20.0;
8;1;11.1199998856;10.1999998093;3;20.7264003754;1;9.5;10.0;4;20.3999996185;
9;1;11.2179203033;10.3632001877;3;20.9903717041;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;11.2971115112;10.4951858521;3;22.0419120789;1;9.66343975067;10.3632001877;4;20.9903717041;
11;1;11.6125736237;11.0209560394;3;22.9143505096;1;9.72283363342;10.4951858521;4;22.0419120789;
12;1;11.8743057251;11.4571752548;3;23.6214065552;1;9.95943069458;11.0209560394;5;22.9143505096;
13;1;13.6125736237;11.8107032776;4;24.1832637787;1;11.7228336334;11.4571752548;5;23.6214065552;
14;1;14.6125736237;12.0916318893;4;24.6226100922;1;12.7228336334;11.8107032776;5;24.1832637787;
15;1;15.6125736237;12.3113050461;4;24.9617595673;1;13.7228336334;12.0916318893;5;24.6226100922;
16;1;16.6125736237;12.4808797836;4;25.0;1;14.7228336334;12.3113050461;5;24.9617595673;
17;1;17.6125736237;12.5;4;25.0;1;15.7228336334;12.4808797836;5;25.0;
18;2;19.6125736237;12.5;3;26.0;1;16.7228336334;12.5;4;25.0;
19;2;21.5;12.5;4;26.0399999619;1;17.625;12.5;4;25.0;
20;2;21.5;12.5;5;26.0811839104;1;17.625;12.5;5;25.0;
21;2;21.5;12.5;5;26.1235535145;1;17.625;12.5;5;25.0;
22;2;21.5;12.5;5;26.1671074629;1;17.625;12.5;6;25.0;
23;2;21.5;12.5;5;26.211841464;1;17.625;12.5;6;25.0;
24;2;21.5;12.5;5;26.2577478886;1;17.625;12.5;6;25.0;
25;3;19.5;13.5;4;26.3048160076;1;17.625;12.5;6;25.0;
26;3;20.5;12.5;4;26.3530313969;1;17.625;12.5;6;25.0;
27;3;18.5;13.5;4;26.4023760557;1;17.625;12.5;6;25.0;
28;3;17.5;14.5;4;26.4528282881;1;17.625;12.5;7;25.0;
29;3;16.5;15.5;4;26.5043625832;1;17.625;12.5;7;25.0;
30;3;15.5;16.5;4;26.5569496155;1;17.625;12.5;6;25.0;
31;3;14.5;17.5;4;26.6105561256;1;17.625;12.5;6;25.0;
32;3;14.0;18.5;4;26.6651450396;1;17.625;12.5;6;25.0;
33;3;14.0;19.5;4;26.72067523;1;15.625;13.5;6;25.0;
34;3;14.0;20.5;4;26.7771017551;1;14.625;14.5;6;25.0;
35;3;14.0;21.5;4;26.8343759775;1;13.625;15.5;6;25.0;
36;3;15.0;19.5;5;26.8924454451;1;12.625;16.5;6;25.0;
37;3;14.0;20.5;5;26.9512542486;1;12.0;17.5;6;25.0;
38;3;14.0;21.5;5;28.0107431412;1;12.0;18.5;6;25.0;
39;3;16.0;19.8999996185;6;28.120849371;1;12.0;19.5;6;25.0;
