Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.6999998093;4;21.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.6999998093;5;21.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.6999998093;5;21.0;
4;1;11.8999996185;8.625;5;17.25;1;8.14999961853;10.5;5;21.0;
5;1;12.8999996185;8.625;5;17.25;2;8.14999961853;10.6999998093;4;22.0;
6;1;13.8999996185;8.625;5;17.25;2;9.375;10.5;4;22.0900000334;
7;1;14.8999996185;8.625;5;17.5949993134;2;9.9702501297;10.5;4;22.1871190071;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;9.99210166931;10.5;4;22.7236096859;
9;2;16.3317184448;8.94309806824;4;19.6667137146;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;16.8000278473;9.3333568573;4;20.3555960655;2;10.2174015045;10.8792181015;4;23.6526654959;
11;2;18.8000278473;9.6677980423;4;20.9393086433;2;10.321849823;11.0;4;25.4463064671;
12;2;20.8000278473;9.94955635071;4;21.4275003672;2;10.7254190445;11.7700004578;5;27.0193223953;
13;2;21.8363761902;10.1834592819;4;21.8315953016;2;12.4436578751;12.4126424789;5;28.3805553913;
14;2;22.8487186432;10.3752222061;3;22.1635057926;2;14.4436578751;12.9308347702;4;29.5569427013;
15;2;23.8611660004;10.5308046341;4;22.3728116751;2;16.4436588287;13.3366470337;4;30.5846178532;
16;2;24.873714447;10.625;4;22.3938889503;2;17.690410614;13.6469516754;4;31.501411438;
17;2;25.8863601685;10.625;4;22.4151208401;2;18.7919158936;13.879781723;4;32.2379479408;
18;2;26.89909935;10.625;4;22.4364993572;2;19.9035396576;14.0;4;32.7787971497;
19;2;27.4618988037;10.625;4;22.4580165148;2;21.0252304077;14.0;4;33.3628234863;
20;2;27.4748096466;10.625;4;22.4796639681;2;21.5066337585;14.0;4;33.9869046211;
21;2;27.4877986908;10.625;5;22.5014331341;2;21.6470527649;14.0;4;34.6462483406;
22;2;27.5008602142;10.625;5;22.5233153105;2;21.7954044342;14.0;4;35.3343844414;
23;2;27.5139884949;10.625;5;22.5453014374;2;21.9502353668;14.0;5;36.0432977676;
24;2;27.5271816254;10.625;5;22.5673824549;2;22.1097412109;14.0;5;36.7637119293;
25;2;26.75;11.2836914062;5;22.5895489454;2;22.2718353271;14.0;5;37.4855165482;
26;2;26.75;11.2947740555;5;22.6117914915;2;22.4342403412;14.0;5;38.1983041763;
27;2;26.75;11.3058958054;5;22.6341004372;2;22.5946178436;14.0;6;38.8919620514;
28;2;26.75;11.3170499802;5;22.6564661264;2;22.7506904602;14.0;6;39.5572471619;
29;2;26.75;11.3282327652;5;22.678878665;3;23.9003791809;14.5;5;41.1862792969;
30;2;26.75;11.3394393921;5;22.7013280392;3;23.0419120789;15.0;5;41.9328929186;
31;2;26.75;11.3506641388;6;22.7238043547;3;22.4349002838;16.0;5;42.6565605402;
32;2;26.75;11.3619022369;6;22.7462974787;3;21.5977249146;17.0;4;43.3578081131;
33;2;26.75;11.3731489182;6;22.7687973976;3;20.7555065155;18.0;4;44.0390659571;
34;2;26.75;11.3843984604;6;22.7912938595;3;19.908788681;19.0;4;44.7043464184;
35;2;27.6747760773;13.3843984604;7;22.8137768507;3;19.7584781647;20.0;3;45.3588392735;
36;2;27.6882667542;15.3843984604;7;22.8362361193;3;19.3712158203;21.0;4;46.008446455;
37;3;27.7017421722;17.3843994141;6;22.8586617708;3;20.0519008636;22.0;4;46.6593060493;
38;3;27.7151966095;19.3843994141;6;22.8810436726;3;20.1983451843;23.0;4;47.3173184395;
39;3;27.7286262512;20.625;7;22.9033719301;3;20.3463973999;24.0;3;47.9876947403;
40;3;27.742023468;20.625;7;22.9256366491;3;20.4972305298;25.0;3;48.5427899361;
41;3;27.7553825378;20.625;6;22.9478281736;3;20.622127533;26.0;3;49.1086950302;
42;3;26.75;21.4739151001;7;22.9699368477;3;20.7494564056;27.0;3;49.7161855698;
43;3;26.75;21.4849681854;7;22.9919531345;3;21.8861427307;25.0;3;50.3611893654;
44;3;26.75;21.4959754944;7;23.0138677359;3;21.0312690735;26.0;4;51.0379443169;
45;3;26.75;21.5069332123;7;23.0356714725;3;20.6000003815;26.0;4;51.7390680313;
46;3;26.75;21.5178356171;7;24.0573554039;3;22.6000003815;27.0;4;52.4557781219;
47;3;28.75;21.625;7;24.1189106703;3;24.5025501251;28.0;4;53.1782588959;
48;3;29.8473472595;22.625;8;24.1815128326;3;25.6651096344;29.0;6;53.8961582184;
49;4;30.5089073181;23.625;8;24.2451550961;3;26.8266353607;30.0;7;54.5991659164;
50;4;30.5470924377;24.625;8;24.3098281622;3;27.9848117828;29.0;7;55.2776012421;
51;4;30.5858955383;25.625;8;24.3755198717;3;28.4374599457;29.0;8;55.9229507446;
52;4;30.6253108978;25.625;10;24.4422149658;3;28.5826625824;29.0;8;56.5282850266;
53;4;30.6653289795;25.625;10;24.5098954439;3;28.7188625336;29.0;8;57.088514328;
54;4;30.7059383392;25.625;10;24.5785398483;3;28.84491539;29.0;9;57.6004695892;
55;4;30.7471237183;25.625;10;24.6481233835;3;28.960105896;29.0;10;58.0628213882;
56;4;30.7888736725;25.625;11;24.7028282881;3;29.0641345978;29.0;10;58.4758720398;
57;4;30.8216972351;25.625;11;26.6161904335;3;29.1570701599;29.0;10;58.8412618637;
58;4;32.3697166443;27.0234375;11;27.4779036045;3;29.239282608;29.0;12;59.1616458893;
59;4;33.8327407837;28.3489723206;11;28.22235322;3;29.3113689423;29.0;11;59.4403705597;
60;4;34.2211380005;29.6102333069;11;28.8691643476;3;29.3740825653;29.0;12;59.6811828613;
61;4;34.5464553833;30.8168411255;11;29.4376710653;3;29.4282665253;29.0;12;59.8879890442;
62;4;34.8200645447;31.9782962799;11;29.7389593124;3;29.4747982025;29.0;13;60.0;
63;4;33.6402893066;34.0;12;30.0093537569;3;29.5;29.0;13;60.0;
64;4;33.710773468;34.2432022095;11;30.2924200296;3;29.5;29.0;14;60.0;
65;4;33.7837219238;34.3515548706;12;30.5882356167;3;27.5;30.0;15;60.0;
66;5;33.8590507507;34.4661102295;10;50.8967843056;3;26.5;31.0;15;60.0;
67;5;35.9366455078;34.4669532776;10;53.0052595139;3;25.5;32.0;15;61.7999992371;
68;5;37.3663787842;35.5829086304;12;54.8860633373;3;24.6079998016;31.0;17;63.2535362244;
69;5;37.4481048584;36.7054023743;12;56.5253784657;3;23.7014408112;31.0;17;64.417591095;
70;5;37.5316467285;37.8343963623;12;57.9257936478;3;22.7814502716;30.9579029083;17;65.1052589417;
