Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.0;6;20.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;12.0;6;20.0;1;11.3999996185;16.0;6;32.0;
4;1;9.0;11.0;6;20.0;1;11.3999996185;16.0;6;32.0;
5;1;10.0;10.0;6;20.0;1;12.3999996185;16.0;6;32.0;
6;1;11.0;10.0;6;20.0;1;13.3999996185;16.0;6;32.0;
7;1;12.0;10.0;6;20.0;1;14.3999996185;16.0;6;32.6399993896;
8;1;13.0;10.0;6;20.3999996185;1;14.7919998169;16.3199996948;6;33.0;
9;1;14.0;10.1999998093;6;20.7264003754;1;14.8999996185;16.5;6;34.6500015259;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;17.091999054;17.3250007629;5;36.8107757568;
11;1;14.8187427521;10.9097137451;6;22.7316036224;2;19.091999054;17.9053878784;5;37.6131532192;
12;1;15.2292222977;11.3658018112;6;23.4745616913;2;21.091999054;18.2973766327;5;38.0369511843;
13;1;16.8187427521;11.7372808456;6;24.0673980713;2;22.1030845642;18.5;5;38.0556479692;
14;1;17.8187427521;12.0336990356;6;24.5325260162;2;23.1086940765;18.5;6;38.0744844675;
15;1;18.8187427521;12.2662630081;6;24.892534256;2;24.1143455505;18.5;7;38.0934545994;
16;1;19.8187427521;12.446267128;6;25.0;2;25.1200370789;18.5;8;38.1125522852;
17;1;20.8187427521;12.5;5;25.0;2;25.4337654114;18.5;8;38.1317710876;
18;1;21.8187427521;12.5;6;25.0;2;25.4395313263;18.5;9;38.151104331;
19;1;22.8187427521;12.5;6;25.0;2;25.4453315735;18.5;10;38.1705453396;
20;1;23.25;12.5;6;25.0;2;25.4511642456;18.5;10;38.19008708;
21;1;23.25;12.5;6;25.0;2;25.4570274353;18.5;11;38.2097225189;
22;1;23.25;12.5;6;25.0;2;25.4629173279;18.5;11;38.2294443846;
23;1;23.25;12.5;6;25.0;2;25.4688339233;18.5;11;38.249245286;
24;2;23.25;12.5;6;25.0;2;25.474773407;18.5;11;38.269117713;
25;2;23.25;12.5;6;25.0;2;25.4807357788;18.5;11;38.2890540361;
26;2;23.25;12.5;6;25.0;2;25.4867172241;18.5;11;38.3090466261;
27;2;23.25;12.5;6;25.0;2;25.4927139282;18.5;11;38.3290874958;
28;2;23.25;12.5;6;25.0;2;25.4987258911;18.5;12;38.3491688967;
29;2;23.25;12.5;6;25.0;2;25.5047512054;18.5;12;38.3692827225;
30;2;23.25;12.5;6;25.0;2;25.1000003815;19.4584980011;13;38.3894209862;
31;2;23.25;12.5;6;25.0;2;25.1000003815;19.4725952148;13;38.4095755816;
32;2;23.25;12.5;6;25.0;2;25.1000003815;19.4867019653;13;38.4297385216;
33;2;23.25;12.5;6;25.0;2;25.1000003815;19.5008163452;14;38.4499015808;
34;2;23.25;12.5;6;25.0;2;25.1000003815;19.5149307251;14;38.470056653;
35;2;23.25;12.5;7;25.0;2;25.1000003815;19.5290393829;14;38.490195632;
36;2;23.25;12.5;7;25.0;2;25.5470581055;21.5290393829;15;38.5103104115;
37;2;23.25;12.5;7;25.0;2;25.5530929565;23.5290393829;15;38.5303928852;
38;2;23.25;12.5;7;25.0;3;25.5132064819;25.5290393829;10;53.5504350662;
39;2;23.25;12.5;7;25.0;3;26.51861763;28.5;11;54.3204289675;
40;2;23.25;13.5;7;25.0;3;27.524017334;30.5;11;55.0097411871;
41;2;23.25;14.5;7;25.0;3;28.5293998718;31.5;11;55.6175303459;
42;3;24.25;16.5;5;26.0;3;29.5347652435;31.7992706299;12;56.1463122368;
43;3;25.25;18.5;6;26.0900000334;3;30.5401115417;31.7483730316;12;56.6010917425;
44;3;25.25;20.5;6;27.4371190071;3;31.5454368591;31.7048683167;12;56.9884912968;
45;3;25.8125;22.125;6;28.5261133909;3;31.2217960358;32.6680908203;13;57.3159613609;
46;3;26.2554702759;23.6171875;7;29.3918018341;3;31.2910804749;32.7182197571;14;57.591146946;
47;3;26.5944099426;23.9937877655;8;30.0757346153;3;29.2910804749;33.7306632996;14;57.7277163267;
48;4;26.8478622437;24.2754020691;6;30.6187309027;3;28.2910804749;34.7430381775;14;57.7469334602;
49;4;27.0340518951;24.4822807312;5;30.7922235727;3;27.2910804749;35.7553367615;14;57.7660286427;
50;4;27.0499992371;24.5;6;30.9393253326;3;27.1000003815;36.7675552368;15;57.7849953175;
51;4;27.0499992371;24.5;6;31.0956480503;3;27.1000003815;37.7796936035;16;57.8038270473;
52;4;27.0499992371;24.5;6;31.261295557;3;27.1000003815;38.7917480469;16;57.8225178719;
53;4;27.0499992371;24.5;6;31.4362905025;3;27.1000003815;39.8037109375;16;57.8400000334;
54;5;27.0499992371;24.5;5;31.6205644608;3;27.1000003815;40.8148994446;16;57.8400000334;
55;5;27.0499992371;24.5;5;31.8139474392;3;27.1000003815;41.8148994446;17;57.8400000334;
56;5;27.0499992371;24.5;5;33.016159296;3;28.1000003815;39.8148994446;17;57.8400000334;
57;5;28.0499992371;25.5;5;33.2468030453;3;27.1000003815;40.8148994446;17;57.8400000334;
58;5;29.0499992371;26.5;4;33.4855568409;3;27.1000003815;41.8148994446;18;59.9422552586;
59;5;29.0499992371;27.5;4;33.7317737341;3;28.5439987183;40.5883407593;19;61.4402542114;
60;5;29.0499992371;28.5;4;33.9846855402;4;28.8349075317;43.1069488525;18;63.4355353117;
61;5;28.293258667;30.5;5;35.2434089184;4;30.0;45.4161491394;18;63.9372594357;
62;6;30.9136791229;31.0509490967;6;35.1469544172;4;30.0;47.4504470825;19;64.378379941;
63;6;32.8428649902;31.8614044189;6;35.0954222679;4;31.0;46.484954834;20;64.592995286;
64;6;32.7916564941;32.6919441223;7;35.5441914797;4;30.0;48.5196495056;20;64.8257545233;
65;6;30.7808570862;34.6905593872;8;36.0115510225;4;30.0;49.554485321;20;65.0779972076;
66;6;31.7711372375;34.690448761;9;36.4945912361;4;31.0;47.589427948;21;65.3510138988;
67;6;32.7623901367;35.3326797485;9;36.990065217;4;30.0;48.6244392395;22;65.6459975243;
68;6;30.7545166016;36.3714179993;8;37.4944685698;4;30.0;49.6594848633;20;65.9639875889;
69;6;30.663772583;37.412689209;9;38.0041363239;4;31.0;47.694519043;21;66.3058042526;
70;7;29.663772583;36.4635009766;8;38.5153489113;4;30.0;48.7295074463;22;66.6719772816;
71;7;29.663772583;36.7185096741;8;40.0244522095;5;30.0;49.7644081116;21;67.0626695156;
72;7;30.663772583;38.9114379883;8;40.5879663229;5;29.7011108398;47.137298584;23;67.4776022434;
73;7;31.4099617004;40.0708580017;8;41.1456637383;5;29.0;48.137298584;23;67.9159858227;
74;7;30.4099617004;40.0708580017;9;41.6947888136;5;30.0;50.8682403564;22;68.3764607906;
75;7;30.4099617004;41.0708580017;9;42.2330087423;5;31.0;49.902431488;23;68.8570611477;
76;7;30.663772583;42.0708580017;9;42.7584569454;5;30.0;51.2575302124;23;69.3552017212;
77;7;31.663772583;43.0305023193;7;43.2697392702;5;30.0;52.496131897;23;70.8676991463;
78;7;32.6247062683;44.0274505615;8;43.7659181356;5;31.0;50.52942276;24;71.4632606506;
79;7;32.6222343445;45.0247039795;7;44.2464859486;5;31.0;52.5623474121;24;72.069752574;
