Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.0;6;20.0;1;11.3999996185;16.0;6;32.0;
3;1;8.0;12.0;6;20.0;1;11.3999996185;16.0;6;32.0;
4;1;9.0;11.0;6;20.0;1;11.3999996185;16.0;6;32.0;
5;1;10.0;10.0;6;20.0;2;12.6999998093;16.0;4;33.0;
6;1;11.0;10.0;6;20.0;2;13.6999998093;16.0;4;32.9095994234;
7;1;12.0;10.0;6;20.0;2;14.7496795654;15.8719997406;4;32.9730169773;
8;1;13.0;10.0;6;20.3999996185;2;14.8919048309;15.8028001785;4;33.0824579;
9;1;14.0;10.1999998093;6;20.7264003754;2;14.9247369766;15.7405204773;4;34.5173529387;
10;1;14.3268795013;10.3632001877;5;21.8194274902;2;17.0564537048;16.3007202148;4;34.5566456318;
11;1;14.8187427521;10.9097137451;5;22.7316036224;2;19.0564537048;16.1595287323;4;34.6709854603;
12;1;15.2292222977;11.3658018112;5;23.4745616913;2;21.0564537048;16.0324554443;4;34.8618199825;
13;1;16.8187427521;11.7372808456;5;24.0673980713;2;22.3893718719;15.9180898666;4;35.1303808689;
14;2;18.8187427521;12.3336992264;4;25.5325260162;2;23.5316982269;15.8151607513;5;35.4773116112;
15;2;20.8187427521;12.2662630081;4;26.0025342703;2;24.6431922913;15.7225246429;6;35.7143468857;
16;2;21.8187427521;12.446267128;4;26.2308790684;2;24.7143039703;15.5633764267;6;36.0342173576;
17;2;22.8187427521;12.5;4;27.6134339571;2;24.8102664948;15.4201431274;7;36.4313802719;
18;2;23.8187427521;13.125;4;28.7428314686;2;24.9294147491;15.2912330627;7;36.8986124992;
19;2;24.8187427521;13.6171875;3;29.654292345;2;25.0695838928;15.1752138138;8;37.4268598557;
20;2;25.8187427521;13.9937877655;5;30.3897475004;3;25.2280578613;15.0707960129;7;38.0052604675;
21;2;26.8187427521;14.2754020691;5;30.9903609753;3;25.4015769958;14.9768199921;8;38.6213684082;
22;2;27.0340518951;14.4822807312;6;31.2278568745;3;23.3508300781;15.8922424316;8;39.2615833282;
23;2;27.0499992371;14.5;6;31.4455661774;3;22.889673233;16.8161220551;8;39.9117794037;
24;2;27.0499992371;14.5;6;31.67922616;3;23.8485679626;14.7476139069;9;40.5580329895;
25;2;25.0499992371;15.5;6;31.9289507866;3;24.8115730286;14.685956955;9;41.1873874664;
26;3;24.0499992371;16.5;5;32.1946372986;3;23.8115730286;15.685956955;9;41.7885417938;
27;3;23.0499992371;17.5;5;32.4759366512;3;22.8115730286;15.5805225372;9;42.3523683548;
28;3;22.0499992371;18.5;5;32.7722277641;3;21.8115730286;15.5805225372;9;42.8722066879;
29;3;22.0499992371;19.5;6;33.0825982094;3;20.8115730286;15.4951210022;9;43.3439121246;
30;3;20.0499992371;20.5;6;33.0058341026;3;19.8115730286;15.4951210022;9;44.7657032013;
31;3;19.0499992371;21.5;7;32.9804196358;3;20.8115730286;16.9951210022;9;45.3058755398;
32;3;18.0499992371;22.5;7;33.0005550385;4;21.8115730286;18.0324211121;8;58.5745307207;
33;3;17.0499992371;23.5;7;33.0605754852;4;20.1794128418;19.4951210022;9;59.7156181335;
34;3;16.0499992371;24.5;7;33.1549568176;4;18.8115730286;20.2248497009;9;60.7955670357;
35;3;15.0499992371;25.5;7;33.2783317566;4;18.0;21.3431987762;10;61.8196239471;
36;3;14.0499992371;26.5;7;33.4255232811;4;18.0;22.478559494;10;62.7953031063;
37;3;14.0;27.5;8;33.5915799141;4;18.0;23.6326293945;11;63.5874602795;
38;3;14.0;28.5;10;33.7718281746;5;18.0;24.8070278168;10;64.3493089676;
39;3;14.0;29.5;11;34.9619235992;5;19.0;25.8070278168;10;65.115083456;
40;3;15.0;30.5;11;35.1978912354;5;20.0;27.8070278168;11;65.890393734;
41;3;16.0;31.5;12;35.4373497963;5;21.0;29.8070278168;11;66.607773304;
42;3;17.4865322113;29.5;13;35.6771767139;5;23.0;31.5668830872;12;67.3365740776;
43;3;18.0;30.5;13;35.9146984816;6;24.4824104309;32.5393295288;8;82.9376144409;
44;3;19.5251979828;31.5;15;36.1476935148;6;26.6649551392;34.5310020447;10;84.3377256393;
45;3;20.0;32.5;16;36.3743793964;6;27.0;37.5235061646;10;85.6980810165;
46;3;21.5659866333;33.5;16;36.59339118;6;27.0;36.5235061646;10;87.0077476501;
47;3;22.5871677399;34.5;17;36.8037455082;6;27.0;38.8227767944;12;88.2575864792;
48;3;23.0;34.4471206665;19;37.004801631;6;27.0;38.7718772888;13;89.4399251938;
49;4;24.6310691833;32.5;17;37.1962155104;6;27.0;38.7283706665;14;90.5483818054;
50;4;25.6537723541;31.5;18;37.377892971;6;28.0;40.6915969849;15;91.5778522491;
51;4;26.0;31.5;19;37.549943924;6;28.0;40.6608047485;15;92.5246257782;
52;4;27.7006263733;29.5;19;37.7126441002;6;28.0;40.6352310181;16;93.2928447723;
53;4;28.1342830658;28.5;19;37.8663865328;6;29.0;41.5850791931;17;93.8965024948;
54;4;27.393579483;28.659532547;19;38.0078341961;6;30.5375003815;43.5821762085;17;94.4480056763;
55;4;27.3792228699;28.8480529785;19;38.0355455875;6;29.5375003815;43.5821762085;18;94.9449272156;
56;4;27.3662986755;28.8731937408;20;39.0669752359;6;28.5375003815;43.5821762085;19;95.3870038986;
57;4;28.3546695709;29.9003620148;20;39.1217845678;6;29.5375003815;44.5821762085;19;95.7757720947;
58;4;29.344203949;30.9293823242;20;39.1798561811;6;28.5375003815;44.5821762085;19;96.1141319275;
59;4;29.3347816467;30.594203949;21;39.2408901453;6;28.5375003815;44.5821762085;21;96.405916214;
60;4;30.2311401367;31.5847816467;22;39.3046091795;7;28.5375003815;44.5821762085;22;96.655500412;
61;4;29.3186740875;33.5763053894;22;39.3707523346;7;29.5375003815;41.5821762085;22;96.8674716949;
62;3;28.2709846497;27.5686740875;21;38.3162631989;8;28.5375003815;42.5672912598;20;100.669786692;
63;4;27.3056259155;28.5618057251;21;38.365457058;8;30.7070941925;45.9349212646;20;102.882068038;
64;4;27.3000640869;27.5556259155;22;38.4162273407;8;33.8514556885;46.1976699829;22;104.664936543;
65;4;27.2950572968;27.5500640869;22;38.4683775902;8;33.9733352661;49.3794708252;22;105.904144049;
66;4;27.2905502319;27.5450572968;22;38.5217170715;8;33.0755157471;50.3248291016;22;106.596857786;
67;4;27.2864952087;27.5405502319;22;39.8358969688;8;32.0999984741;51.2950592041;24;106.639506459;
68;4;27.7288017273;28.0320014954;23;40.9143612385;9;32.0999984741;52.2950592041;23;106.661153913;
69;4;28.0731582642;28.4146213531;22;41.7927570343;9;30.1000003815;55.2950592041;23;106.682923079;
70;4;28.3352375031;29.7058200836;23;42.5078649521;9;30.1000003815;58.9207763672;23;106.704805255;
71;4;28.5311660767;28.9235191345;23;42.9252622128;9;31.1000003815;59.2950592041;24;107.726791382;
72;5;28.5999984741;29.0;22;44.1373143196;9;31.1000003815;64.2950592041;24;107.828872442;
73;5;29.5999984741;30.0;22;44.2584989071;9;32.0999984741;69.2950592041;25;107.663944244;
74;5;30.5999984741;31.0;22;44.380415678;9;33.0999984741;68.2950592041;25;107.532133222;
75;5;28.8249988556;33.0;23;44.5027725697;9;33.0999984741;68.2950592041;25;107.430930972;
