Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;32.0;2;8.0;12.3000001907;5;21.0;
4;1;11.3999996185;16.0;6;32.0;2;8.14999961853;11.0;5;21.0299999714;
5;1;12.3999996185;16.0;5;32.0;2;8.15450000763;10.0;5;21.0605909824;
6;1;13.3999996185;16.0;5;32.0;2;9.23863315582;10.0;5;21.091766119;
7;1;14.3999996185;16.0;5;32.6399993896;2;9.74564743042;10.0;5;21.1235172749;
8;1;14.7919998169;16.3199996948;5;33.0;2;9.75279140472;10.0;5;21.5670698881;
9;1;14.8999996185;16.5;5;34.6500015259;2;9.85259056091;10.1999998093;5;21.9382035732;
10;1;16.7919998169;17.3250007629;5;35.8107757568;2;9.93609523773;10.3632001877;5;22.2480803728;
11;1;17.7919998169;17.9053878784;5;36.5947532654;2;10.005818367;10.4951858521;5;23.3592649698;
12;1;18.7919998169;18.2973766327;5;37.0;2;10.2558355331;11.0209560394;5;24.2933903933;
13;1;19.7919998169;18.5;6;37.0;2;12.0331172943;11.4571752548;5;25.0641713142;
14;1;20.7919998169;18.5;6;37.0;2;14.0331172943;11.8107032776;4;25.691778779;
15;1;21.7919998169;18.5;7;37.0;2;15.7228336334;12.5441865921;4;26.198879838;
16;1;22.7919998169;18.5;8;37.0;2;17.0774936676;12.3113050461;4;26.6077592373;
17;1;23.1000003815;18.5;8;37.0;2;17.7228336334;12.9746799469;4;26.7176665068;
18;1;23.1000003815;18.5;9;37.0;2;19.1093082428;12.5;5;26.7912226915;
19;1;23.1000003815;18.5;9;37.0;2;20.0280246735;12.5;5;26.8666112423;
20;1;23.1000003815;18.5;9;37.0;2;19.625;13.0599832535;6;26.943765521;
21;1;23.1000003815;18.5;10;37.0;2;19.625;13.2775058746;6;27.0226092339;
22;1;23.1000003815;18.5;10;37.0;2;20.0800876617;12.5;6;27.1030561924;
23;1;23.1000003815;18.5;10;37.0;2;20.0981884003;12.5;7;27.1850111485;
24;1;23.1000003815;18.5;10;37.0;2;19.625;13.374004364;7;27.2683691978;
25;1;21.1000003815;19.5;10;37.0;2;20.135383606;12.5;7;27.3530163765;
26;1;20.1000003815;20.5;10;37.0;2;20.1544284821;12.5;8;27.4388306141;
27;1;19.1000003815;21.5;11;37.0;2;19.625;13.4755325317;8;27.5256814957;
28;1;20.1000003815;19.5;11;37.0;2;19.625;13.5102729797;8;27.6134316921;
29;1;21.1000003815;18.5;11;37.0;2;18.2130222321;13.5;8;27.7019374371;
30;1;22.1000003815;18.5;11;37.0;2;17.2329368591;14.5;7;27.7910490036;
31;1;23.1000003815;18.5;11;37.0;2;16.252986908;15.5;7;27.8806123734;
32;1;23.1000003815;18.5;11;37.0;2;15.2731380463;16.5;7;27.9704699516;
33;1;23.1000003815;18.5;11;37.0;2;14.6683559418;17.5;7;28.0604612827;
34;1;23.1000003815;18.5;11;37.0;2;14.6886043549;18.5;7;28.1504247189;
35;1;23.1000003815;18.5;12;37.0;3;14.7088451385;19.5;6;28.2401983738;
36;1;23.1000003815;18.5;12;37.0;3;14.0;20.5;6;28.329621315;
37;1;23.1000003815;18.5;13;37.0;3;14.7491645813;21.5;6;28.4185347557;
38;1;23.1000003815;18.5;13;37.0;3;14.7691707611;22.5;7;28.5067830086;
39;1;23.1000003815;19.5;13;37.0;3;14.7890262604;23.5;7;28.5942146778;
40;1;23.1000003815;20.5;13;37.0;3;14.8086986542;24.5;7;28.6806838512;
41;1;23.1000003815;21.5;14;37.0;3;14.8281536102;25.5;9;28.7660505772;
42;1;23.1000003815;22.5;15;37.0;3;14.8473615646;26.5;9;28.8501822948;
43;1;23.1000003815;23.5;15;37.0;3;15.8662910461;28.2000007629;8;29.9329543114;
44;1;23.1000003815;23.5;16;37.0;3;16.8849143982;28.5;9;30.0542502403;
45;1;23.1000003815;23.5;16;37.0;3;17.1372051239;29.5;10;30.1751470566;
46;1;23.1000003815;23.5;16;37.0;3;18.1644077301;27.5;10;30.2955491543;
47;2;24.1000003815;24.5;17;38.0;3;17.1914978027;28.5;12;30.4153674841;
48;2;25.1000003815;25.5;17;38.0342400074;3;17.2184581757;29.5;12;30.53452003;
49;2;25.4102725983;26.5;17;38.0692982674;3;18.245267868;27.5;13;30.6529314518;
50;2;25.4207897186;27.5;18;38.1051700115;3;19.2719097137;28.5;13;30.770534277;
51;2;25.1000003815;28.5;18;38.1418486834;3;19.2935829163;29.5;14;30.8872663975;
52;2;25.1000003815;29.0709247589;19;38.1793259382;3;21.3044319153;30.5;14;31.0030721426;
53;2;25.4537982941;28.5;19;38.2175911665;3;22.03515625;31.5;15;31.1179021597;
54;2;25.1000003815;29.108795166;19;38.2566320896;4;23.0015277863;32.5;13;46.2317118645;
55;2;25.4769897461;28.5;20;38.2964342833;4;22.625;33.5;13;47.094461441;
56;2;25.1000003815;29.1482162476;20;38.3369811773;4;24.9753131866;32.5;15;47.8754906654;
57;3;25.5010948181;28.5;19;38.378254056;4;23.9873752594;33.5;15;48.5739341974;
58;3;25.1000003815;28.5;19;38.4202321768;4;24.625;33.5;16;49.1922872066;
59;3;25.5260696411;28.5;21;38.4628926516;4;25.1271038055;32.5;15;49.7284281254;
60;3;25.5388679504;28.5;21;38.5032144785;4;24.75;32.5;15;50.153465867;
61;3;25.1000003815;29.2516078949;21;38.5440415144;4;24.75;32.5;15;50.5194634199;
62;3;25.1000003815;29.27202034;22;38.5853470564;4;25.75;32.5;15;50.8340171576;
63;3;25.1000003815;29.292673111;22;38.6271027327;4;26.75;32.5;15;51.0107431412;
64;4;25.1000003815;29.2484664917;19;59.1754682064;3;22.75;27.5;15;32.0708494186;
65;4;26.5439987183;31.0199165344;19;60.7852432728;3;22.75;27.5;15;32.1315076351;
66;4;27.8349075317;32.5369987488;19;61.8828380108;3;22.75;27.5;15;32.1926498413;
67;4;29.0;33.8405990601;19;62.3479543924;3;22.75;27.5;17;32.2542052269;
68;4;30.0;33.8351516724;21;62.7421842813;3;22.75;27.5;16;32.3161010742;
69;4;31.0;33.8376541138;21;63.0617921352;3;21.625;27.5;13;32.3782629967;
