Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;32.0;1;8.0;12.0;6;20.0;
4;1;11.3999996185;16.0;6;32.0;1;8.0;11.0;6;20.0;
5;2;12.6999998093;16.0;5;33.0;1;8.0;10.0;6;20.0;
6;2;13.6999998093;16.0;5;33.0199999809;1;9.0;10.0;6;20.0;
7;2;14.7059993744;16.0;5;33.6801953316;1;9.5;10.0;6;20.0;
8;2;15.1040582657;16.3199996948;5;34.0605818033;1;9.5;10.0;6;20.3999996185;
9;2;15.2181739807;16.5;5;35.7523640394;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;17.1227092743;17.3250007629;5;36.9561043978;2;9.66343975067;10.6632003784;4;21.9903717041;
11;2;19.1227092743;17.9053878784;5;37.7842305899;2;9.94783401489;10.4951858521;4;23.0719120502;
12;2;21.1227092743;18.2973766327;5;38.2348026037;2;10.1911802292;11.0209560394;4;23.9749414921;
13;2;22.1624412537;18.5;6;38.2812954187;2;11.9614667892;11.4571752548;4;24.7131726742;
14;2;23.1763877869;18.5;6;38.3289430141;2;13.9614667892;11.8107032776;4;25.3067810535;
15;2;24.1906833649;18.5;6;38.3777292967;2;15.9614667892;12.0916318893;4;25.7784451246;
16;2;25.2053184509;18.5;7;38.4276343584;2;16.9828968048;12.3113050461;4;26.1504684687;
17;3;25.5282897949;18.5;6;38.4786347151;2;17.7228336334;12.8374919891;4;26.2221269608;
18;3;25.5435905457;18.5;6;38.5307028294;2;18.9978122711;12.5;4;26.2560760975;
19;3;25.559211731;18.5;7;38.5838074684;2;19.625;12.8768224716;4;26.2905418873;
20;4;25.5751419067;18.5;6;38.6379133463;2;19.625;12.8871622086;5;26.3255085945;
21;4;25.5913734436;18.5;6;38.6929813623;2;19.9232387543;12.5;6;26.3609591722;
22;4;25.6078948975;18.5;6;38.7489686012;2;19.625;13.0443840027;6;26.3968753815;
23;4;25.6246910095;18.5;6;38.8058280945;2;19.9392967224;12.5;6;26.4332377911;
24;4;25.6417484283;18.5;6;39.8635092974;2;19.947479248;12.5;6;26.4700255394;
25;4;26.1000003815;19.9317550659;6;39.9819580317;2;19.625;13.0880098343;8;26.5072168112;
26;4;27.1000003815;19.4609794617;6;40.104080677;2;19.625;13.1028871536;8;26.5447884798;
27;4;28.0312252045;18.5;7;40.2298852205;2;19.625;13.1179151535;8;26.5827163458;
28;4;27.1000003815;20.0944805145;8;40.3593685627;2;19.9811115265;12.5;9;26.6209751368;
29;4;27.4774169922;19.5506591797;8;40.4925156832;2;19.625;13.1483898163;6;26.6595385075;
30;4;27.7486686707;19.1651439667;8;40.6292983294;2;17.625;13.5;6;26.6983793974;
31;4;27.1000003815;20.2028560638;8;40.7696738243;2;16.625;14.5;6;26.7374696732;
32;4;28.2309017181;18.5;9;40.91358459;2;15.625;15.5;6;26.7767804861;
33;4;27.1000003815;20.2831115723;10;41.0609567165;2;14.625;16.5;6;26.8162822723;
34;4;27.5953979492;19.7048149109;10;41.2116991282;2;14.0;17.5;6;26.8559447527;
35;4;27.6218967438;19.7360229492;10;41.3657029867;2;14.4175872803;18.5;6;26.8957372904;
36;4;27.8603630066;22.7360229492;10;41.5228409767;2;14.4265403748;19.5;6;26.9356285334;
37;4;28.4568519592;25.7360229492;10;41.6829662323;2;14.4355163574;20.5;7;26.9755871296;
38;4;27.8978309631;28.7360229492;10;41.8459124565;2;14.4445075989;21.5;7;27.015581131;
39;4;28.55377388;31.5;11;42.0114936829;2;14.4535055161;22.5;8;27.0555787086;
40;4;28.6034488678;33.5;12;42.1795039177;2;14.4625053406;23.5;8;27.0955479145;
41;4;28.6538524628;33.5;12;42.3497183323;2;14.4714984894;24.5;8;27.135456562;
42;4;27.9720077515;34.5;12;42.5218925476;2;14.4804782867;25.5;8;27.17527318;
43;5;27.9902610779;34.777179718;10;52.6957643032;3;14.4894361496;26.5;6;37.2149660587;
44;5;29.8087310791;34.5;11;53.2710540295;3;15.0;28.5;7;37.6545035839;
45;5;30.8613166809;35.5;11;53.8218679428;3;16.5072631836;30.5;7;38.0682559013;
46;5;31.9142398834;36.5;12;54.3466360569;3;16.5161170959;32.5;8;38.4549312592;
47;5;32.9674110413;37.5;13;54.8444564342;3;17.5249233246;31.5;9;38.8139183521;
48;5;33.5951843262;38.5;14;55.3150303364;3;16.5336742401;33.5;10;39.1452190876;
49;6;33.7144050598;38.5;14;55.7585742474;4;16.5423622131;35.5;9;39.4493582249;
50;6;31.7677230835;39.5;15;56.1757278442;4;17.0;34.5;10;39.7272891998;
51;6;31.1805725098;40.5;15;56.5674555302;5;18.5595302582;35.5;10;39.9802925587;
52;6;31.2334785461;41.5;15;56.9349524975;5;21.0;34.5;9;41.2098784447;
53;6;31.286026001;42.5;15;57.2795622349;5;24.5763778687;34.5;9;41.5077022314;
54;6;31.3381156921;43.5;16;57.6027069092;5;25.8843154907;35.5;10;41.7926108837;
55;6;31.3896484375;44.5;16;59.0355343819;5;27.4033374786;36.5;10;41.9626511335;
56;7;32.2064743042;43.5;15;61.2635551691;5;27.1509552002;36.5;10;42.1106379032;
57;7;34.5944290161;44.2399978638;16;61.7904500961;5;26.5499992371;37.4829597473;11;42.2663519382;
58;7;35.6348571777;44.15599823;16;62.3317078352;5;27.1668186188;35.5674514771;10;42.4300938845;
59;7;36.1379165649;44.0803985596;17;62.8754444122;6;26.9221878052;34.5;8;42.6021274328;
60;7;33.8456039429;46.0123596191;15;63.3132933378;7;26.5499992371;34.4669342041;7;42.7826697826;
61;7;32.8970298767;47.9511260986;14;63.7899839878;8;26.5499992371;34.4903411865;6;42.9718801975;
62;7;31.6689472198;50.2515335083;15;65.3055284023;8;26.5499992371;34.5133628845;7;43.1698498726;
63;7;32.1770629883;52.3881950378;15;65.9081376791;8;27.7132148743;32.5133628845;7;43.3765900135;
64;8;34.3681564331;53.5506210327;14;66.5510590076;8;27.211566925;33.5;7;43.592022419;
65;8;33.3710021973;56.7392845154;16;67.2336297035;8;27.8082046509;32.5;7;44.8139474392;
