Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;8.0;12.0;6;20.0;
4;1;11.3487997055;15.8719997406;6;31.1449584961;1;8.0;11.0;6;20.0;
5;2;12.6487998962;15.572479248;5;31.6058235168;1;8.0;10.0;6;20.0;
6;2;13.6487998962;15.3029117584;5;31.029536128;2;9.0;10.5;5;21.0;
7;2;14.3088607788;14.9423360825;5;30.6270114183;2;9.5;10.0;5;21.0299999714;
8;2;14.1881036758;14.6543712616;5;30.3060576916;2;9.5;10.0;5;22.2708917856;
9;2;14.0918169022;14.3952026367;5;30.3925234079;2;9.77000045776;10.6000003815;5;23.3305673599;
10;2;16.3254795074;14.3081655502;5;30.536554575;2;9.998960495;11.1087999344;5;24.2141875029;
11;2;18.3254795074;14.2298316956;5;30.7409141064;2;10.1880407333;11.5289793015;5;25.8940099478;
12;2;20.3254795074;14.1593313217;5;31.0084381104;2;10.5481967926;12.329325676;5;27.2946819067;
13;2;21.6376247406;14.0958814621;5;31.3417673111;2;12.1880407333;12.9878778458;5;28.4281284809;
14;2;22.7718849182;14.0387763977;6;31.7430183887;2;14.1880407333;13.5105419159;5;29.3258297443;
15;2;23.5229053497;13.9873819351;6;32.213385582;2;16.188041687;13.9130096436;5;30.0282530785;
16;2;23.6640167236;13.9411268234;6;32.7527031898;2;17.188041687;14.2154760361;5;30.5766179562;
17;2;22.3396987915;14.8994970322;6;33.3589978218;2;18.188041687;14.4385232925;6;30.8066517115;
18;2;22.3172187805;15.5525112152;7;34.0280814171;2;19.188041687;14.5;6;30.9185439348;
19;3;23.2969856262;13.8283100128;6;34.7532505989;2;20.188041687;14.5;6;31.0352194309;
20;3;24.2787780762;13.7979621887;6;35.5251717567;2;20.5249996185;14.5;7;31.1566157341;
21;3;24.6575527191;13.7706489563;6;36.3320169449;2;20.5249996185;14.5;7;31.2826349735;
22;4;24.8996047974;13.7460670471;5;37.1598882675;2;20.5249996185;14.5;7;31.413141489;
23;4;22.8863334656;14.7239437103;5;37.9935255051;2;20.5249996185;14.5;7;31.5479602814;
24;4;23.8743858337;13.7040328979;6;38.8172388077;2;20.5249996185;14.5;8;31.6868760586;
25;4;24.8636322021;13.6861124039;6;39.6159591675;2;20.5249996185;14.5;8;31.8296329975;
26;4;22.8539581299;14.6699848175;6;40.3762273788;2;20.5249996185;14.5;8;31.9759354591;
27;4;23.845249176;13.6554698944;6;41.087023735;2;20.5249996185;14.5;7;32.1254484653;
28;4;24.8374099731;13.6424064636;6;41.7402839661;2;20.5249996185;14.5;7;32.2778000832;
29;4;25.8303565979;13.630648613;6;42.3310909271;2;18.5249996185;15.5;7;32.4325842857;
30;4;24.7056770325;14.630648613;6;42.8575286865;2;17.5249996185;16.5;7;32.5893647671;
31;4;23.8693237305;15.630648613;6;43.3202953339;3;16.5249996185;17.5;6;32.7476785183;
32;4;23.0132961273;16.6306495667;6;43.7221603394;3;15.5249996185;18.5;6;32.9070417881;
33;4;22.0132961273;15.6306495667;7;44.0673789978;3;15.4040842056;19.5;6;33.0669555664;
34;5;22.0132961273;15.6306495667;6;44.3611221313;3;14.9150648117;20.5;6;32.8269109726;
35;5;21.0132961273;14.6306495667;6;44.608997345;3;14.9510555267;21.5;7;32.6263957024;
36;5;21.0132961273;15.6306495667;7;44.8166637421;3;14.9869384766;22.5;7;32.4609031677;
37;5;20.0132961273;14.6306495667;7;44.8372554779;3;15.022603035;23.5;7;32.3263344765;
38;5;22.0132961273;16.6306495667;8;44.8290557861;3;15.057934761;24.5;7;32.2189674377;
39;5;24.0132961273;18.6306495667;9;44.8216762543;3;16.0928268433;26.3999996185;6;33.1354265213;
40;5;26.0132961273;20.6306495667;9;44.8150348663;3;16.0;26.5;7;33.2826566696;
41;5;27.4445114136;22.6306495667;9;44.8090572357;3;16.0;27.5;7;35.7912439108;
42;5;27.4427165985;23.5517272949;11;44.8036785126;3;16.0;28.5;7;37.9562815428;
43;5;27.4411029816;23.5490379333;12;44.7988376617;3;16.0;29.5;8;39.8290650845;
44;5;27.4396514893;23.5466194153;12;44.7944793701;5;16.0;30.5;6;41.4880685806;
45;5;27.4383430481;23.5444393158;12;44.7905578613;5;16.0;31.5;6;43.0179636478;
46;5;27.4371681213;23.5424785614;12;44.7870292664;5;16.0;32.5;6;44.2981610298;
47;5;27.4361076355;23.5407142639;13;44.7838535309;5;16.0;33.5;6;45.5213975906;
48;5;27.4351558685;23.5391273499;13;44.7809944153;5;16.0;34.5;6;46.8897409439;
49;6;26.6220359802;23.5376968384;12;59.778421402;5;17.0;33.5;6;48.404841423;
50;6;27.6213417053;24.5364112854;13;60.5261058807;5;18.0;34.5;7;49.3310317993;
51;6;28.620716095;25.5352516174;13;61.1933956146;5;19.0;35.5;7;51.4355692863;
52;6;29.6201534271;26.5342102051;13;61.7794361115;5;21.0;37.5;8;52.7508457899;
53;6;28.6201534271;27.833480835;12;62.2867279053;5;24.0;39.5;8;54.161344409;
54;6;28.6201534271;28.7825832367;11;62.7202644348;5;26.257434845;40.5;8;56.6092185974;
55;6;28.6201534271;29.7390785217;11;63.0866603851;5;29.2750835419;40.5;9;57.934510231;
56;6;28.6201534271;30.7023010254;11;63.3933582306;5;31.1662940979;40.5;10;59.1925464272;
57;6;28.2082595825;31.6715087891;12;63.6479949951;5;32.4787483215;39.5;10;60.3395545483;
58;6;27.2849826813;32.6459350586;12;63.7642345428;5;32.9273071289;38.5;11;61.3477924466;
59;6;27.011680603;33.6342086792;13;63.763338089;5;33.1615715027;37.5;12;62.206150651;
60;6;27.011680603;34.6342086792;13;63.7625312805;5;31.1347808838;37.5;12;62.9177479744;
61;6;27.011680603;35.6342086792;13;65.6565971375;5;32.1140365601;35.5;12;63.4957944155;
62;6;27.3212947845;36.5772094727;15;67.171125412;5;33.0988426208;35.0648574829;13;63.9591372609;
63;6;27.5810070038;37.5296554565;15;68.3675823212;6;31.0887451172;36.0083732605;12;64.3285101056;
64;6;27.7963809967;38.4904785156;15;69.153799057;6;31.6024684906;34.95753479;13;64.5922110975;
