Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;31.3753604889;1;8.0;12.0;6;20.0;
4;1;11.2750720978;15.6876802444;6;30.8131847382;1;8.0;11.0;6;20.0;
5;1;12.2750720978;15.4065923691;6;30.1761550903;2;8.0;10.3000001907;5;21.0;
6;2;13.5750722885;15.0880775452;5;30.6028270721;2;9.22500038147;10.0;5;21.0900000334;
7;2;14.1808481216;14.8014135361;5;30.1937692165;2;9.74524974823;10.0;5;21.1871190071;
8;2;14.0581302643;14.5816078186;5;29.8292925358;2;9.76710128784;10.0;5;21.7036092281;
9;2;13.9487876892;14.3837833405;5;29.8429677486;2;9.88331222534;10.1999998093;5;22.1564130783;
10;2;16.0867500305;14.3585090637;5;29.8595463037;2;9.98519229889;10.3632001877;5;22.557236433;
11;2;18.0867500305;14.3357620239;5;29.8833584785;2;10.075378418;10.4951858521;5;23.8035871983;
12;2;20.0867500305;14.3152894974;5;29.9139841795;2;10.3558073044;11.0209560394;5;24.8916251659;
13;2;21.1450405121;14.2968645096;5;29.9510383606;2;12.1677207947;11.4571752548;4;25.8364036083;
14;2;22.1661071777;14.2802820206;5;29.9941676855;2;14.1677207947;11.8107032776;4;26.6592981815;
15;2;22.9982509613;14.2653579712;5;30.0430442095;2;16.1677207947;12.0916318893;4;27.3839819431;
16;2;23.0129127502;14.2519264221;7;30.0973603725;2;17.3441429138;12.3113050461;4;28.0334718227;
17;2;23.029209137;14.2398376465;7;30.1568281651;2;18.4139690399;12.4808797836;4;28.407397747;
18;2;23.0470485687;14.2289581299;7;30.2211688757;2;19.4894981384;12.5;4;28.7683298588;
19;2;22.5314998627;14.7540168762;7;30.2901180983;2;20.4728736877;12.5;4;29.1538929939;
20;2;23.0870342255;14.2103528976;9;30.3634153605;2;20.5596256256;12.5;4;29.562889576;
21;2;22.5214538574;14.7899932861;9;30.4408056736;2;20.6516494751;12.5;4;29.9934945107;
22;3;23.1322422028;14.1952829361;8;30.5220355988;2;20.7485351562;12.5;3;30.4432339668;
23;3;23.1566104889;14.1888589859;10;30.6068487167;2;20.8497276306;12.5;4;30.9089989662;
24;3;23.1820545197;14.1830768585;10;30.6949915886;3;20.9545249939;12.5;3;31.3870959282;
25;3;21.2116184235;15.1830768585;10;30.786203146;3;21.0620956421;12.5;3;31.8733391762;
26;4;20.168598175;16.1830768585;7;45.8802218437;4;21.1715011597;12.5;2;32.36317873;
27;4;19.5098457336;17.1830768585;7;46.7267808914;4;21.2817153931;12.5;3;32.8518595695;
28;4;19.5098457336;18.1830768585;7;48.4949836731;4;19.625;13.5;3;33.3346033096;
29;4;20.5098457336;19.643075943;7;49.2159128189;4;17.625;15.5;3;33.8067913055;
30;4;21.5098457336;20.6578845978;7;49.8603239059;4;16.625;17.5;3;34.2641468048;
31;4;21.5098457336;21.6730175018;9;50.4329413176;4;15.625;19.5;4;34.7028827667;
32;4;22.0;22.6884708405;10;50.9401029348;4;14.625;21.5;4;35.1198272705;
33;4;23.0;23.704240799;10;51.3889721632;4;14.0;23.5;4;35.5124940872;
34;4;23.588104248;24.72032547;9;51.7869067192;4;14.0;25.5;4;36.8791179657;
35;4;23.6648292542;25.7367191315;9;52.04728508;4;15.0;27.1153831482;5;37.2486422062;
36;4;23.7000007629;26.7534141541;9;52.1910856962;4;16.0;28.3530502319;6;37.5912640095;
37;4;24.7000007629;24.770406723;11;52.335256815;4;16.2386322021;29.571472168;7;37.9071691036;
38;5;23.7000007629;25.787689209;10;52.4795159101;4;16.2456474304;30.7707824707;7;38.1970388889;
39;5;25.0651893616;26.787689209;10;52.6235852242;4;16.2527923584;31.9514656067;7;38.4619501829;
40;5;26.0756568909;28.787689209;11;52.7672003508;4;16.2600631714;33.1142807007;8;38.7032753229;
41;5;27.0862808228;30.787689209;12;52.9101042747;4;16.2674598694;34.2601966858;9;38.9225893021;
42;5;27.7000007629;31.8876876831;11;53.0520524979;4;16.2749786377;35.3903236389;10;39.1215860844;
43;5;29.1079673767;32.28307724;11;53.1928138733;5;16.282617569;36.505859375;8;49.2905418873;
44;5;30.11901474;32.2373657227;10;54.332172513;5;18.2903709412;36.505859375;9;49.725508213;
45;5;32.130191803;33.2367324829;11;54.6399258375;5;20.2982406616;37.505859375;10;50.1353589296;
46;5;33.333530426;34.9883308411;12;54.8412245512;5;21.9249992371;36.458530426;11;50.5188140869;
47;5;33.7526893616;35.1750335693;12;55.0831062794;5;20.9249992371;37.483669281;12;50.8752725124;
48;5;31.7634544373;37.1750335693;12;55.3679840565;5;20.9249992371;38.5091247559;13;51.2047438622;
49;5;32.3005180359;37.6920814514;14;55.6985234022;5;21.9249992371;39.5091247559;14;51.5077594519;
50;5;30.7851905823;37.8549499512;14;56.0775078535;5;22.9249992371;41.5032653809;15;51.7852765322;
51;5;29.7961463928;38.8208007812;15;56.5076506138;5;23.9249992371;42.5032653809;16;52.0385774374;
52;5;28.8071479797;39.7820892334;16;56.9913572073;5;25.2811126709;43.5;18;52.2691723108;
53;5;27.3005180359;41.6204452515;18;57.5304380655;5;25.9249992371;44.5;18;52.4787142277;
54;5;26.3005180359;42.5905685425;19;58.1257758141;6;26.9233970642;43.5;15;69.9189270735;
55;5;25.7000007629;43.5554199219;20;58.7769715786;6;27.9321365356;43.9852752686;15;70.8499689102;
56;5;25.7000007629;44.5149765015;20;59.4819941521;6;28.9409313202;44.0;16;71.6386846304;
57;5;25.7000007629;45.4693603516;21;60.2368769646;6;28.9497756958;44.0;19;72.3172454834;
58;6;25.7000007629;46.4189071655;17;81.0113072395;6;28.9586639404;44.0;19;72.8929969072;
59;6;28.2841949463;44.3688850403;18;82.9918003082;7;28.9675865173;44.0;19;73.376198411;
60;6;29.7000007629;45.2918205261;19;84.8175094128;7;28.9765415192;45.0;20;73.7784992456;
61;6;30.7000007629;45.2451858521;19;89.0424940586;7;28.9855155945;46.0;20;74.1117432117;
62;7;32.4974975586;44.0487213135;19;92.7419769764;7;28.9945068359;47.0;19;74.265581131;
63;7;33.0136642456;44.8916435242;19;95.9540829659;7;29.0035057068;48.0;21;74.3055787086;
