Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;2;11.5999994278;16.0;5;32.7439994812;1;8.0;12.0;6;20.0;
4;2;11.5487995148;15.8719997406;5;32.679199338;1;8.0;11.0;6;20.0;
5;2;12.6984796524;15.7567996979;5;32.6629331112;1;8.0;10.0;6;20.0;
6;2;13.7558078766;15.6531200409;4;32.4757089615;1;9.0;10.0;6;20.0;
7;2;14.7427120209;15.4574079514;4;32.2699910402;1;9.5;10.0;6;20.0;
8;2;14.6809968948;15.2395868301;4;32.1236531734;1;9.5;10.0;6;20.3999996185;
9;2;14.6370954514;15.043548584;4;32.4138252735;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;16.8510570526;15.0280733109;4;32.7501561642;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;18.8510570526;15.0141458511;4;33.1356163025;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;20.8510570526;15.0016117096;4;33.5726416111;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;22.2213478088;14.9903306961;4;34.0628461838;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;23.3745002747;14.9801778793;4;34.606692791;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;24.3820075989;14.971039772;4;35.2031698227;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;24.5609512329;14.9628162384;4;35.8494811058;2;15.7228336334;12.6113052368;5;25.9617595673;
17;2;24.7548427582;14.955414772;4;36.3464646339;2;17.7228336334;12.7808799744;5;26.0199999809;
18;3;24.9039382935;14.8729772568;4;36.8900132179;2;18.9523334503;12.5;5;26.0401959419;
19;4;25.0670013428;14.7987833023;4;37.4704780579;2;19.625;12.5;5;26.0605818033;
20;4;25.2411441803;14.732008934;5;38.0770406723;2;19.625;12.5;7;26.0811508894;
21;4;25.4231109619;14.6719121933;5;38.6981210709;2;19.625;12.5;7;26.1018965244;
22;4;23.3906593323;15.6178245544;5;39.3219099045;2;19.625;12.5;7;26.1228116751;
23;4;22.7414875031;16.5691452026;4;39.9369544983;2;19.625;12.9491243362;8;26.1438889503;
24;4;22.7152023315;17.5253353119;4;40.5327510834;2;19.625;12.5;8;26.1651208401;
25;4;22.6915435791;18.4859046936;4;42.1002483368;2;19.625;12.5;8;26.1864993572;
26;4;23.6702518463;19.4504203796;4;42.7418743372;2;19.625;12.5;8;26.2080165148;
27;4;23.6702518463;18.4504203796;4;43.353559494;2;19.625;12.5;8;26.2296639681;
28;4;23.6702518463;18.3897380829;4;44.9329017401;3;19.625;12.5;7;26.2514331341;
29;4;23.6702518463;17.3897380829;4;45.5744177103;3;19.625;12.5;7;26.2733153105;
30;4;24.6702518463;17.3897380829;4;46.1921499968;3;17.625;13.5;8;26.2953014374;
31;4;24.6702518463;17.3897380829;4;46.7889146805;3;16.625;14.5;8;26.3173824549;
32;4;24.6702518463;18.3897380829;4;47.3684124947;3;15.625;15.5;8;26.3395489454;
33;4;24.2750148773;19.3897380829;4;47.9348683357;3;14.625;16.5;8;26.3617914915;
34;4;23.3548793793;20.3897380829;4;48.4927008152;3;14.0;17.5;8;26.3841004372;
35;4;22.7534046173;21.3897380829;4;49.0462479591;3;14.0;18.5;8;26.4064661264;
36;4;22.8122940063;22.3897380829;5;49.4749083519;3;14.0;19.5;8;27.428878665;
37;4;23.8250751495;23.3897380829;5;49.8896596432;3;15.0;20.5;8;27.491328001;
38;4;24.8250751495;25.3897380829;5;50.1338148117;3;16.0;21.5;8;27.554988265;
39;4;25.8077735901;28.1516017914;6;50.4206504822;3;16.2432670593;22.5;8;27.6198509932;
40;4;26.7922019958;31.088924408;7;50.7472100258;3;16.2527999878;23.5;9;27.6859048605;
41;4;27.7781867981;34.0325164795;6;51.1103615761;3;16.2625999451;24.5;9;27.7531353235;
42;4;28.7655754089;33.9817466736;8;51.5067873001;3;16.2726631165;25.5;10;27.8215247393;
43;5;27.7655754089;34.9360542297;8;51.9329588413;3;16.2829933167;26.5;10;27.8910521269;
44;5;27.7655754089;35.8949317932;8;52.3851521015;3;16.2935829163;27.5;10;27.9616931677;
45;5;27.080329895;36.8579216003;9;52.8594629765;3;16.3044319153;28.5;11;28.0334197283;
46;5;26.2947692871;37.8246154785;9;53.3518428802;3;16.3155345917;29.5;11;28.1062002182;
47;5;27.2767810822;35.7946357727;9;53.858148098;3;17.0;28.5;11;28.1799992323;
48;5;26.2605934143;36.7676544189;10;54.3741974831;3;16.3384819031;28.5;12;28.2547777891;
49;5;26.2460250854;37.7433738708;10;54.895843029;3;16.3503131866;29.5;12;28.3304929733;
50;5;27.2329101562;35.7215194702;10;55.4190368652;3;17.0;28.5;12;28.4070981741;
51;5;26.2211112976;36.7018508911;10;55.9398989677;3;18.0;29.5;13;28.4845429659;
52;5;27.2104873657;34.6841468811;10;56.4547886848;3;19.3871517181;30.5;14;28.5627732277;
53;5;28.2009296417;35.6682167053;10;56.9603528976;3;20.0;31.5;16;28.6417313814;
54;6;29.3730945587;35.6538772583;8;60.2609429359;2;19.0;28.5;16;26.8924454451;
55;6;31.3661270142;39.6409759521;8;60.8107692003;2;19.625;27.5;17;26.9512542486;
56;6;33.5700836182;43.629360199;8;61.3452334404;2;19.625;26.5;18;27.0107431412;
57;6;32.5644378662;44.8434829712;11;61.8625267744;2;19.625;25.5;18;27.0708494186;
58;6;34.5593566895;45.9845657349;11;62.3612400293;2;19.625;24.5;18;27.1315076351;
59;6;33.0984725952;49.1216583252;12;62.8403432369;2;19.625;23.5;18;27.1926498413;
60;7;32.0943527222;50.2541656494;11;64.6474736929;2;19.625;22.5;18;27.2542052269;
61;7;32.7749977112;51.997379303;11;66.1717203856;2;19.625;22.5;19;27.3161010742;
62;7;31.9433288574;51.4819755554;15;67.4596860409;2;19.625;22.5;20;27.3782629967;
63;7;32.0671920776;52.8769416809;15;68.3648878336;2;19.625;22.5;20;27.4406147003;
64;7;29.8955783844;55.1063079834;15;69.0214842558;2;19.625;22.5;20;27.5030794144;
65;7;29.8955783844;57.2466697693;16;69.4801026583;2;19.625;22.5;20;27.5655794144;
