Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;32.0;1;8.0;12.0;6;20.0;
4;1;11.3999996185;16.0;6;31.7439994812;1;8.0;11.0;6;20.0;
5;1;12.3999996185;15.8719997406;6;31.5135993958;1;8.0;10.0;6;20.0;
6;1;13.3999996185;15.7567996979;6;31.3062400818;1;9.0;10.0;6;20.0;
7;1;14.391872406;15.6531200409;6;31.2116165161;1;9.5;10.0;6;20.0;
8;1;14.3634853363;15.6058082581;6;31.126455307;1;9.5;10.0;6;20.3999996185;
9;1;14.3379364014;15.5632276535;6;32.3446044922;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;16.6634845734;16.1723022461;5;34.21641922;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;18.6634845734;16.60820961;5;34.8773473501;2;9.72283363342;10.7951860428;5;23.0419120789;
12;2;20.6634845734;16.9110736847;5;35.1528654099;2;10.184431076;11.0209560394;5;23.944350481;
13;2;21.6973457336;17.0200004578;6;35.2130395174;2;11.954583168;11.4571752548;5;24.6819975376;
14;2;22.7153968811;17.0200004578;6;35.2757614851;2;13.9545841217;11.8107032776;5;25.2750298977;
15;2;23.7342128754;17.0200004578;6;35.3410620689;2;15.9545841217;12.0916318893;5;25.746127367;
16;2;24.6023178101;17.0200004578;6;35.4089636803;2;16.9756240845;12.3113050461;5;26.1175945997;
17;2;24.6226882935;17.0200004578;5;35.4794794321;2;17.9828968048;12.4808797836;5;26.1887089014;
18;2;24.6438426971;17.0200004578;6;35.5526124239;2;18.9902935028;12.5;5;26.2221269608;
19;2;24.6657829285;17.0200004578;6;35.6283547878;2;19.8999786377;12.5;5;26.2560760975;
20;2;24.6885070801;17.0200004578;6;35.7066867352;2;19.907617569;12.5;6;26.2905418873;
21;2;24.7120056152;17.0200004578;6;35.7875761986;2;19.9153709412;12.5;7;26.3255085945;
22;2;24.2119998932;17.5442733765;7;35.8709778786;2;19.9232387543;12.5;7;26.3609591722;
23;2;24.2119998932;17.9354896545;7;35.9568327665;2;19.625;13.0443840027;7;26.3968753815;
24;2;24.7870502472;17.0200004578;7;36.0450677872;2;19.9392967224;12.5;7;26.4332377911;
25;2;24.8135204315;17.0200004578;7;36.1355953217;3;19.947479248;12.5;7;26.4700255394;
26;2;24.8406791687;17.0200004578;7;36.2283129692;3;19.625;13.0880098343;8;26.5072168112;
27;2;24.8684940338;17.0200004578;7;36.3231039047;3;19.625;13.1028871536;8;26.5447884798;
28;2;24.8969306946;17.0200004578;7;36.4198365211;3;19.625;13.1179151535;9;26.5827163458;
29;2;24.925951004;17.0200004578;7;36.5183656216;3;19.9811115265;12.5;9;26.6209751368;
30;2;24.2119998932;18.0200004578;8;36.6185321808;3;17.9897193909;13.5;9;26.6595385075;
31;2;24.2119998932;18.3092651367;8;36.720164299;3;16.9983959198;14.5;9;26.6983793974;
32;2;25.0160484314;17.0200004578;9;36.8230781555;4;16.0071353912;15.5;6;41.7374696732;
33;2;25.0469226837;17.0200004578;9;36.9270796776;4;15.625;17.5;6;42.5267804861;
34;2;25.0781230927;17.0200004578;9;37.0319650173;4;16.3997764587;19.5;7;43.2356567383;
35;2;25.109588623;17.0200004578;9;37.1375226974;4;16.4086647034;21.5;7;44.8632346392;
36;2;23.1412563324;18.0200004578;9;37.2435348034;4;18.0;22.2000007629;8;45.4420069456;
37;2;23.2119998932;20.0200004578;10;37.3497788906;4;20.0;21.8270168304;8;45.947545886;
38;2;24.2119998932;22.0200004578;10;37.4560301304;4;21.0;22.5973529816;8;46.3864431381;
39;2;25.2119998932;24.0200004578;10;37.5620627403;4;22.2456474304;21.8829116821;8;46.7661163807;
40;2;25.2686195374;26.0200004578;10;37.6676518917;4;20.7062988281;22.5;8;47.09417665;
41;2;25.3002948761;27.0200004578;10;37.7725763321;4;21.2600631714;22.5;9;47.2842568159;
42;2;25.3317718506;27.0200004578;11;37.8766191006;4;22.0;24.2989807129;9;47.3575835228;
43;2;24.2119998932;28.0200004578;11;37.9795701504;4;20.7554569244;23.0;10;47.4313492775;
44;2;25.2119998932;27.0200004578;11;38.0812277794;4;21.0;23.8792533875;10;47.505507946;
45;2;24.2119998932;28.0200004578;12;38.1814007759;4;22.0;24.4538555145;10;47.5800125599;
46;2;25.2119998932;27.0200004578;12;38.2799081802;4;20.8055019379;23.0;12;47.6548153162;
47;2;25.4839725494;27.0200004578;12;38.3765821457;6;21.8223323822;27.0;10;47.7298679352;
48;2;25.5129737854;27.0200004578;12;38.4712677002;6;22.839220047;31.0;10;47.8051214218;
49;2;25.5413799286;27.0200004578;12;38.5638251305;6;23.8561534882;35.0;12;47.8805263042;
50;2;24.2119998932;28.0200004578;12;38.6541285515;6;24.4981174469;39.0;12;47.9560323954;
51;2;24.2119998932;29.0200004578;13;38.7420678139;7;24.5151062012;42.0;8;66.0315896273;
52;2;25.2119998932;27.0200004578;12;38.827548027;7;24.9725780487;43.0;9;67.0071474314;
53;2;24.2119998932;28.0200004578;12;38.910490036;7;26.5491085052;44.0;10;67.8575564623;
54;2;25.2119998932;27.0200004578;12;38.9908294678;7;27.5660972595;45.0;10;69.5871760845;
55;2;25.6972484589;27.0200004578;13;39.0685162544;7;29.583065033;47.0;12;70.3354034424;
56;2;25.7205543518;27.0200004578;13;39.1435155869;8;31.5999984741;49.0;11;71.0000346899;
57;2;25.7430534363;27.0200004578;13;39.2158060074;8;32.3029022217;50.0;10;71.5960546732;
58;2;25.7647418976;27.0200004578;13;39.285378933;8;33.2251701355;51.0;11;72.1383419037;
59;2;24.2119998932;28.0200004578;13;39.3522377014;8;33.3393058777;52.0;11;72.4505810738;
60;2;24.2119998932;29.0200004578;14;39.4163970947;8;31.3933162689;53.0;12;72.745895505;
61;2;25.2119998932;27.0200004578;14;40.9061737061;8;30.4521160126;54.0;14;73.0632365942;
62;2;26.2718505859;27.6599521637;16;41.9884843826;8;29.5159950256;55.0;14;73.4037013054;
63;2;26.5965442657;28.0979366302;17;42.7711224556;8;28.6436805725;56.0;16;73.7681598663;
