Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;31.5391998291;1;8.0;12.0;6;20.0;
4;1;11.3078403473;15.7695999146;6;31.1244792938;1;8.0;11.0;6;20.0;
5;2;12.607840538;15.5622396469;5;31.7512321472;2;8.0;10.3000001907;5;21.0;
6;2;13.607840538;15.3756160736;5;31.6207499504;2;9.22500038147;10.0;5;21.0599999428;
7;2;14.4862251282;15.207654953;5;31.4751173258;2;9.73849964142;10.0;5;21.1229639053;
8;2;14.4425344467;15.0148096085;5;31.4123897552;2;9.75266647339;10.0;5;21.6001901627;
9;2;14.4237165451;14.8412485123;5;31.6614644527;2;9.86004257202;10.1999998093;5;22.0082015991;
10;2;16.6451873779;14.7702274323;5;31.9796819687;2;9.95184516907;10.3632001877;5;22.3582868576;
11;2;18.6451873779;14.7063083649;5;32.3930411339;2;10.0306148529;10.4951858521;5;23.5279067755;
12;2;20.6451873779;14.6487817764;5;32.9103183746;2;10.2937793732;11.0209560394;5;24.5268628597;
13;2;22.1237754822;14.5970077515;5;33.5393910408;2;12.0856485367;11.4571752548;4;25.3691681623;
14;2;23.3404541016;14.5504112244;5;34.2860975266;2;14.0856485367;11.8107032776;4;26.0752547979;
15;2;24.2858314514;14.50847435;5;35.1528506279;2;16.0856494904;12.0916318893;4;26.6680037975;
16;2;24.5458545685;14.4707307816;7;36.1371202469;2;17.1830482483;12.3113050461;4;27.1698563099;
17;2;24.841135025;14.4367618561;7;37.2299995422;2;18.2196559906;12.4808797836;4;27.3801496029;
18;2;25.1690006256;14.4061899185;7;38.4151992798;2;18.7228336334;13.2140445709;4;27.5615134239;
19;2;25.524559021;14.3786745071;7;39.6688556671;2;19.625;13.268453598;4;27.7520513535;
20;2;25.9006576538;14.3539113998;9;40.9604663849;2;20.2442111969;12.5;5;27.9515185356;
21;2;26.2881393433;14.3316240311;9;42.255106926;2;19.625;13.5;6;28.1595556736;
22;2;26.6765327454;14.3115653992;9;43.5166807175;2;20.335899353;12.5;5;28.3756833076;
23;2;27.0550041199;14.2935123444;9;44.7116584778;2;19.625;13.5;6;28.5992991924;
24;2;27.4134979248;14.2772655487;10;45.8124809265;2;20.4348430634;12.5;6;28.8296794891;
25;2;27.7437458038;14.2626428604;10;46.7999095917;3;20.4866771698;12.5;5;29.0659828186;
26;2;28.0399742126;14.2494821548;11;47.663892746;3;20.5398464203;12.5;5;29.3072590828;
27;2;28.2991676331;14.2376375198;11;48.402967453;3;20.5941333771;12.5;6;29.5524601936;
28;2;28.5208892822;14.2269773483;11;49.0226154327;3;19.625;13.5;6;29.8004574776;
29;2;28.706785202;14.2173833847;11;49.5331172943;3;18.625;13.5;6;30.0500593185;
30;2;26.8651161194;15.2173833847;11;49.947435379;3;17.7612628937;14.5;7;30.3000340462;
31;2;25.8651161194;15.2009782791;13;50.2794418335;3;16.8175086975;15.5;7;30.5491337776;
32;2;25.8510780334;16.1939849854;13;50.5267391205;3;15.8735551834;16.5;7;30.7961182594;
33;2;24.8473014832;17.1876907349;13;50.5154094696;3;15.3041267395;17.5;8;31.0397801399;
34;2;23.8439025879;18.1820259094;13;50.5052127838;3;15.3589506149;18.5;8;31.278968811;
35;3;22.8439025879;17.1820259094;9;65.4960346222;3;15.4127674103;19.5;7;31.5126113892;
36;3;23.8439025879;20.1820259094;9;66.2377758026;3;15.4653377533;20.5;7;31.7397313118;
37;3;26.8439025879;23.1820259094;9;66.8997173309;3;15.5164394379;21.5;7;31.95946455;
38;4;26.8439025879;26.1820259094;9;67.4809417725;3;15.5658798218;22.5;8;33.171069622;
39;4;26.8439025879;27.4812965393;9;67.9839000702;3;15.0;25.2000007629;9;33.4139342308;
40;4;27.8439025879;28.430398941;9;68.4135379791;3;16.0;27.2280006409;10;33.6487627029;
41;3;21.8439025879;25.1554260254;10;50.4573345184;4;17.0;29.2568283081;8;51.8265340328;
42;4;23.8439025879;24.1529884338;9;50.4529457092;4;19.0;31.2864875793;9;52.4121354818;
43;4;25.8439025879;24.1507930756;9;50.4489955902;4;21.0;33.3169746399;10;52.9291867018;
44;4;27.8239784241;24.1488189697;9;50.4454402924;4;22.0;35.0115203857;11;53.3853371143;
45;4;28.8229103088;24.1470413208;10;50.4422397614;4;23.0;36.151802063;12;53.6943538189;
46;4;29.1326713562;24.1454391479;10;50.4393596649;4;25.0;34.2860488892;13;53.8776791096;
47;4;29.1318092346;24.1440010071;10;50.4367675781;4;25.0;35.4143753052;14;54.0527924299;
48;4;29.1310310364;24.14270401;12;50.4344348907;4;27.0;37.4471206665;15;54.2199896574;
49;4;29.1303310394;24.1415367126;12;50.4323348999;4;28.6726112366;40.4471206665;16;54.3796086311;
50;4;29.1297016144;24.1404876709;12;50.4304447174;4;28.038482666;41.4471206665;16;54.5320205688;
51;4;29.1291351318;24.139541626;13;50.4287433624;4;27.7000007629;43.4471206665;17;54.6105561256;
52;4;29.1286239624;24.1386909485;13;50.4272136688;4;29.0623760223;45.5;18;54.6651450396;
53;4;27.1286239624;25.1386909485;13;50.4258365631;4;28.7249984741;47.5;19;54.72067523;
54;4;26.1286239624;26.1386909485;14;50.4245967865;5;28.7249984741;48.7044715881;15;69.7771017551;
55;4;25.1286239624;27.1386909485;14;50.4234809875;5;27.7249984741;51.7439727783;18;70.5843759775;
56;4;24.1286239624;28.1386909485;14;50.4224777222;5;28.7000007629;54.7840652466;18;71.311819911;
57;4;23.1286239624;29.1386909485;14;50.4215736389;6;30.7000007629;54.8247108459;17;71.9585441351;
58;5;21.4640827179;30.1386909485;13;69.0862007141;5;26.7000007629;53.8658790588;18;55.0107431412;
59;5;21.4640827179;30.1386909485;13;71.2092876434;5;28.1524181366;51.5;18;55.0708494186;
60;5;22.4640827179;31.1386909485;13;72.9112606049;5;28.1659431458;50.5;19;55.1315076351;
61;5;22.4640827179;32.1386909485;13;74.0752887726;5;28.1795902252;49.5;19;55.1926498413;
62;5;22.4640827179;33.276802063;14;74.7585430145;5;28.7000007629;50.5;21;55.2542052269;
63;5;23.483215332;33.3005943298;16;75.2008056641;5;28.2071971893;48.5;21;55.3161010742;
