Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;32.0;1;8.0;12.0;6;20.0;
4;1;11.3999996185;16.0;6;32.0;1;8.0;11.0;6;20.0;
5;1;12.3999996185;16.0;6;32.0;1;8.0;10.0;6;20.0;
6;1;13.3999996185;16.0;6;32.0;1;9.0;10.0;6;20.0;
7;1;14.3999996185;16.0;5;32.6399993896;1;9.5;10.0;6;20.0;
8;2;15.0920000076;16.3199996948;4;34.0;1;9.5;10.0;6;20.3999996185;
9;2;15.1999998093;16.5;4;35.8700015545;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;17.1579990387;17.3250007629;4;37.2964917421;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;19.1579990387;17.9053878784;4;38.400110364;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;21.1579990387;18.2973766327;4;39.1879961491;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;22.4483985901;18.5;5;39.6433620453;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;23.5850086212;18.5;5;40.1814615726;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;24.7464389801;18.5;5;40.8119807243;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;25.9355945587;18.5;5;41.5434241295;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;26.4630279541;18.5;5;42.3819847107;1;15.7228336334;12.4808797836;5;25.0;
18;2;26.7145957947;18.5;5;43.330183506;1;16.7228336334;12.5;6;25.0;
19;2;26.9990558624;18.5;5;44.3854136467;1;17.625;12.5;6;25.0;
20;2;27.3156242371;18.5;5;45.5386152267;1;17.625;12.5;6;25.0;
21;2;27.6615848541;18.5;6;46.7734174728;1;17.625;12.5;6;25.0;
22;2;28.0320243835;18.5;6;48.0661067963;1;17.625;12.5;7;25.0;
23;2;28.4198322296;18.5;6;49.386724472;1;17.625;12.5;8;25.0;
24;2;28.8160171509;18.5;6;50.7013616562;1;17.625;12.5;9;25.0;
25;2;26.8160171509;19.5;6;51.9754018784;1;17.625;12.5;9;25.0;
26;3;26.8160171509;20.5;5;54.1771183014;1;17.625;12.5;9;25.0;
27;3;27.1000003815;22.0;5;55.3408646584;1;17.625;12.5;9;25.0;
28;3;27.4179992676;22.5;5;56.3921442032;1;17.625;12.5;9;25.0;
29;3;27.4368896484;23.5;6;57.3224238157;1;17.625;12.5;9;25.0;
30;3;27.1000003815;25.0944805145;6;58.1313180923;1;17.625;12.5;9;25.0;
31;3;27.4774169922;25.5;6;58.8249384165;1;15.625;13.5;10;25.0;
32;3;27.1000003815;27.1651439667;7;59.4138239622;1;14.625;14.5;10;25.0;
33;4;27.1000003815;28.2028560638;6;59.9109225273;1;13.625;15.5;10;25.0;
34;5;27.5453071594;28.5;5;60.3299256563;1;12.625;16.5;10;25.0;
35;5;28.1000003815;28.5;6;60.6513283253;1;12.0;17.5;9;25.0;
36;5;29.5953979492;29.5;6;60.7396525145;1;12.0;18.5;8;25.0;
37;5;30.6218967438;30.5;5;60.8311642408;1;12.0;19.5;8;25.0;
38;5;31.1000003815;31.5;5;60.9258141518;1;12.0;20.5;8;25.0;
39;5;32.6777458191;33.5;5;61.0235335827;1;12.0;21.5;9;25.0;
40;5;33.7070617676;33.5;5;61.1242339611;1;12.0;22.5;10;25.0;
41;5;34.337272644;33.5;5;61.2278065681;1;12.0;23.5;11;25.0;
42;5;34.3683433533;33.5;7;61.3341217041;1;12.0;24.5;13;25.0;
43;5;34.4002380371;33.5;8;62.4430289268;1;12.0;25.5;13;25.0;
44;5;35.4329071045;34.5;8;62.6543570757;1;12.0;26.5;14;25.0;
45;5;36.4663085938;35.5;9;62.8768146038;1;12.0;27.5;14;25.0;
46;5;36.8630447388;36.5;9;63.1107554436;1;12.0;28.5;15;25.0;
47;5;36.9332275391;37.5;9;63.3565043211;1;12.0;29.5;15;25.0;
48;6;35.5702590942;40.5;9;64.6143467426;1;13.0;27.5;15;25.0;
49;6;35.6059303284;42.5;13;65.1045173407;1;12.0;28.5;17;25.0;
50;7;34.2233657837;45.5;12;65.6529034376;1;12.0;29.5;18;25.0;
51;7;32.7000007629;46.5;13;66.2678073645;1;13.0;27.5;18;25.0;
52;7;32.241607666;50.5;14;66.9944088459;1;12.0;28.5;17;25.0;
53;7;31.7672309875;52.3851547241;14;70.1797113419;1;12.0;29.5;16;25.0;
54;7;34.135974884;51.2399978638;14;72.8674972057;1;13.0;27.5;15;25.0;
55;7;34.903175354;52.7248458862;14;75.1821477413;1;12.0;28.5;16;25.0;
56;7;34.2097434998;55.0;14;78.0240018368;1;12.0;29.5;16;25.0;
57;7;35.4737434387;57.0;15;79.9267452955;1;13.0;27.5;17;25.0;
58;7;36.76978302;59.0;15;81.9675126076;2;12.0;28.5;16;25.0;
59;7;36.5040550232;63.0;16;84.2036346197;2;12.0;29.5;16;25.0;
60;7;36.1078224182;63.0;17;86.619641304;2;12.0;30.5;16;25.0;
61;8;36.8375396729;65.0;15;89.1877573729;2;12.0;31.5;16;25.0;
62;8;38.608997345;67.0;15;91.8681356907;2;12.0;32.5;17;25.0;
63;9;40.8762168884;69.9694747925;15;95.6112129688;2;12.0;33.5;17;25.0;
64;9;44.3872642517;67.9694747925;16;98.4821900129;2;12.0;34.5;18;25.0;
65;9;40.5787811279;72.9694747925;17;101.319981813;2;13.0;32.5;19;25.0;
66;10;38.9546966553;76.0;16;104.078146696;2;12.0;33.5;19;25.0;
67;10;40.5787811279;74.0;17;106.721416116;2;12.0;34.5;20;25.0;
68;10;40.1078224182;76.0;18;109.22777319;2;13.0;32.5;20;25.0;
69;10;37.1078224182;81.0;23;111.587943077;2;12.0;33.5;21;25.0;
70;10;39.1078224182;77.0;23;113.802916527;2;12.0;34.5;22;25.0;
71;10;37.1078224182;81.0;24;115.880553246;2;13.0;32.5;22;25.0;
72;10;36.7155685425;83.0;24;117.832241774;2;12.0;33.5;22;25.0;
73;10;37.0;85.0;26;119.670222282;2;12.0;34.5;23;25.0;
74;10;37.8735389709;85.0;26;121.311445236;2;13.0;32.5;23;25.0;
