Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.3999996185;16.0;4;32.0;1;6.0;14.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;13.0;6;20.0;
3;1;11.3999996185;16.0;6;32.0;1;8.0;12.0;6;20.0;
4;1;11.3999996185;16.0;6;32.0;1;8.0;11.0;6;20.0;
5;1;12.3999996185;16.0;6;32.0;1;8.0;10.0;6;20.0;
6;2;13.6999998093;16.0;5;33.0;1;9.0;10.0;5;20.0;
7;2;14.6999998093;16.0;4;33.669999361;1;9.5;10.0;5;20.0;
8;2;15.1009998322;16.3199996948;4;34.0605909824;2;9.5;10.3000001907;4;21.3999996185;
9;2;15.2181768417;16.5;4;35.7735853195;2;9.81500053406;10.1999998093;4;21.7264003754;
10;2;17.1290740967;17.3250007629;4;37.0003859997;2;9.88844013214;10.3632001877;4;21.9903717041;
11;2;19.1290740967;17.9053878784;4;37.8534845114;2;9.94783401489;10.4951858521;4;23.0919120312;
12;2;21.1290740967;18.2973766327;4;38.3309984207;2;10.1956806183;11.0209560394;4;24.0163254738;
13;2;22.1912994385;18.5;5;38.406452775;2;11.9707775116;11.4571752548;4;24.7773565054;
14;2;23.2139358521;18.5;7;38.4783724546;2;13.9707775116;12.1574878693;4;25.395208478;
15;2;24.2355117798;18.5;8;38.5529065132;2;15.7228336334;12.4552154541;4;25.8925833702;
16;2;25.2578716278;18.5;8;38.630040884;2;16.7228336334;12.6922969818;4;26.2918028831;
17;2;25.589012146;18.5;9;38.7097492218;2;17.7228336334;12.8798923492;4;26.3921557665;
18;2;25.6129245758;18.5;9;38.7919924259;2;19.0360679626;12.5;5;26.4563041925;
19;3;25.6375980377;18.5;8;38.8767179251;2;19.625;12.9368915558;5;26.5224741697;
20;3;25.1000003815;18.5;9;38.9638592005;2;19.9675559998;12.5;5;26.5906432867;
21;3;25.1000003815;19.4819297791;9;39.0533354282;2;19.625;13.1362571716;5;26.6607804298;
22;3;25.1000003815;19.5266685486;9;39.1450510025;2;19.625;13.1643123627;5;26.7328453064;
23;3;25.1000003815;20.0015354156;8;39.2388958931;2;20.0148906708;12.5;5;26.8067884445;
24;3;25.1000003815;20.0672264099;8;39.3347454071;2;20.0315284729;12.5;5;26.8825509548;
25;3;23.8004245758;19.5;8;40.4324605465;2;19.625;13.2530202866;7;26.9600640535;
26;3;23.8297386169;20.5;8;40.6602882147;3;19.625;13.2840251923;6;27.0392494202;
27;3;23.8595657349;21.5;9;40.9047005177;3;19.625;13.3156995773;6;27.120018959;
28;3;23.2714099884;22.5;9;41.1668902636;3;20.1020050049;12.5;6;27.2022752762;
29;3;22.3500671387;23.5;9;41.4480600357;3;20.1205120087;12.5;6;27.2859115601;
30;3;21.4344177246;24.5;10;41.7493933439;3;18.1393299103;13.5;8;27.3708124161;
31;3;20.5248184204;25.5;10;42.072016716;3;17.1584320068;14.5;8;27.4568536282;
32;3;19.6216049194;26.5;11;42.4169538021;3;16.1777915955;15.5;8;27.5439035892;
33;3;18.7250862122;27.5;11;42.7850706577;3;15.1973781586;16.5;9;27.6318233013;
34;3;17.835521698;28.5;12;43.1770131588;3;14.5921602249;17.5;9;27.7204678059;
35;3;17.8531036377;29.5;12;43.5931382179;4;14.6121053696;18.5;7;37.8096864223;
36;4;17.9779415131;30.5;12;44.0334403515;4;15.6321792603;19.5;7;38.2993237972;
37;4;18.1100311279;31.5;13;44.497480154;4;16.0;21.5;6;38.7636225224;
38;4;18.2492446899;32.5;14;44.9843165874;4;17.0;23.5;6;39.2011601925;
39;4;17.0;32.5;14;45.4924521446;4;18.0;24.6554546356;6;39.6111934185;
40;4;19.0;33.5;14;46.0197963715;4;19.0;25.7184104919;7;39.9935908318;
41;4;20.5076618195;34.5;15;46.5636548996;5;20.0;26.781211853;6;40.3487451077;
42;4;20.0;35.5;15;47.1207518578;5;21.0;27.8437423706;7;40.677478075;
43;4;21.0;36.5;16;47.6872859001;5;21.5082206726;28.9058933258;8;40.980941534;
44;4;22.0;37.5;16;48.2590227127;5;21.6051368713;29.9675559998;8;41.2605204582;
45;4;23.0;38.5;16;48.8314237595;5;21.6916885376;31.0286254883;8;41.517749548;
46;4;24.0;39.5;16;49.3997998238;5;21.7686290741;32.0890007019;9;41.7542414665;
47;4;26.0;37.7007751465;16;50.9594812393;5;22.8367462158;30.1485862732;9;41.867552042;
48;4;29.0;37.7631111145;18;51.683046937;5;24.720199585;31.1485862732;9;42.9500255585;
49;4;29.0;39.8237533569;18;52.4185858965;5;26.7387561798;33.1485862732;9;43.1610001326;
50;4;29.1000003815;41.8826446533;19;53.0833765268;5;28.756975174;34.5;9;43.3858016729;
51;4;30.1000003815;40.9397277832;20;53.7589206696;5;29.1369724274;36.5;10;43.6257653236;
52;4;31.1000003815;41.9949760437;20;54.4477164745;5;30.7407989502;36.5;10;43.8822619915;
53;4;32.0999984741;42.0483474731;21;55.1527431011;6;30.4750003815;38.5;10;45.156663537;
54;4;30.1000003815;43.0998344421;22;55.7231519222;6;32.4510421753;38.5;11;45.4903047085;
55;4;31.1000003815;42.0993728638;23;56.3184328079;6;33.160320282;37.5;11;45.845615387;
56;4;29.1000003815;43.0989532471;23;56.9412596226;6;31.9889602661;38.5;12;46.2236943245;
57;4;29.1000003815;44.0985794067;23;57.5935573578;6;33.0491714478;37.5;13;46.6254197359;
58;4;30.1000003815;42.0982398987;21;58.2762022018;6;31.7376003265;39.5;13;47.0513728857;
59;4;31.1000003815;42.0979385376;22;58.9637055397;7;32.4749984741;43.3482894897;11;48.5017585754;
60;4;29.1000003815;43.0976638794;20;59.4813342094;7;35.2633857727;39.5;14;49.1463247538;
61;4;29.1000003815;44.0759124756;19;60.1220107079;7;34.8485336304;41.5;14;49.8411977291;
62;4;29.1000003815;45.0563354492;19;62.6646518707;7;35.0463562012;42.5;15;50.5885382891;
63;4;30.5439987183;43.9088134766;23;64.7068295479;7;34.5277748108;45.4816627502;16;51.3900799751;
64;4;29.8349075317;45.5037994385;22;66.2529778481;7;35.370349884;45.5;16;52.2293915749;
65;5;31.0;43.8864517212;18;77.1595625877;7;36.0666427612;44.5;17;53.09303689;
66;5;31.0;45.9910430908;19;78.5514178276;7;35.5121269226;43.5;18;54.014513731;
