Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;2;8.0;10.1999998093;4;21.0;
5;1;8.0;10.0;6;20.0;2;8.14999961853;10.0;4;21.0900000334;
6;1;9.0;10.0;5;20.0;2;9.24524974823;10.0;3;21.1871190071;
7;1;9.5;10.0;5;20.0;2;9.76710128784;10.0;3;21.2917383909;
8;1;9.5;10.0;5;20.3999996185;2;9.79064083099;10.0;3;21.817143321;
9;1;9.59000015259;10.1999998093;5;20.7264003754;2;9.90885734558;10.1999998093;3;22.2793469429;
10;1;9.66343975067;10.3632001877;5;20.9903717041;2;10.0128526688;10.3632001877;3;22.6900259256;
11;2;9.72283363342;10.7951860428;4;23.0419120789;2;10.1052560806;10.4951858521;3;23.9506295919;
12;2;10.184431076;11.0209560394;4;23.9543504715;2;10.3888921738;11.0209560394;4;25.0538563728;
13;2;11.9568338394;11.4571752548;4;24.7025904655;2;12.2042226791;11.4571752548;4;26.0146684647;
14;2;13.9568338394;11.8107032776;4;25.3068172932;2;14.2042226791;11.8107032776;4;26.8543052673;
15;2;15.9568338394;12.0916318893;4;25.789717555;2;16.2042217255;12.0916318893;4;27.5962526798;
16;2;16.9854335785;12.3113050461;4;26.1736010313;2;17.3919029236;12.3113050461;4;28.2632865906;
17;2;17.9954986572;12.4808797836;3;26.2577478886;2;18.4656772614;12.4808797836;4;28.6547400951;
18;2;19.0058269501;12.5;3;26.3048160076;2;19.5451507568;12.5;4;29.0328326225;
