Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;9.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;9.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;10.0;10.0;5;20.0;
6;1;8.55000019073;8.5;4;17.0;1;11.0;10.0;5;20.0;
7;1;8.82499980927;8.5;4;17.0;1;11.0;10.0;5;20.3999996185;
8;1;8.82499980927;8.5;4;17.0;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;8.82499980927;8.89999961853;3;18.3400001526;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;9.12650108337;8.67000007629;3;18.7053438425;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;9.2087020874;8.81392192841;3;19.0298973322;2;11.9125738144;11.0209560394;4;23.9143505096;
12;2;9.28172779083;8.93486309052;3;20.0695227385;2;12.1743059158;11.4571752548;4;24.6414065361;
13;2;9.51564216614;9.39324569702;4;20.9953879118;2;14.9125738144;11.8107032776;5;25.2234597206;
14;2;11.3395872116;9.78903102875;4;21.8117841482;2;16.9125728607;12.0916318893;5;25.6831918955;
15;2;13.3395872116;10.1240053177;4;22.5282959938;2;17.9307479858;12.3113050461;5;26.0429104567;
16;2;15.0206890106;11.0918416977;4;23.1576933861;2;18.9369182587;12.4808797836;5;26.1018965244;
17;2;16.4472522736;10.6309299469;4;23.7140722275;2;19.9431419373;12.5;5;26.1228116751;
18;2;17.4892864227;10.8157100677;4;24.211452961;2;20.9494171143;12.5;5;26.1438889503;
19;2;18.5345859528;10.9637317657;4;24.5001921654;2;21.8431663513;12.5;5;26.1651208401;
