Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;9.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;9.0;10.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;10.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;11.0;10.0;5;20.0;
7;1;8.82499980927;8.5;5;17.0;1;11.0;10.0;5;20.3999996185;
8;1;8.82499980927;8.5;5;17.0;1;11.1199998856;10.1999998093;4;20.7264003754;
9;1;8.82499980927;8.5;5;17.3400001526;1;11.2179203033;10.3632001877;4;20.9903717041;
10;1;8.9015007019;8.67000007629;5;17.6278438568;1;11.2971115112;10.4951858521;4;22.0419120789;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;11.9125738144;11.0209560394;3;23.9143505096;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;12.1743059158;11.4571752548;3;24.7514065504;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;14.1743059158;11.8107032776;3;25.4586948156;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;16.1743049622;12.0916318893;3;26.0603342056;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;16.8180999756;12.3113050461;3;26.5800945759;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;16.9740276337;12.4808797836;3;26.8187118769;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;18.9323978424;12.5;3;27.0402543545;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;19.9988594055;12.5;3;27.2842636108;
19;1;16.0206890106;10.9637317657;6;22.0;2;21.072063446;12.5;4;27.5518820286;
20;1;16.9500007629;11.0;7;22.0;2;22.1523475647;12.5;4;27.8440244198;
21;1;16.9500007629;11.0;7;22.0;2;22.3532066345;12.5;4;28.1613030434;
22;1;16.9500007629;11.0;7;22.0;2;22.4483909607;12.5;4;28.5039470196;
23;1;16.9500007629;11.0;7;22.0;2;22.5511837006;12.5;4;28.871723175;
24;1;16.9500007629;11.0;7;22.0;3;22.6615161896;12.5;4;29.263862133;
25;1;16.9500007629;11.0;8;22.0;4;22.7791595459;12.5;3;29.6789975166;
26;1;16.9500007629;11.0;8;22.0;4;22.9036998749;12.5;3;30.1151270866;
27;1;16.9500007629;11.0;7;22.0;4;23.034538269;12.5;2;30.5695996284;
28;1;16.9500007629;11.0;7;22.0;4;23.170879364;12.5;2;31.0391392708;
29;1;16.9500007629;11.0;7;22.0;4;23.3117408752;12.5;2;31.5199065208;
30;1;16.9500007629;11.0;7;22.0;4;23.4559726715;12.5;2;32.007601738;
31;1;16.9500007629;11.0;7;22.0;4;23.6022796631;12.5;2;32.4976010323;
32;1;16.9500007629;11.0;7;22.0;4;23.7492790222;12.5;2;32.9851250648;
33;1;14.9500007629;12.0;6;22.0;4;23.8955383301;12.5;2;33.465420723;
34;1;13.9500007629;13.0;6;22.0;4;24.0396270752;12.5;2;33.9339466095;
35;1;12.9500007629;14.0;7;22.0;4;24.1801834106;12.5;2;34.3865451813;
36;1;12.0;15.0;7;22.0;4;24.3159637451;12.5;2;34.8195896149;
37;1;12.0;16.0;8;22.0;4;24.4458770752;12.5;2;35.2300891876;
38;1;12.0;17.0;9;22.0;4;24.569026947;12.5;2;35.6157541275;
39;1;12.0;18.0;9;22.0;4;24.6847267151;12.5;3;35.9750175476;
40;1;12.0;19.0;9;22.0;4;24.7925052643;12.5;3;36.307009697;
41;1;12.0;20.0;9;22.0;4;24.8921031952;12.5;3;36.6115064621;
42;1;12.0;21.0;10;22.0;4;24.9834518433;14.5;3;36.8888463974;
43;1;12.0;22.0;10;22.0;4;25.0666542053;16.5;2;37.1398382187;
44;1;12.0;23.0;11;22.0;0;0;0;0;0;
