Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.6999998093;4;21.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;11.6999998093;5;21.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;8.0;10.6999998093;5;21.0;
4;1;11.3487997055;15.8719997406;6;31.5135993958;1;8.14999961853;10.5;5;21.0;
5;1;12.3487997055;15.7567996979;6;31.3062400818;1;8.14999961853;10.5;5;21.0;
6;2;13.6487998962;15.6531200409;5;32.1196155548;2;9.14999961853;10.6999998093;4;22.0;
7;2;14.6358852386;15.5598077774;5;32.2184535265;2;9.95000076294;10.5;4;22.0900000334;
8;2;14.6655359268;15.5218267441;5;32.3533899784;2;9.9702501297;10.5;4;22.618019104;
9;2;14.7060165405;15.4876441956;5;33.8861632347;2;10.0890541077;10.7100000381;4;23.0738848448;
10;2;16.8086414337;16.1171722412;5;35.0908515453;2;10.1916246414;10.8792181015;4;23.442843914;
11;2;18.8086414337;16.5693645477;5;36.0699470043;2;10.2746400833;11.0;4;25.2073103189;
12;2;20.8086414337;16.884393692;5;36.7445731163;2;10.6716451645;11.7700004578;5;26.7482377291;
13;2;22.1244659424;17.0200004578;6;37.2077968121;2;12.3826637268;12.4126424789;5;28.074546814;
14;2;23.2634334564;17.0200004578;6;37.7356848717;2;14.3826637268;12.9308347702;5;29.2133922577;
15;2;24.4218006134;17.0200004578;6;38.3320322037;2;16.3826637268;13.3366470337;5;30.2012972832;
16;2;25.4996089935;17.0200004578;6;38.9990124702;2;17.6041641235;13.6469516754;5;31.0766849518;
17;2;25.6997032166;17.0200004578;7;39.7365655899;2;18.696352005;13.879781723;5;31.7709991932;
18;2;25.9209690094;17.0200004578;8;40.5418000221;2;19.7984752655;14.0;5;32.2698645592;
19;2;26.1625404358;17.0200004578;8;41.4085030556;2;20.9107208252;14.0;5;32.8134241104;
20;2;26.4225502014;17.0200004578;9;42.3268766403;2;21.383020401;14.0;5;33.400015831;
21;3;26.6980628967;17.0200004578;9;43.2836065292;2;21.5150032043;14.0;5;34.0264167786;
22;3;26.985080719;17.0200004578;9;44.2623558044;2;21.6559429169;14.0;5;34.6877307892;
23;3;27.2787055969;17.0200004578;9;45.2446880341;2;21.8047389984;14.0;6;35.3773875237;
24;3;27.5734062195;17.0200004578;10;46.2113513947;2;21.9599113464;14.0;6;36.0872850418;
25;3;27.8634052277;17.0200004578;10;47.1437559128;2;22.119638443;14.0;6;36.8080816269;
26;3;28.1431274414;17.0200004578;10;48.0254087448;2;22.2818183899;14.0;6;37.5296325684;
27;3;28.407623291;17.0200004578;10;48.8430786133;2;22.4441661835;14.0;6;38.2415313721;
28;3;28.652923584;17.0200004578;10;49.5875139236;2;22.6043434143;14.0;6;38.9337024689;
29;3;26.652923584;18.0200004578;9;50.2536449432;2;22.7600822449;14.0;6;39.5969734192;
30;3;27.652923584;17.0200004578;9;50.8403129578;2;20.9093170166;15.0;7;40.2235612869;
31;3;28.652923584;17.0200004578;10;51.3496456146;2;20.0503005981;16.0;7;40.8074121475;
32;3;29.4048938751;17.0200004578;10;51.7862567902;2;19.1816673279;17.0;7;41.344373703;
33;3;29.5358772278;17.0200004578;10;52.1563987732;2;18.302482605;18.0;7;41.8321943283;
34;3;29.6469192505;17.0200004578;12;52.4672050476;2;17.4122428894;19.0;6;42.2703714371;
35;3;29.7401618958;19.0200004578;12;52.7260704041;3;17.2108345032;20.0;5;42.6598997116;
36;3;29.8178215027;21.0200004578;13;52.8720016479;3;17.2984771729;21.0;5;43.0029563904;
37;3;29.8615989685;23.0200004578;13;52.8720016479;3;17.3756656647;22.0;5;43.3025722504;
38;4;28.2966403961;25.0200004578;12;65.6220016479;3;17.4430789948;23.0;6;43.5623226166;
39;4;29.2754402161;28.0200004578;12;66.2595014572;3;17.5015220642;24.0;8;43.7860584259;
40;4;30.2754402161;29.0200004578;12;66.8435316086;3;17.5518627167;25.0;8;43.9776916504;
41;4;31.2754402161;30.0200004578;13;67.3714418411;3;17.5949802399;26.0;6;44.0;
42;4;32.2754402161;30.5700569153;13;67.842754364;3;17.6000003815;27.0;6;44.0;
43;4;33.2754402161;30.5229244232;13;68.2588281631;3;18.6000003815;25.0;6;44.0;
44;4;34.2754402161;30.4813175201;13;68.6224451065;3;17.6000003815;26.0;7;44.0;
45;4;35.2754402161;30.4449558258;14;68.9373836517;3;17.6000003815;27.0;9;44.0;
46;4;36.2754402161;30.4134616852;14;69.2080230713;4;18.6000003815;25.0;4;72.75;
47;4;37.2754402161;30.3863983154;14;69.4390106201;4;16.6000003815;28.0;5;74.7625007629;
48;4;37.730594635;30.3633003235;14;69.6220016479;4;18.6000003815;31.0;6;76.2967796326;
49;4;37.8129386902;30.3450012207;16;69.6220016479;4;20.6000003815;34.0;6;77.4120597839;
50;4;37.8129386902;30.3450012207;16;69.6220016479;4;21.6000003815;37.0;8;78.1932144165;
51;4;37.8129386902;30.3450012207;16;69.6220016479;4;20.6000003815;40.0;9;78.725528717;
52;4;37.8129386902;30.3450012207;16;69.6220016479;4;20.6000003815;42.0;9;78.75;
53;4;37.8129386902;30.3450012207;16;69.6220016479;4;21.0;44.0;11;78.75;
54;4;37.8129386902;30.3450012207;17;71.7895030975;4;23.0;43.0;11;78.75;
55;4;38.466003418;30.947265625;18;73.4120674133;4;24.0;42.0;11;78.75;
56;4;38.9618415833;31.3531684875;18;74.6145267487;4;26.0;42.0;13;78.75;
57;4;39.3352584839;31.6163978577;19;75.1516857147;4;29.0;40.0;12;78.75;
58;4;37.4437789917;32.6054420471;19;75.3439998627;4;29.6000003815;41.0;11;78.75;
59;4;34.4682655334;34.5999984741;15;75.3439998627;4;30.0250015259;42.0;13;78.75;
60;4;32.4682655334;36.5999984741;15;75.3439998627;4;31.0250015259;40.0;13;78.75;
61;4;30.4682655334;38.5999984741;15;75.3439998627;4;28.0250015259;42.0;13;78.75;
62;4;29.0360012054;40.5999984741;16;75.3439998627;4;27.0250015259;44.0;15;79.75;
63;4;28.0360012054;42.5999984741;17;75.3439998627;4;28.4249992371;44.0;14;79.7799999714;
64;4;27.0360012054;44.5999984741;16;75.3439998627;4;29.4249992371;44.0;15;79.8105909824;
65;4;26.0360012054;46.5999984741;16;75.3439998627;4;30.4249992371;45.0;15;79.841766119;
66;4;25.0360012054;48.5999984741;15;75.3439998627;5;29.4249992371;45.0;14;79.8735172749;
67;4;25.1000003815;47.6000022888;17;75.3439998627;5;28.6777915955;48.0;14;79.9058350325;
68;4;24.1000003815;49.6000022888;18;75.3439998627;5;29.4249992371;47.5779190063;15;79.9387089014;
69;4;24.1000003815;51.6000022888;18;75.3439998627;5;29.4249992371;46.5943527222;17;79.9721269608;
70;4;25.1000003815;50.6000022888;19;75.3439998627;6;28.6999778748;48.0;17;82.1779510975;
71;4;24.1000003815;52.6000022888;20;75.3439998627;6;29.0765628815;50.628036499;17;85.0506993532;
72;4;24.1000003815;54.6000022888;20;75.3439998627;6;29.5282783508;49.651550293;19;88.1256281137;
73;4;25.1000003815;53.6000022888;21;75.3439998627;6;30.8248329163;50.6756362915;16;89.6472798586;
74;4;24.1000003815;55.6000022888;21;75.3439998627;6;33.0;49.7002906799;15;90.1691596508;
75;5;26.1000003815;55.6000022888;21;76.3439998627;6;32.0;51.7254981995;15;90.5660202503;
76;5;27.1000003815;55.6000022888;21;76.4639998674;6;32.0;53.7512435913;16;90.909209013;
