Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.6999998093;4;21.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;11.6999998093;5;21.0;
3;1;11.3999996185;16.0;6;31.3753604889;1;8.0;10.6999998093;5;21.0;
4;1;11.2750720978;15.6876802444;6;30.8131847382;2;8.14999961853;10.6999998093;4;22.0;
5;1;12.2750720978;15.4065923691;6;30.307226181;2;8.29999923706;10.5;4;22.0900000334;
6;1;13.2750720978;15.1536130905;6;29.8518638611;2;9.39524936676;10.5;4;22.1871190071;
7;1;13.9555587769;14.9259319305;6;29.522518158;2;9.99210166931;10.5;4;22.2917383909;
8;1;13.8567552567;14.761259079;6;29.0909385681;2;10.0156412125;10.5;4;22.8371437788;
9;1;13.7272815704;14.5454692841;6;29.0080528259;2;10.1383571625;10.7100000381;4;23.3113827705;
10;1;15.8567552567;14.504026413;6;28.9334564209;2;10.2450618744;10.8792181015;4;23.6996542215;
11;1;16.856754303;14.4667282104;6;28.866317749;2;10.3324222565;11.0;4;25.4997080564;
12;1;17.856754303;14.4331588745;6;28.8058929443;2;10.7374343872;11.7700004578;5;27.0797379017;
13;2;19.856754303;14.4029464722;5;29.7515106201;2;12.4572515488;12.4126424789;5;28.4485538006;
14;2;21.856754303;14.3757553101;5;29.8706128597;2;14.4572515488;12.9308347702;5;29.6330289841;
15;2;22.9611854553;14.3512840271;5;30.0208855867;2;16.4572525024;13.3366470337;5;30.669192791;
16;2;23.0062675476;14.3292598724;7;30.2052431107;2;17.7094402313;13.6469516754;5;31.5947263241;
17;2;23.0615730286;14.3094377518;7;30.4268431664;2;18.8129119873;13.879781723;5;32.3400559425;
18;2;23.1280517578;14.29159832;7;30.6889925003;2;19.9265136719;14.0;5;32.8895044327;
19;2;23.2066993713;14.2755422592;7;30.995029211;2;21.0501403809;14.0;5;33.4816474915;
20;2;23.2985095978;14.261092186;9;31.3481462002;2;21.5333709717;14.0;5;34.1130428314;
21;2;23.4044418335;14.2480869293;9;31.7511787415;2;21.6754341125;14.0;5;34.7785673141;
22;2;23.525352478;14.2363824844;10;32.2063348293;2;21.825176239;14.0;5;35.4714341164;
23;2;23.6618995667;14.2258481979;10;32.7148947716;2;21.9810714722;14.0;6;36.1833543777;
24;2;23.8144683838;14.2163677216;10;33.2768769264;2;22.141254425;14.0;6;36.9048519135;
25;2;22.5247001648;15.2078351974;10;33.8907160759;2;22.3035907745;14.0;6;37.6257123947;
26;3;21.6680831909;16.2001552582;7;54.552986145;2;22.4657840729;14.0;6;38.3355398178;
27;3;22.664352417;17.1932449341;7;56.4582014084;2;22.6254959106;14.0;6;39.0243473053;
28;3;23.6609916687;18.1870231628;7;58.2163763046;3;23.7804775238;14.5;5;40.6831235886;
29;3;24.6579704285;19.1814250946;7;59.8231220245;3;24.9287014008;14.5;5;41.4643012285;
30;3;25.655248642;19.7285652161;7;61.2825269699;3;23.3294658661;15.0;5;42.2258182764;
31;3;26.6527996063;20.2454948425;8;62.603272438;3;22.5008087158;16.0;5;42.9666728973;
32;4;25.6527996063;21.7679481506;8;63.7955513;3;21.6674995422;17.0;5;43.6878896952;
33;4;25.6527996063;23.2831306458;8;64.853685379;3;20.8297748566;18.0;5;44.3922860622;
34;4;25.6527996063;24.783039093;9;65.5710716248;3;19.9882640839;19.0;5;45.0841095448;
35;4;26.6527996063;23.783039093;10;66.2457752228;3;19.8439254761;20.0;5;45.768584013;
36;4;25.1527996063;25.783039093;10;66.8707818985;3;19.9979305267;21.0;6;46.4514193535;
37;4;26.1527996063;27.7639160156;11;67.4414997101;3;20.1515693665;22.0;6;47.1383004189;
38;4;27.1527996063;29.7617454529;11;67.9557132721;3;20.3061180115;23.0;6;47.834397316;
39;5;28.1527996063;31.2597942352;9;83.41335392;3;20.4627399445;24.0;7;48.5427899361;
40;5;30.1527996063;33.2580375671;11;84.5661277771;3;20.622127533;25.0;7;49.1086950302;
41;5;32.1528015137;35.2564544678;13;85.5864677429;3;20.7494564056;26.0;8;49.7161855698;
42;5;33.137676239;37.2550354004;13;86.4775123596;3;20.8861427307;27.0;8;50.3611893654;
43;5;33.1369857788;39.2537536621;14;87.2462863922;3;22.0312690735;25.0;9;51.0379443169;
44;5;33.1363639832;41.2526016235;15;87.9025039673;3;21.1835384369;26.0;10;51.7390680313;
45;5;33.1358032227;43.2515640259;13;88.4024524689;3;22.3412914276;26.0;11;52.4557781219;
46;5;34.1352996826;42.250629425;14;88.7087001801;3;23.5025501251;27.0;11;53.1782588959;
47;5;33.1348457336;44.249786377;15;88.9629325867;3;24.6651077271;28.0;11;53.8961582184;
48;5;33.134437561;46.2490310669;15;89.0788078308;3;25.8266372681;29.0;12;54.5991659164;
49;5;34.1340713501;45.2483520508;16;89.077583313;3;26.9848136902;30.0;12;55.2776012421;
50;5;33.1337356567;47.2477378845;17;89.0764808655;3;28.1374607086;29.0;13;55.9229507446;
51;5;33.1334381104;49.2471885681;18;89.0754890442;3;28.5826644897;29.0;14;56.5282850266;
52;5;34.1331710815;47.8466949463;18;89.074596405;3;28.7188644409;29.0;14;57.088514328;
53;5;33.1329307556;48.846244812;18;89.0737934113;3;28.84491539;29.0;14;57.6004695892;
54;5;33.1327133179;49.8458404541;19;89.0730705261;3;28.960105896;29.0;15;58.0628213882;
55;5;34.1325187683;47.8454818726;19;89.0724201202;3;29.0641345978;29.0;15;58.4758720398;
56;5;33.1323432922;48.8451538086;19;89.0718345642;4;29.1570701599;29.0;14;58.8412618637;
57;5;33.1321868896;49.8448638916;19;91.9955329895;4;29.2392845154;29.0;15;59.1616458893;
58;5;34.6829986572;48.4373321533;20;94.3016490936;4;29.3113708496;29.0;16;59.4403705597;
59;5;34.1028251648;49.8936767578;20;96.0929374695;5;29.3740825653;29.0;15;59.6811828613;
60;5;34.4158554077;51.2403335571;20;97.2842693329;5;29.4282646179;29.0;15;59.8879890442;
61;5;34.5953178406;52.4087219238;21;97.885761261;5;29.4747962952;29.0;15;60.0;
62;5;35.6494750977;50.487991333;22;97.885761261;5;27.5;30.0;15;60.0;
63;5;34.6494750977;51.487991333;22;97.885761261;5;26.5;31.0;16;61.0;
64;5;34.6494750977;52.487991333;23;97.885761261;5;26.5;33.0;16;61.0299999714;
65;5;35.6494750977;50.487991333;23;97.885761261;5;26.5;35.0;16;61.0605909824;
66;5;34.6494750977;51.487991333;24;97.885761261;5;25.5;37.0;16;61.091766119;
67;5;34.6494750977;52.487991333;24;97.885761261;5;25.2000007629;39.0;17;62.9344341755;
68;6;35.6494750977;50.487991333;20;112.885761261;5;24.5632476807;39.0;18;65.4318234921;
69;7;35.6494750977;52.487991333;20;113.935760498;5;27.4014415741;38.5891418457;18;66.7009090185;
70;7;36.6494750977;54.487991333;22;114.890735626;5;27.7566986084;39.0;18;67.4977416992;
71;8;37.6494750977;53.487991333;21;115.740139008;5;29.8020076752;38.6347579956;18;68.1192002296;
72;8;36.6494750977;55.487991333;22;116.480314255;5;29.0065040588;40.6584396362;19;68.6234320402;
73;8;36.6494750977;57.487991333;22;117.113542557;5;31.3330612183;40.6826896667;20;68.7452950478;
74;8;35.6494750977;57.487991333;22;117.646577835;5;33.1183776855;40.665145874;20;68.8714463711;
75;8;33.6494750977;60.4879837036;23;118.089057922;5;28.7999992371;43.4357261658;21;69.0018889904;
