Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.6999998093;4;21.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;11.6999998093;5;21.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;8.0;10.6999998093;5;21.0;
4;1;11.3487997055;15.8719997406;6;31.5135993958;1;8.14999961853;10.5;5;21.0;
5;2;12.6487998962;15.7567996979;5;32.3062400818;2;8.14999961853;10.6999998093;4;22.0;
6;2;13.6487998962;15.6531200409;5;31.7670725584;2;9.375;10.5;4;22.0900000334;
7;2;14.5301218033;15.3754882812;5;31.3640059233;2;9.9702501297;10.5;4;22.1871190071;
8;2;14.4092025757;15.1658592224;5;31.0029556751;2;9.99210166931;10.5;4;22.7236096859;
9;2;14.3008871078;14.9771928787;5;31.0168048143;2;10.1128120422;10.7100000381;3;23.1884489059;
10;2;16.4235458374;14.9683532715;5;31.0330294371;2;10.2174015045;10.8792181015;3;23.5668647289;
11;2;18.4235458374;14.9603977203;5;31.0514434576;2;10.3025445938;11.0;3;25.3486820459;
12;2;20.4235458374;14.9532375336;5;31.0718785524;2;10.703453064;11.7700004578;4;26.9087285995;
13;2;21.4530029297;14.9467935562;5;31.0941802263;2;12.4187746048;12.4126424789;4;28.2558913231;
14;2;22.4631729126;14.9409942627;4;31.118205905;2;14.4187746048;12.9308347702;4;29.4172105789;
15;2;23.3354606628;14.9357748032;4;31.1438251734;2;16.4187736511;13.3366470337;4;30.428994894;
16;2;23.3431472778;14.9310770035;6;31.1709194183;2;17.6553955078;13.6469516754;4;31.3293325901;
17;2;22.9561100006;15.3220157623;6;31.1993764639;2;18.7531986237;13.879781723;4;32.049197197;
18;2;22.9538269043;15.3290309906;6;31.2290940285;2;19.8610706329;14.0;4;32.573600769;
19;2;23.3687267303;14.9196195602;6;31.2599761486;2;20.9790611267;14.0;4;33.1419348717;
20;2;23.37799263;14.9165372849;8;31.2919331789;2;21.4569339752;14.0;4;33.7516689301;
21;2;23.3875789642;14.9137630463;8;31.3248817921;2;21.5941238403;14.0;4;34.3986358643;
22;3;22.4577178955;14.9112663269;8;40.1524300575;2;21.739692688;14.0;4;35.0769786835;
23;3;23.0508708954;15.6177434921;9;40.974719882;2;21.8923187256;14.0;5;35.7792286873;
24;3;24.476228714;14.9069976807;9;41.7928545475;2;22.0503253937;14.0;5;36.4965333939;
25;3;25.0487957001;15.6497125626;9;42.5945073366;2;22.2117195129;14.0;6;37.2190332413;
26;3;26.0479125977;15.666217804;9;43.3681384325;2;22.3742828369;14.0;6;37.9363632202;
27;3;25.5063037872;15.9035406113;9;44.1036908627;2;22.5356807709;14.0;6;38.6382322311;
28;3;27.0479125977;15.7001132965;9;44.7931132317;2;22.6936016083;14.0;6;39.3150119781;
29;3;26.5279846191;15.9007396698;9;45.4306708574;2;22.8458766937;14.0;6;39.9582691193;
30;4;26.5389175415;16.9007396698;8;46.0130152702;2;20.9906101227;15.0;6;40.5611724854;
31;4;26.0113582611;17.9007396698;8;46.5390415192;2;20.1262626648;16.0;6;41.1187410355;
32;4;25.2415046692;18.9007396698;8;47.0095875263;2;19.2517166138;17.0;7;41.627913475;
33;4;24.4465827942;19.9007396698;8;47.4270319939;2;18.3662796021;18.0;7;42.0874586105;
34;4;23.6276798248;20.9007396698;8;47.7948701382;3;18.4696769714;19.5;6;43.4977617264;
35;4;23.7384681702;21.9007396698;9;48.1173024178;3;19.2619972229;20.0;6;44.0205298662;
36;4;23.8766765594;22.9007396698;9;48.3988842964;3;19.3436203003;21.0;6;44.5222107172;
37;4;24.9964523315;22.9007396698;9;48.6442444324;3;19.4151554108;22.0;6;45.0090713501;
38;4;26.0998916626;23.9007396698;10;48.7224669456;3;19.4773635864;23.0;7;45.4879060984;
39;4;27.1280918121;25.8925476074;10;48.7625772953;3;19.5310897827;24.0;7;45.965726614;
40;4;28.1391239166;27.2171726227;10;49.8026146889;3;19.5772151947;25.0;8;46.375654459;
41;4;29.5375003815;29.216835022;11;50.0033768415;3;19.6000003815;26.0;9;46.7230784893;
42;5;31.5375003815;31.2165317535;10;50.2279891968;3;19.6000003815;27.0;9;47.1118502617;
43;5;33.1719436646;31.2162590027;10;50.4793550968;3;20.6000003815;25.0;10;47.544028759;
44;5;34.1827697754;32.2160110474;11;50.7605278492;3;19.6000003815;26.0;10;48.0209121704;
45;5;33.5785293579;34.2157897949;12;51.0746335983;3;20.6000003815;26.0;10;48.5427899361;
46;5;34.2451019287;33.2155914307;12;51.4247746468;3;21.6000003815;27.0;10;49.1086950302;
47;5;34.2555770874;33.2154121399;13;51.8138926029;3;22.6000003815;28.0;10;49.7161855698;
48;5;34.2659683228;33.2152519226;13;52.2445969582;3;23.6000003815;29.0;11;50.3611893654;
49;5;34.276260376;33.2151069641;14;53.7189574242;3;24.6000003815;30.0;11;51.0379443169;
50;5;34.578086853;35.2149772644;15;54.3457680941;3;25.6000003815;29.0;12;51.7390680313;
51;6;34.578086853;38.4390983582;15;55.8497703075;3;25.8999996185;29.0;13;52.4557781219;
52;7;35.3056716919;40.2149772644;10;66.5699001551;3;25.8999996185;29.0;14;53.1782588959;
53;7;34.578086853;45.2149772644;10;67.7732498646;3;25.8999996185;29.0;14;53.8961582184;
54;7;35.2508926392;49.3353004456;10;69.0008410215;3;25.8999996185;29.0;14;54.5991659164;
55;7;35.3198890686;52.3347473145;11;70.2738227844;3;25.8999996185;29.0;15;55.2776012421;
56;7;35.394821167;55.0142478943;11;71.5869902372;4;26.8999996185;30.0;14;56.9229507446;
57;7;35.4759674072;55.1846923828;11;74.383654356;4;27.8999996185;31.0;16;57.6882849932;
58;7;36.2585220337;56.1155128479;12;76.9573931694;4;27.8999996185;32.0;17;58.4322582483;
59;7;36.6223831177;57.0532150269;12;79.2166059017;5;27.8999996185;33.0;16;59.1545934677;
60;7;36.9625549316;57.9971008301;11;81.2101037502;5;27.8999996185;34.0;17;59.8569933176;
61;7;37.2821846008;57.509437561;11;83.0392785072;5;27.8999996185;34.0;17;60.5428626537;
62;7;37.5237007141;59.4466247559;11;84.8153653145;5;27.8999996185;34.0;18;61.2169163227;
63;7;35.6674880981;61.911819458;13;86.5861124992;5;27.8999996185;34.0;13;61.8847243786;
64;8;34.8200378418;63.9074783325;13;88.3451256752;5;27.8999996185;34.0;11;62.5522208214;
65;9;36.8772735596;62.9008979797;11;100.086122274;5;27.8999996185;34.0;10;63.2252116203;
66;9;39.1428756714;62.8921928406;11;102.198201418;5;27.8999996185;34.0;10;63.9089012146;
67;9;38.1428756714;65.8815307617;12;104.229909897;5;27.8999996185;34.0;12;64.5427899361;
68;9;39.7428779602;68.3105926514;12;106.209666014;5;27.8999996185;34.0;11;66.1086950302;
69;10;41.7000007629;70.1552200317;11;108.12584281;5;28.8999996185;35.0;11;68.6583585739;
70;11;43.7000007629;71.0991668701;11;109.967656612;5;28.0890007019;37.4199981689;12;70.9200348854;
71;11;46.7000007629;72.0455856323;12;111.725368977;5;29.2291622162;37.7314720154;13;72.9440052509;
72;11;46.7000007629;70.9948196411;11;114.39054656;5;27.3310565948;39.957901001;14;74.5337475538;
73;11;47.7000007629;71.9889984131;11;116.025807261;6;28.3500003815;40.0;13;75.9737423658;
74;11;51.2628288269;74.9857788086;11;117.216691136;6;26.75;41.0;13;77.3075525761;
75;12;53.3858375549;77.8969802856;10;118.347018242;6;27.75;40.0;15;78.2540977001;
