Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.6999998093;4;21.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;11.6999998093;5;21.0;
3;1;11.3999996185;16.0;5;32.0;1;8.0;10.6999998093;5;21.0;
4;1;11.3999996185;16.0;5;31.5391998291;1;8.14999961853;10.5;5;21.0;
5;1;12.3999996185;15.7695999146;5;31.1244792938;2;8.14999961853;10.6999998093;4;22.0;
6;1;13.3999996185;15.5622396469;5;30.7512321472;2;9.375;10.5;4;22.0900000334;
7;1;14.2253694534;15.3756160736;5;30.331949234;2;9.9702501297;10.5;4;22.1871190071;
8;1;14.0995845795;15.165974617;5;29.9545936584;2;9.99210166931;10.5;4;22.7236096859;
9;2;14.2863779068;14.9772968292;4;30.9368934631;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;16.3995838165;14.9684467316;4;31.1424769163;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;18.3995838165;14.9604816437;4;31.396017313;2;10.3025445938;11.0;4;25.3486820459;
12;2;20.3995838165;14.9533138275;4;31.7057452202;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;21.6431903839;14.9468622208;4;31.9292542934;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;22.7591934204;14.8652801514;5;32.2430906296;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;23.6729278564;14.7918558121;5;32.6558861732;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;23.7967662811;14.7257738113;5;33.1761102676;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;23.952835083;14.6663007736;5;33.8111572266;2;18.7531986237;13.879781723;5;32.049197197;
18;2;24.1433486938;14.6127748489;5;34.5661621094;2;19.8610706329;14.0;5;32.573600769;
19;2;24.3698501587;14.5646009445;5;35.4425749779;2;20.9790611267;14.0;5;33.1419348717;
20;2;24.6327705383;14.5212450027;5;36.4366297722;2;21.4569339752;14.0;5;33.7516689301;
21;2;24.9309883118;14.4822244644;5;37.5379705429;2;21.5941238403;14.0;5;34.3986358643;
22;2;25.261390686;14.4471063614;5;38.728758812;2;21.739692688;14.0;5;35.0769786835;
23;2;25.6186275482;14.4154996872;5;39.9836759567;2;21.8923187256;14.0;6;35.7792286873;
24;2;23.6015605927;15.3870534897;6;41.2710962296;2;22.0503253937;14.0;6;36.4965333939;
25;2;24.5861988068;14.3614521027;6;42.5555200577;2;22.2117195129;14.0;6;37.2190332413;
26;2;25.5723743439;14.3384113312;7;43.8009710312;3;23.3742828369;14.3000001907;5;38.9363632202;
27;2;26.5599327087;14.3176746368;7;44.9747314453;3;24.5356807709;14.3000001907;6;39.7982321978;
28;2;27.4924201965;14.2990112305;7;46.0506019592;3;24.6936016083;14.5799999237;6;40.6587558985;
29;2;27.8151798248;14.2822141647;7;47.0109901428;3;25.1482200623;14.0;6;41.5123929977;
30;2;26.11236763;15.2822141647;7;47.847486496;3;22.9906101227;15.7770614624;6;42.3553444147;
31;3;26.3714790344;16.2822151184;6;49.5600337982;3;22.1262626648;16.8970851898;6;43.1857316494;
32;3;26.592590332;17.9822158813;6;50.1697614193;3;21.2517166138;18.0334949493;6;44.003567934;
33;3;25.592590332;16.9924507141;6;50.6730117798;3;20.9008026123;18.0;6;44.8105370998;
34;3;25.592590332;17.0027313232;6;51.0830008984;3;19.4696769714;20.0;6;45.6096119881;
35;3;25.592590332;17.9422187805;6;51.4135853052;3;19.2619972229;21.5559253693;6;46.4045586586;
36;3;27.5452690125;20.9422187805;7;51.6173117161;3;19.3436203003;22.7720146179;6;47.1993789673;
37;3;28.5409317017;23.9422187805;7;51.6192038059;3;19.4151554108;24.0104560852;6;47.9977374077;
38;3;29.5370254517;25.9422187805;7;51.6224433184;3;19.4773635864;25.2713947296;7;48.8024291992;
39;3;30.5335121155;27.9422187805;7;51.6263155937;3;20.5310897827;24.2713947296;7;49.6149215698;
40;3;31.1524963379;29.9093208313;7;51.6312698126;3;20.8633575439;25.0;7;50.3611893654;
41;3;31.1496505737;29.9664421082;7;51.6371949911;3;21.0312690735;26.0;8;51.0379443169;
42;3;31.1470890045;29.9722995758;8;51.6439934969;3;21.1835384369;27.0;8;51.7390680313;
43;4;31.14478302;29.9785938263;7;51.6515753269;3;20.6000003815;26.0;9;52.4557781219;
44;4;31.1427078247;29.1621665955;7;51.6598581076;3;20.6000003815;26.0;10;53.1782588959;
45;4;31.1408405304;29.9923286438;8;51.668769002;3;22.6000003815;26.0;11;53.8961582184;
46;4;29.1408405304;31.0024871826;8;51.6782428026;3;23.8266372681;27.0;11;54.5991659164;
47;4;28.1408405304;32.0126495361;8;51.6882199049;3;24.9848136902;28.0;11;55.2776012421;
48;5;26.4762992859;32.9487724304;7;66.6986446381;3;23.1374607086;31.0;12;55.9229507446;
49;5;28.4762992859;31.1590538025;9;67.4594670534;3;22.2826652527;34.0;12;56.5282850266;
50;5;28.4762992859;32.967338562;9;69.1400153637;3;21.2826652527;33.0;12;57.088514328;
51;6;32.4762992859;34.9634819031;8;70.7894175053;3;21.2826652527;33.0;13;57.6004695892;
52;6;33.4675292969;38.2705192566;9;71.9146425724;3;22.2826652527;34.0;14;58.0628213882;
53;6;32.4667282104;41.1765022278;11;72.9208089113;4;22.7641353607;35.0;14;58.4758720398;
54;7;30.6174907684;44.0948638916;8;83.8054924011;4;22.8570709229;36.0;14;58.8412618637;
55;7;33.2827377319;45.2485046387;9;84.9732613564;4;23.9392852783;34.0;14;59.1616458893;
56;8;35.2985992432;46.2475280762;8;86.0080497265;4;25.0113716125;33.0;15;59.4403705597;
57;8;36.9466438293;48.2466506958;8;89.1619226933;4;26.0740833282;32.0;15;59.6811828613;
58;8;39.5942459106;50.5868301392;8;91.7565850019;4;27.1282653809;31.0;15;59.8879890442;
59;8;41.4317932129;51.8875541687;9;93.877694726;4;28.1747970581;30.0;15;60.0;
60;8;42.1655769348;53.0971260071;9;95.4221760035;4;29.2000007629;29.0;16;60.0;
61;8;39.5181236267;56.8515167236;9;96.4648929834;4;27.2000007629;30.0;16;60.0;
62;8;39.2908554077;58.162322998;14;98.1382039785;4;26.2000007629;31.0;16;60.0;
63;9;40.3160705566;61.1847610474;13;98.7844011784;4;25.2000007629;32.0;17;60.0;
64;9;40.8490524292;64.0205230713;13;99.4322522879;4;24.2000007629;33.0;17;60.0;
65;9;40.8490524292;68.0668792725;14;100.086675167;4;23.2000007629;34.0;17;61.0;
66;9;40.8490524292;71.1876983643;16;100.752815127;4;24.2000007629;36.0;17;61.0499999523;
67;9;41.4268341064;73.2759780884;17;101.400309682;4;25.2000007629;38.0;18;61.1019749641;
68;10;41.4569015503;76.2990722656;16;101.970023632;4;25.4479446411;40.0;18;61.1559499502;
69;10;40.8490524292;79.8457565308;16;103.58441174;4;25.2000007629;42.0;19;63.0466225147;
70;10;40.8490524292;82.0923461914;18;104.445680976;5;24.3080005646;42.0;19;64.5968148708;
71;11;39.8490524292;86.6579360962;16;118.734041572;5;24.7036800385;42.0;20;65.8637208939;
72;11;41.8490524292;88.9444961548;16;120.635635853;5;23.4814510345;41.7230644226;21;66.6606274843;
73;11;42.8490524292;91.1321640015;17;122.281398535;5;23.8992996216;41.0;21;67.2845213413;
74;12;43.7531433105;94.416847229;16;124.967115998;5;23.0065040588;40.8355789185;22;67.7936366796;
75;12;42.7273445129;100.153305054;17;126.726053476;5;23.4535675049;40.0;24;67.9228926897;
