Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.6999998093;4;21.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;11.6999998093;5;21.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;8.0;10.6999998093;5;21.0;
4;1;11.3487997055;15.8719997406;6;31.5135993958;1;8.14999961853;10.5;5;21.0;
5;1;12.3487997055;15.7567996979;6;31.3062400818;1;8.14999961853;10.5;5;21.0;
6;2;13.6487998962;15.6531200409;5;32.1196155548;1;9.14999961853;10.5;5;21.0;
7;2;14.6358852386;15.5598077774;5;32.1632535458;1;9.72500038147;10.5;5;21.0;
8;2;14.648976326;15.5218267441;5;32.2274535894;2;9.72500038147;10.6999998093;4;22.4200000763;
9;2;14.6682357788;15.4876441956;5;33.6561509371;2;10.044500351;10.7100000381;4;22.8584362268;
10;2;16.7396373749;16.1171722412;5;34.7507475615;2;10.1431493759;10.8792181015;4;23.2088999748;
11;2;18.7396373749;16.5693645477;5;35.593398571;2;10.2220020294;11.0;4;24.9397995472;
12;2;20.7396373749;16.884393692;5;36.1013624668;2;10.6114549637;11.7700004578;5;26.4434549809;
13;2;21.9315032959;17.0200004578;6;36.3639519215;2;12.3140878677;12.4126424789;5;27.7287436724;
14;2;23.0102806091;17.0200004578;6;36.6538891792;2;14.3140878677;12.9308347702;5;28.8229112625;
15;2;24.0972614288;17.0200004578;6;36.972420454;2;16.3140888214;13.3366470337;5;29.7627468109;
16;2;25.0917263031;17.0200004578;6;37.3204276562;2;17.5054893494;13.6469516754;5;30.5871584415;
17;2;25.1961288452;17.0200004578;6;37.6983187199;2;18.5862083435;13.879781723;5;31.2283332348;
18;3;25.3094959259;17.0200004578;6;38.1059169769;2;19.6763763428;14.0;5;31.6729285717;
19;3;25.4317741394;17.0200004578;7;38.5423560143;2;20.7764091492;14.0;5;32.1624221802;
20;4;25.5627059937;17.0200004578;7;39.0059924126;2;21.2365436554;14.0;5;32.6967763901;
21;4;25.7017974854;17.0200004578;7;39.494348526;2;21.3567733765;14.0;5;33.2746315002;
22;4;25.8483047485;17.0200004578;7;40.0040926933;2;21.4867916107;14.0;5;33.8931016922;
23;4;26.0012283325;17.0200004578;7;40.5310745239;2;21.6259460449;14.0;6;34.5476427078;
24;4;26.1593208313;17.0200004578;7;41.0704131126;2;21.7732181549;14.0;6;35.2320256233;
25;4;24.3211231232;18.0200004578;5;41.6166472435;2;21.9272041321;14.0;6;35.9384479523;
26;4;23.484992981;19.0200004578;5;43.1639356613;2;22.0861492157;14.0;6;36.6577949524;
27;4;23.649181366;20.0200004578;6;43.7430950403;2;22.248003006;14.0;6;37.3800458908;
28;4;23.8118877411;21.0200004578;6;44.3124324083;2;22.4105091095;14.0;6;38.0948009491;
29;4;22.8118877411;20.5572872162;6;44.8664522171;2;22.5713291168;14.0;6;38.7918672562;
30;4;23.2119998932;20.5766582489;6;46.4002546072;2;20.7281684875;15.0;7;39.4618406296;
31;4;23.5579071045;19.0200004578;7;46.9833164215;2;19.8789138794;16.0;7;40.0966157913;
32;4;24.5701065063;20.0200004578;7;47.5434360504;3;19.0217380524;17.0;6;40.6897592545;
33;4;24.9281406403;21.0200004578;8;48.0785048008;3;18.1551952362;18.0;6;41.2367181778;
34;4;24.4235515594;22.0200004578;7;48.5873428583;3;17.2782611847;19.0;6;41.7348527908;
35;4;23.1793518066;23.0200004578;8;49.0696265697;3;17.090341568;20.0;6;42.1833162308;
36;4;22.7208862305;24.0200004578;8;49.5257838964;3;17.1912460327;21.0;6;42.5828151703;
37;4;23.8577346802;25.0200004578;8;49.9568570852;3;17.2811336517;22.0;7;42.9353084564;
38;4;24.5499267578;28.0200004578;8;50.3643629551;3;17.3604450226;23.0;7;43.2436761856;
39;5;25.6195774078;31.0200004578;7;60.7501456738;3;17.4298267365;24.0;7;43.5114040375;
40;5;27.723739624;35.0200004578;7;61.5162478685;4;18.4900665283;25.5;7;44.7423057556;
41;5;28.8608570099;39.0200004578;9;62.2391986847;4;19.5420188904;26.0;7;45.1002961397;
42;5;31.9166946411;40.0200004578;11;62.8796080351;4;19.8475666046;27.0;7;45.3437439203;
43;5;33.9957695007;40.9078063965;12;63.3865897655;5;20.90234375;25.0;5;45.5541238785;
44;5;35.5736465454;41.6809387207;14;63.8719422817;5;19.949678421;26.0;5;45.7941719294;
45;5;37.111038208;41.6752586365;16;64.3359769583;5;20.0036888123;27.0;5;46.0669906139;
46;5;37.2303009033;41.6725311279;16;64.7793804407;5;20.6000003815;27.0;5;46.375654459;
47;5;37.3430709839;41.6726341248;17;65.203112483;5;22.1345214844;28.0;6;46.7230784893;
48;5;37.4496650696;41.6754150391;18;65.6083099842;5;22.6000003815;29.0;6;47.1118502617;
49;5;38.0936889648;40.7551803589;18;65.9962031841;5;23.6000003815;30.0;6;47.544028759;
50;5;38.2035484314;40.7380828857;19;66.3680460453;5;25.6000003815;32.0;6;49.0209121704;
51;5;38.3084869385;40.722946167;21;66.6209843159;5;28.5047054291;32.0;6;49.7027899027;
52;6;38.3776626587;40.7200012207;20;66.8469057083;5;28.92212677;32.0;7;50.4524389505;
53;6;36.4386634827;41.7200012207;20;67.0746488571;5;29.0494556427;33.0;8;51.2703094482;
54;6;36.4332275391;41.7200012207;20;67.3035748005;5;29.1861419678;34.0;8;52.1553612947;
55;6;37.8167991638;41.7200012207;24;67.5330252647;5;29.3312683105;34.8970870972;11;53.1049349308;
56;6;36.623916626;41.7200012207;24;69.7694766521;6;29.4835357666;35.033493042;11;54.1147224903;
57;6;35.8899841309;42.6940002441;24;71.5524923801;6;29.6412887573;34.0;11;55.1788566113;
58;6;36.4420585632;42.7488632202;25;72.9934072495;6;29.8025493622;35.0;13;56.2901091576;
59;7;37.6529541016;43.2578163147;24;73.8331441879;7;29.9651069641;35.5559234619;10;79.1901869774;
60;7;36.8031539917;44.2990951538;24;74.4675729275;7;31.1266365051;36.7720146179;10;81.4575777054;
61;7;35.0512962341;46.3343086243;25;74.9349544048;7;33.1895179749;36.0;10;83.5514073372;
62;7;34.9475288391;47.0;25;75.4014720917;7;34.4595870972;37.0;11;85.47909832;
63;7;34.1360015869;50.0;25;75.864303112;8;35.7321205139;38.0;10;88.2548370361;
64;7;34.1360015869;51.7583770752;28;76.3207111359;8;35.8688049316;41.0;10;89.9251592159;
65;8;34.1360015869;52.9683265686;27;76.7681188583;8;39.0139312744;41.0;12;91.4490048885;
66;8;35.1360015869;51.1741333008;27;77.2041721344;8;39.8212966919;43.0;13;92.6436555386;
67;8;33.1360015869;51.2228927612;29;77.6267926693;8;42.3097839355;43.0;14;93.8051674366;
68;8;33.1360015869;52.2714233398;29;78.034216404;8;44.312412262;44.0;15;97.2945975065;
69;8;35.1360015869;53.2228927612;30;78.4250142574;9;43.7628288269;45.4199981689;14;100.305146933;
70;8;34.1360015869;55.7917556763;30;78.7981035709;9;44.9975242615;44.7314720154;15;102.803238034;
71;8;34.1360015869;57.9160919189;31;79.1527366638;9;44.5316390991;45.957901001;15;104.560886979;
72;8;35.1360015869;57.0325393677;32;79.4884843826;9;44.0404205322;47.6523895264;16;106.088803411;
73;8;34.1360015869;59.1409988403;33;79.8052082062;10;44.0546112061;48.0;14;122.450720549;
74;8;34.1360015869;61.2414855957;33;80.1030240059;11;42.97133255;51.7011680603;14;124.56012702;
