Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;10.0;10.0;3;20.0;2;11.3000001907;10.0;4;21.0;
7;1;11.0;10.0;3;20.0;2;11.3000001907;10.0;4;21.3999996185;
8;1;11.0;10.0;3;20.3999996185;2;11.4200000763;10.1999998093;4;21.7264003754;
9;1;11.1199998856;10.1999998093;2;20.7264003754;2;11.5179204941;10.3632001877;4;21.9903717041;
10;1;11.2179203033;10.3632001877;2;20.9903717041;2;11.597111702;10.4951858521;4;23.0719120502;
11;1;11.2971115112;10.4951858521;2;22.0419120789;2;11.9215736389;11.0209560394;4;23.9749414921;
12;1;11.6125736237;11.0209560394;2;22.9143505096;2;13.9215736389;11.4571752548;4;24.7131726742;
13;1;13.2971115112;11.4571752548;2;23.6214065552;2;15.9215736389;11.8107032776;5;25.3067810535;
14;1;14.2971115112;11.8107032776;1;24.1832637787;2;16.94962883;12.0916318893;5;25.7784451246;
15;1;15.2971115112;12.0916318893;1;24.6226100922;2;17.9593238831;12.3113050461;5;26.1504684687;
16;1;16.2971115112;12.3113050461;1;24.9617595673;2;18.9691867828;12.4808797836;5;26.2221269608;
17;0;0;0;0;0;2;19.9792118073;12.5;5;26.2560760975;
