Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;10.0;10.0;5;20.0;1;15.0;10.0;5;20.0;
6;1;11.0;10.0;5;20.0;1;16.0;10.0;5;20.3999996185;
7;1;11.0;10.0;5;20.3999996185;1;17.0;10.1999998093;5;20.7264003754;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;17.4358406067;10.3632001877;5;21.8194274902;
9;1;11.2179203033;10.3632001877;5;20.9903717041;1;18.0916557312;10.9097137451;5;22.7316036224;
10;1;11.2971115112;10.4951858521;5;22.0419120789;1;19.0916557312;11.3658018112;5;23.4745616913;
11;1;11.6125736237;11.0209560394;5;22.9143505096;1;20.0916557312;11.7372808456;5;24.0673980713;
12;1;11.8743057251;11.4571752548;5;23.6214065552;1;21.0916557312;12.0336990356;6;24.5325260162;
13;1;13.6125736237;11.8107032776;6;24.1832637787;1;22.0916557312;12.2662630081;6;24.892534256;
14;1;14.6125736237;12.0916318893;6;24.6226100922;1;23.0916557312;12.446267128;6;25.0;
15;1;15.6125736237;12.3113050461;6;24.9617595673;1;24.0916557312;12.5;6;25.0;
16;1;16.6125736237;12.4808797836;6;25.0;1;25.0916557312;12.5;6;25.0;
17;1;17.6125736237;12.5;6;25.0;1;26.0916557312;12.5;6;25.0;
18;1;18.6125736237;12.5;6;25.0;1;27.0;12.5;7;25.0;
19;1;19.5;12.5;7;25.0;1;27.0;12.5;7;25.0;
20;1;19.5;12.5;7;25.0;1;27.0;12.5;7;25.0;
21;1;19.5;12.5;7;25.0;1;27.0;12.5;6;25.0;
22;1;19.5;12.5;8;25.0;1;27.0;12.5;6;25.0;
23;1;19.5;12.5;8;25.0;1;27.0;12.5;6;25.0;
24;1;19.5;12.5;8;25.0;1;27.0;12.5;6;25.0;
25;1;19.5;12.5;8;25.0;1;27.0;12.5;6;25.0;
26;1;19.5;12.5;8;25.0;1;27.0;12.5;6;25.0;
27;1;19.5;12.5;8;25.0;1;27.0;12.5;6;25.0;
28;1;19.5;12.5;8;25.0;1;27.0;12.5;6;25.0;
29;1;19.5;12.5;8;25.0;1;27.0;12.5;6;25.0;
30;1;19.5;12.5;8;25.0;1;27.0;12.5;6;25.0;
31;1;19.5;12.5;8;25.0;1;27.0;12.5;6;25.0;
32;1;19.5;12.5;9;25.0;1;27.0;12.5;6;25.0;
33;1;19.5;12.5;9;25.0;1;27.0;12.5;7;25.0;
34;1;19.5;12.5;9;25.0;1;27.0;12.5;7;25.0;
35;1;19.5;12.5;9;25.0;1;27.0;13.5;7;25.0;
36;1;19.5;12.5;9;25.0;1;27.0;14.5;7;25.0;
37;1;19.5;12.5;9;25.0;1;27.0;15.5;8;25.0;
38;1;19.5;12.5;9;25.0;1;27.0;16.5;8;25.0;
39;1;19.5;12.5;8;25.0;1;27.0;17.5;8;25.0;
40;1;19.5;12.5;8;25.0;1;27.0;17.5;9;25.0;
41;1;19.5;12.5;8;25.0;1;27.0;17.5;9;25.0;
42;1;19.5;12.5;9;25.0;1;27.0;17.5;10;25.0;
43;1;19.5;12.5;9;25.0;1;27.0;17.5;10;25.0;
44;1;19.5;12.5;10;25.0;2;27.0;17.5;9;25.0;
45;1;19.5;12.5;10;25.0;2;27.0;17.5;9;25.0;
