Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;5;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;5;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;10.0;10.0;5;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;11.0;10.0;5;20.0;1;8.55000019073;8.5;4;17.0;
7;1;11.0;10.0;5;20.3999996185;1;8.82499980927;8.5;4;17.0;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;8.82499980927;8.5;4;17.0;
9;2;11.5179204941;10.3632001877;3;21.9903717041;1;8.82499980927;8.5;4;17.3400001526;
10;2;11.597111702;10.4951858521;3;23.0819120407;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;11.9245738983;11.0209560394;3;23.99553442;1;8.96626472473;8.81392192841;4;17.869726181;
12;2;13.9245738983;11.4571752548;3;24.7449600697;1;9.02068901062;8.93486309052;4;18.786491394;
13;2;15.9245738983;11.8107032776;4;25.3503712416;1;9.22696018219;9.39324569702;5;19.5780620575;
14;2;16.9627056122;12.0916318893;4;25.8344515562;1;11.0206890106;9.78903102875;5;20.2480106354;
15;2;17.9761257172;12.3113050461;4;26.2195074558;1;12.0206890106;10.1240053177;5;20.8052330017;
16;2;18.9898986816;12.4808797836;4;26.3048160076;1;13.0206890106;10.4026165009;5;21.2618598938;
17;2;20.0040187836;12.5;4;26.3530313969;1;14.0206890106;10.6309299469;5;21.6314201355;
18;2;21.0184822083;12.5;4;26.4023760557;1;15.0206890106;10.8157100677;5;21.9274635315;
19;2;21.9207134247;12.5;5;26.4528282881;1;16.0206890106;10.9637317657;5;22.0;
20;2;21.9358482361;12.5;5;26.5043625832;1;16.9500007629;11.0;5;22.0;
21;2;21.9513092041;12.5;5;26.5569496155;1;16.9500007629;11.0;5;22.0;
22;2;21.9670848846;12.5;5;26.6105561256;1;16.9500007629;11.0;6;22.0;
23;2;21.9831676483;12.5;5;26.6651450396;1;16.9500007629;11.0;7;22.0;
24;2;21.9995441437;12.5;5;26.72067523;1;16.9500007629;11.0;7;22.0;
25;2;19.5;13.9301691055;4;26.7771017551;1;16.9500007629;11.0;7;22.0;
26;2;20.5;12.944275856;4;26.8343759775;1;16.9500007629;11.0;8;22.0;
27;2;19.0503120422;13.5;5;26.8924454451;1;16.9500007629;11.0;8;22.0;
28;2;18.0677337646;14.5;6;26.9512542486;2;16.9500007629;11.0;8;37.0;
29;2;17.0853767395;15.5;6;27.0107431412;2;17.9500007629;11.0;8;37.75;
30;3;16.1032218933;16.5;5;27.0708494186;2;16.9500007629;12.0;8;38.4193744659;
31;3;15.121254921;17.5;5;27.1315076351;2;16.9500007629;13.0;8;39.0072898865;
32;3;14.6394519806;18.5;6;27.1926498413;2;16.9500007629;14.0;8;39.5162696838;
33;3;14.6577949524;19.5;7;27.2542052269;2;17.0;15.0;8;39.9513263702;
34;3;14.6762619019;20.5;7;27.3161010742;2;18.0;16.0;8;40.3190898895;
35;3;14.6948299408;21.5;8;27.3782629967;2;19.0;17.0;8;40.6270179749;
36;3;15.7134790421;19.5;8;27.4406147003;2;19.588104248;18.0;9;40.8827629089;
37;3;16.0;19.4762458801;9;27.5030794144;3;19.6648292542;19.0;8;41.0;
38;3;14.7509241104;19.5;9;27.5655794144;3;19.7000007629;20.0;8;41.0;
39;3;15.0;18.5;9;27.628036499;3;19.7000007629;21.0;8;41.0;
40;3;16.0;17.5512142181;10;27.690372467;3;19.7000007629;22.0;8;41.0;
41;3;17.0;16.5761489868;12;27.7525100708;4;20.7000007629;24.0;7;42.0;
42;3;18.0;15.6010036469;12;27.8143725395;4;21.7000007629;24.0;8;42.0750000477;
43;3;19.0;14.6257486343;12;27.8758842945;4;21.7000007629;26.0;9;42.1548187733;
44;3;17.8627662659;14.5;12;27.936971426;4;21.7000007629;27.2702999115;9;42.2396422625;
45;3;18.0;13.5;12;27.9975619316;4;21.7000007629;28.3636074066;10;42.32964468;
46;3;16.899269104;13.5;13;28.0575861931;4;21.7000007629;29.4626083374;12;42.4249849319;
47;3;17.9172763824;15.5;13;28.1169772148;4;21.7000007629;30.567483902;13;42.5258028507;
48;3;18.0;17.5;13;28.1756706238;4;21.7000007629;31.6783828735;13;42.6322153807;
49;3;19.0;19.5;14;28.2336053848;4;22.7000007629;31.6783828735;13;42.7443124056;
50;3;20.0;21.5;15;28.2907235622;4;23.7000007629;32.6783828735;13;42.8621526957;
51;3;21.0;22.5;15;28.346971035;4;24.7000007629;33.6783828735;13;42.9857594967;
52;4;21.5;23.5;15;28.4022974968;4;25.7000007629;34.6783828735;14;43.1151165962;
53;4;21.5;23.8609199524;16;28.4566559792;5;26.6500015259;35.6783828735;10;68.2501642704;
54;4;22.5;22.5;16;28.5100040436;5;27.6500015259;36.4751815796;11;70.1407959461;
55;4;21.5;23.5;16;28.5623030663;5;28.6500015259;36.6298751831;12;71.6912295818;
56;4;21.5;23.9249210358;17;28.6135182381;5;29.2207946777;34.6298751831;12;72.9252181053;
57;4;21.5;23.9454078674;17;28.6636190414;5;29.2548313141;34.0;13;73.8892433643;
58;4;22.5;22.5;17;28.7125790119;5;29.289981842;34.0;13;74.6375238895;
