Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;6;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;6;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;10.0;10.0;5;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;11.0;10.0;5;20.0;1;8.55000019073;8.5;5;17.0;
7;1;11.0;10.0;5;20.3999996185;1;8.82499980927;8.5;4;17.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;8.82499980927;8.5;4;17.0;
9;2;11.5179204941;10.3632001877;4;21.9903717041;1;8.82499980927;8.5;4;17.3400001526;
10;2;11.597111702;10.4951858521;4;23.0819120407;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;11.9245738983;11.0209560394;4;23.99553442;2;8.96626472473;9.21392154694;3;18.869726181;
12;2;13.9245738983;11.4571752548;4;24.7449600697;2;9.24568939209;8.93486309052;3;19.8614914417;
13;2;15.9245738983;11.8107032776;4;25.3503712416;2;9.46883487701;9.39324569702;4;20.7328808308;
14;2;16.6051120758;12.0916318893;4;25.8344515562;2;11.2805233002;9.78903102875;4;21.4876528978;
15;2;16.7503356934;12.3113050461;4;26.2195074558;2;13.2805233002;10.1240053177;4;22.1348776817;
16;2;16.865852356;12.4808797836;4;26.3048160076;2;15.0206890106;10.9344739914;4;22.6868448257;
17;2;18.7782287598;12.5;4;26.3530313969;2;16.0206890106;11.2009239197;4;23.1572229862;
18;2;19.7926940918;12.5;4;26.4023760557;2;17.0206890106;11.4260311127;4;23.5596789122;
19;2;20.8074970245;12.5;5;26.4528282881;2;18.3879375458;10.9637317657;4;23.7443124056;
20;2;21.8226318359;12.5;5;26.5043625832;2;18.9500007629;11.697725296;4;23.8621526957;
21;2;21.9513092041;12.5;5;26.5569496155;2;18.9500007629;11.7448606491;4;23.9857594967;
22;2;21.9670848846;12.5;5;26.6105561256;2;18.9500007629;11.794303894;5;24.1151165962;
23;2;21.9831676483;12.5;5;26.6651450396;2;18.9500007629;12.0575580597;6;24.2501642704;
24;2;21.9995441437;12.5;5;26.72067523;2;19.456287384;11.0;6;24.3907959461;
25;2;22.0162029266;12.5;5;26.7771017551;2;18.9500007629;12.0;6;24.5368545055;
26;2;22.0331306458;12.5;5;26.8343759775;2;18.9500007629;12.2684268951;6;24.6881308556;
27;2;21.5;13.2337503433;6;26.8924454451;2;18.9500007629;12.3440656662;6;24.8443615437;
28;2;22.0677337646;12.5;7;26.9512542486;2;18.9500007629;12.4221811295;8;25.005228281;
29;2;22.0853767395;12.5;7;27.0107431412;3;18.9500007629;12.5026140213;7;37.4914922714;
30;2;20.1032218933;13.5;6;27.0708494186;4;17.9500007629;14.5851793289;6;38.3293585777;
31;2;19.1212539673;14.5;6;27.1315076351;4;17.9500007629;15.5851793289;7;39.1200118065;
32;2;17.5;15.5;7;27.1926498413;4;17.9500007629;17.1604938507;7;39.8587954044;
33;3;16.5;16.5;6;27.2542052269;4;18.0;18.3181495667;7;40.5433270931;
34;3;15.5;17.5;6;27.3161010742;4;19.0;19.4778575897;7;41.1732521057;
35;3;14.5;18.5;6;27.3782629967;4;20.0;20.639081955;7;41.7498774529;
36;3;14.0;19.5;6;27.4406147003;4;21.0;21.8012599945;7;42.275759697;
37;3;14.0;20.5;6;27.5030794144;4;22.0;22.9638156891;7;43.7542891502;
38;3;14.0;21.5;6;27.5655794144;4;24.0;25.0261650085;7;44.2968295813;
39;3;15.0;19.5;7;27.628036499;4;25.3913383484;26.2844696045;8;44.8102788925;
40;3;14.0;20.5;7;27.690372467;5;25.4892597198;27.5507316589;6;45.2222794294;
41;3;14.0;21.5;7;27.7525100708;5;25.5375003815;27.6061534882;7;45.5361630917;
42;3;15.0;19.5;7;27.8143725395;5;25.5375003815;29.7619361877;7;45.8592735529;
43;3;14.0;20.5;7;27.8758842945;5;25.5375003815;31.3983459473;8;46.1917563677;
44;3;14.0;21.5;7;27.936971426;5;25.5375003815;32.6975784302;9;46.5337430239;
45;3;15.0;19.5;7;28.9975619316;5;25.5375003815;34.0053672791;9;46.8853332996;
46;3;15.0;20.5;7;29.0975861549;5;26.5375003815;35.0053672791;10;47.2465717793;
47;3;16.0;21.5;8;29.1981611252;5;27.5375003815;37.0053672791;10;48.6174213886;
48;3;17.0;21.5;8;29.2992241383;5;30.5375003815;37.0053672791;10;49.072735548;
49;3;18.0;22.5;8;29.4007128477;5;31.5375003815;40.0053672791;11;49.5420498848;
50;3;19.0;23.5;8;29.5025650263;5;33.7086105347;41.2096138;12;50.025100112;
51;3;20.0;25.5;9;29.6047189236;6;33.8073272705;42.2096138;10;60.5214192867;
52;3;21.0;27.5;9;29.7071135044;6;34.0858421326;45.2096138;11;61.4303133488;
53;3;22.0;27.5;9;29.809687376;6;35.1287460327;47.2096138;12;62.3252446651;
54;3;23.0;27.5;9;29.9123800993;6;35.1741104126;49.2096138;13;63.2037600279;
55;3;23.5;27.5;9;30.0151313543;6;35.2220001221;50.3944358826;13;64.0638357401;
56;3;23.5;27.5;10;30.1178808212;6;35.272441864;51.9147377014;14;64.9038220644;
57;3;23.5;27.5;10;30.2205686569;8;35.3254699707;52.3012542725;11;75.722379446;
