Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.6999998093;4;21.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.6999998093;5;21.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.6999998093;5;21.0;
4;1;11.8999996185;8.625;5;17.25;2;8.14999961853;10.6999998093;4;22.0;
5;1;12.8999996185;8.625;4;17.25;2;8.29999923706;10.5;4;22.0900000334;
6;1;13.8999996185;8.625;4;17.25;2;9.39524936676;10.5;4;22.1871190071;
7;1;14.8999996185;8.625;4;17.5949993134;2;9.99210166931;10.5;4;22.2917383909;
8;1;15.5569992065;8.79749965668;4;17.8861961365;2;10.0156412125;10.5;4;22.8371437788;
9;1;15.7317180634;8.94309806824;4;18.6667137146;2;10.1383571625;10.7100000381;4;23.3113827705;
10;1;16.2000274658;9.3333568573;4;19.3355960846;2;10.2450618744;10.8792181015;4;23.6996542215;
11;1;17.2000274658;9.6677980423;3;19.8991127014;2;10.3324222565;11.0;4;25.4997080564;
12;1;18.2000274658;9.94955635071;3;20.3669185638;2;10.7374343872;11.7700004578;5;27.0797379017;
13;1;19.2000274658;10.1834592819;3;20.7504444122;2;12.4572515488;12.4126424789;5;28.4485538006;
14;1;20.2000274658;10.3752222061;3;21.0616092682;2;14.4572515488;12.9308347702;5;29.6330289841;
15;1;21.2000274658;10.5308046341;4;21.25;2;16.4572525024;13.3366470337;5;30.669192791;
16;1;22.2000274658;10.625;4;21.25;2;17.7094402313;13.6469516754;5;31.5947263241;
17;1;23.2000274658;10.625;4;21.25;2;18.8129119873;13.879781723;5;32.3400559425;
18;1;24.2000274658;10.625;4;21.25;2;19.9265136719;14.0;5;32.8895044327;
19;1;24.75;10.625;4;21.25;2;21.0501403809;14.0;5;33.4816474915;
20;1;24.75;10.625;4;21.25;2;21.5333709717;14.0;5;34.1130428314;
21;1;24.75;10.625;5;21.25;2;21.6754341125;14.0;5;34.7785673141;
22;1;24.75;10.625;5;21.25;2;21.825176239;14.0;5;35.4714341164;
23;1;24.75;10.625;5;21.25;2;21.9810714722;14.0;6;36.1833543777;
24;1;24.75;10.625;5;21.25;2;22.141254425;14.0;6;36.9048519135;
25;1;24.75;10.625;5;21.25;2;20.2999992371;15.0;6;37.6257123947;
26;1;24.75;10.625;5;21.25;2;21.2999992371;14.0;6;38.3355398178;
27;2;24.75;10.625;4;21.25;2;22.2999992371;14.0;6;39.0243473053;
28;2;24.75;10.625;4;21.25;2;22.7804775238;14.0;6;39.6831235886;
29;2;24.75;10.625;4;21.25;2;22.9287014008;14.0;6;40.3043012619;
30;2;24.75;10.625;4;21.25;2;21.0684661865;15.0;7;40.8820743561;
31;2;24.75;10.625;4;21.25;2;20.1984672546;16.0;7;41.4125490189;
32;2;24.75;10.625;4;21.25;4;20.3178215027;17.5;5;42.8937177658;
33;2;24.75;10.625;4;21.25;4;20.4260864258;18.5;5;43.4852954149;
34;2;24.75;10.625;5;21.25;4;19.523191452;19.0;5;44.0521990061;
35;3;25.75;10.625;4;22.25;4;19.3094024658;20.0;5;44.5996294022;
36;3;24.75;11.625;4;22.4325000048;4;19.3852386475;21.0;5;45.1337410212;
37;3;25.75;10.625;4;23.4961485863;4;19.4514026642;22.0;6;45.6612622738;
38;3;26.75;12.625;4;24.4415646791;4;19.5087108612;23.0;6;46.1891396046;
39;3;27.6776885986;14.625;4;25.2906165123;4;19.5580348969;24.0;6;46.7230784893;
40;3;28.0133209229;16.625;4;26.0681374073;4;19.6000003815;25.0;6;47.1118502617;
41;3;28.2787971497;18.625;4;26.7991528511;4;19.6000003815;26.0;5;47.544028759;
42;3;29.486125946;20.625;5;27.3462896347;4;19.6000003815;27.0;5;48.0209121704;
43;4;30.4077720642;21.625;2;27.5464560986;4;20.6000003815;25.0;5;48.5427899361;
44;4;30.5278720856;21.9750003815;2;27.8394284248;4;19.6000003815;26.0;6;49.1086950302;
45;4;30.7036571503;21.8400001526;2;28.2241096497;4;20.6000003815;26.0;7;49.7161855698;
46;4;30.934463501;21.7185001373;2;28.697763443;4;21.6000003815;27.0;7;50.3611893654;
47;4;31.2186584473;21.6091499329;1;29.2554841042;4;22.6000003815;28.0;8;51.0379443169;
48;4;31.5532913208;21.5107345581;2;30.8897557259;4;23.6000003815;29.0;8;51.7390680313;
49;4;32.5338516235;21.4221611023;2;31.4401890039;4;24.6000003815;30.0;9;52.4557781219;
50;4;32.864112854;21.3424453735;2;32.058531642;4;25.6000003815;29.0;10;53.1782588959;
51;4;33.2351226807;21.2707004547;4;32.7275255919;4;25.8999996185;29.0;11;53.8961582184;
52;4;33.636516571;21.2061309814;4;33.4282618463;4;25.8999996185;29.0;11;54.5991659164;
53;4;34.0569572449;21.1480178833;4;34.1411833763;4;25.8999996185;29.0;11;55.2776012421;
54;4;34.4847106934;21.0957145691;4;34.8472751975;4;25.8999996185;29.0;11;55.9229507446;
55;4;34.7300682068;21.0486450195;4;35.5292711258;4;25.8999996185;29.0;11;56.5282850266;
56;4;35.1870956421;21.0062789917;5;36.1726745665;4;25.8999996185;29.0;11;58.088514328;
57;4;35.6161842346;20.9681510925;5;36.7664582878;4;26.8999996185;30.0;12;58.6204695702;
58;4;37.0111999512;21.9338378906;5;38.5166283995;4;27.8999996185;31.0;12;59.1030173302;
59;4;39.0607299805;23.2763214111;5;40.0412019044;4;28.1340427399;32.0;13;59.5364538431;
60;4;39.974899292;24.5522918701;5;41.3474535123;4;28.1386299133;33.0;13;59.9224127531;
61;4;40.7580680847;25.7712554932;6;42.449852474;4;28.1432590485;34.0;14;60.2635424137;
62;4;41.4189186096;26.9428215027;6;43.2158133537;4;28.1479263306;34.0;14;60.5631822348;
63;4;41.8779029846;27.0;6;43.7658711448;4;28.1526317596;34.0;16;60.8250718117;
64;4;42.2073364258;27.0;7;44.223650746;5;28.1573753357;34.0;15;61.0531098843;
65;4;42.4813995361;27.0;7;44.6000699103;5;27.8999996185;34.5825614929;16;61.1864993572;
66;6;42.7600440979;27.0;5;44.9065003544;5;27.8999996185;34.5932502747;15;61.2080165148;
67;6;40.7066383362;29.0;5;45.0910889879;5;27.8999996185;34.6040077209;15;61.2296639681;
68;6;39.7066383362;31.0;5;45.0921446308;5;27.8999996185;34.6148300171;16;61.2514331341;
69;6;38.7066383362;33.0;5;45.0932115316;6;27.8999996185;34.6257171631;15;63.0733145475;
70;6;37.7066383362;35.0;6;45.0942897946;6;26.0890007019;36.0566558838;15;64.5488376617;
71;6;36.7066383362;37.0;6;45.095379509;6;27.5206050873;34.7314720154;16;65.7349735498;
