Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.6999998093;4;21.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.6999998093;5;21.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.6999998093;5;21.0;
4;1;11.8999996185;8.625;5;17.25;1;8.14999961853;10.5;5;21.0;
5;1;12.8999996185;8.625;5;17.25;1;8.14999961853;10.5;5;21.0;
6;1;13.8999996185;8.625;5;17.25;2;9.14999961853;10.6999998093;4;22.0;
7;1;14.8999996185;8.625;5;17.5949993134;2;9.95000076294;10.5;4;22.0900000334;
8;2;16.5569992065;8.79749965668;4;18.8861961365;2;9.9702501297;10.5;4;22.618019104;
9;2;17.7317180634;8.94309806824;4;19.6867136955;2;10.0890541077;10.7100000381;4;23.0738848448;
10;2;19.2000274658;9.3333568573;3;20.3757920265;2;10.1916246414;10.8792181015;4;23.442843914;
11;2;21.2000274658;9.6677980423;3;20.9596945047;2;10.2746400833;11.0;4;25.2073103189;
12;2;23.2000274658;9.94955635071;3;21.4480694532;2;10.6716451645;11.7700004578;5;26.7482377291;
13;2;24.8487167358;10.1834592819;3;21.8523409367;2;12.3826637268;12.4126424789;5;28.074546814;
14;2;25.8611660004;10.3752222061;3;22.1844209433;2;14.3826637268;12.9308347702;5;29.2133922577;
15;2;26.873714447;10.5308046341;4;22.3938889503;2;16.3826637268;13.3366470337;5;30.2012972832;
16;2;27.8863601685;10.625;4;22.4151208401;2;17.6041641235;13.6469516754;5;31.0766849518;
17;2;28.89909935;10.625;4;22.4364993572;2;18.696352005;13.879781723;5;31.7709991932;
18;2;29.9119262695;10.625;4;22.4580165148;2;19.7984752655;14.0;5;32.2698645592;
19;2;30.4748096466;10.625;4;22.4796639681;2;20.9107208252;14.0;5;32.8134241104;
20;2;30.4877986908;10.625;4;22.5014331341;2;21.383020401;14.0;5;33.400015831;
21;2;30.5008602142;10.625;5;22.5233153105;2;21.5150032043;14.0;5;34.0264167786;
22;2;30.5139884949;10.625;5;22.5453014374;2;21.6559429169;14.0;5;34.6877307892;
23;2;30.527179718;10.625;5;22.5673824549;2;21.8047389984;14.0;6;35.3773875237;
24;2;30.540430069;10.625;5;22.5895489454;2;21.9599113464;14.0;6;36.0872850418;
25;2;27.75;12.2947740555;5;22.6117914915;2;22.119638443;14.0;6;36.8080816269;
26;2;28.75;11.3058958054;5;22.6341004372;2;22.2818183899;14.0;6;37.5296325684;
27;2;26.75;12.3170499802;5;22.6564661264;2;22.4441661835;14.0;6;38.2415313721;
28;2;27.75;11.3282327652;5;22.678878665;2;22.6043434143;14.0;6;38.9337024689;
29;2;28.75;11.3394393921;5;22.7013280392;3;23.7600822449;14.5;5;40.5969734192;
30;2;26.75;12.3506641388;6;22.7238043547;3;22.9093170166;15.0;5;41.3835612535;
31;3;27.75;11.3619022369;5;22.7462974787;3;22.3113002777;16.0;5;42.1511560678;
32;3;28.75;11.3731489182;5;22.7687973976;3;21.4840087891;17.0;5;42.8984975815;
33;3;30.661277771;13.3731489182;6;22.7912938595;3;20.6521606445;18.0;5;43.6263662577;
34;3;30.6747760773;15.3731489182;6;22.8137768507;3;19.8159313202;19.0;5;44.337362051;
35;3;30.6882667542;17.3731479645;6;22.8362361193;3;19.675907135;20.0;5;45.0355541706;
36;3;30.7017421722;19.3731498718;7;22.8586617708;3;19.8330001831;21.0;6;45.7260348797;
37;4;30.7151966095;20.625;6;35.6310436726;3;19.9883575439;22.0;6;46.4144225121;
38;4;31.7286262512;21.625;7;36.2908717394;3;20.143245697;23.0;6;47.1063513756;
39;4;32.742023468;22.625;7;36.8971666098;3;20.2989292145;24.0;7;47.8069705963;
40;4;33.7553825378;23.625;7;37.4472683668;3;20.4565677643;25.0;7;48.5204815865;
41;4;34.7686958313;24.625;8;37.9406895638;3;20.6171073914;26.0;8;49.1086950302;
42;4;35.7819633484;25.625;9;38.3787796497;3;20.7494564056;27.0;8;49.7161855698;
43;4;36.795173645;25.625;10;38.7643111944;3;21.8861427307;25.0;9;50.3611893654;
44;4;37.8083190918;25.625;11;39.1010534763;3;19.6000003815;27.0;11;51.0379443169;
45;4;38.8214035034;25.625;11;39.3933768272;3;20.6000003815;27.0;11;51.7390680313;
46;4;39.8344116211;25.625;12;39.6459196806;3;22.6000003815;28.0;11;52.4557781219;
47;4;38.8473472595;26.625;12;39.8503289223;3;24.5025501251;29.0;12;53.1782588959;
48;4;37.75;28.550163269;13;39.8716015816;3;25.6651096344;30.0;12;53.8961582184;
49;4;37.75;29.5608005524;13;39.8927206993;3;26.8266353607;30.0;13;54.5991659164;
50;4;37.75;30.5713615417;14;39.9136784077;3;27.9848117828;29.0;13;55.2776012421;
51;4;37.75;31.5818386078;14;41.1130012274;3;26.1374607086;30.0;14;55.9229507446;
52;4;37.75;32.5946273804;15;42.1102999449;3;25.2826633453;31.0;14;56.5282850266;
53;4;37.75;33.607334137;15;42.9289140701;3;24.2826633453;30.0;14;57.088514328;
54;4;37.75;34.6199607849;15;43.5942625999;3;23.2826633453;30.0;15;57.6004695892;
55;4;37.75;35.6324996948;15;43.9964747429;3;23.2826633453;31.0;16;58.0628213882;
56;4;36.9500007629;36.6449432373;17;44.0645670891;4;22.7641353607;32.0;15;58.4758720398;
57;4;35.9500007629;37.657283783;17;44.0890412331;4;22.8570709229;33.0;16;58.8412618637;
58;6;36.2000007629;39.6695213318;16;45.1132941246;4;22.939283371;34.0;16;59.1616458893;
59;7;37.2000007629;41.6816482544;16;45.1123160124;4;23.0113697052;35.0;17;59.4403705597;
60;7;37.2000007629;43.0686569214;16;45.1135975718;4;23.0740833282;36.0;16;59.6811828613;
61;7;37.2000007629;44.0805473328;18;45.1168797016;4;23.1282672882;37.0;17;59.8879890442;
62;7;38.2000007629;44.0805473328;19;45.1219291091;4;23.1747989655;38.0;17;60.0;
63;7;39.2000007629;45.0805511475;19;45.1285352111;4;23.2000007629;39.0;17;60.0;
64;7;40.2000007629;46.0805511475;20;46.1328603029;4;23.2000007629;40.0;19;60.0;
65;8;39.2000007629;50.0805511475;19;46.3295742869;4;23.2000007629;41.0;20;60.0;
66;8;39.2000007629;54.0805511475;19;48.3398749828;4;23.2000007629;42.0;21;61.0;
67;8;39.8479995728;57.1474990845;20;50.0924703479;4;25.2000007629;41.0;21;61.0299999714;
68;8;40.4006118774;59.6389656067;20;51.6316114664;4;25.2000007629;43.0;21;61.0605909824;
69;8;40.8645095825;61.6791915894;20;53.0066404343;4;25.2000007629;45.0;23;61.091766119;
70;8;41.2486953735;62.7198219299;20;54.1811141968;5;26.2000007629;44.0;22;62.9344341755;
