Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.6999998093;4;21.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.6999998093;5;21.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.6999998093;5;21.0;
4;1;11.8999996185;8.625;6;17.25;1;8.14999961853;10.5;5;21.0;
5;1;12.8999996185;8.625;6;17.25;2;8.14999961853;10.6999998093;4;22.0;
6;1;13.8999996185;8.625;6;17.25;2;9.375;10.5;3;22.0900000334;
7;2;15.5;8.625;5;18.5949993134;2;9.9702501297;10.5;3;22.1871190071;
8;2;16.156999588;8.79749965668;5;19.0461961031;2;9.99210166931;10.5;3;22.7236096859;
9;2;16.4277172089;8.94309806824;5;20.0568577051;2;10.1128120422;10.7100000381;3;23.1884489059;
10;2;17.0341129303;9.3333568573;5;20.9983452559;2;10.2174015045;10.8792181015;3;23.5668647289;
11;2;19.0341148376;9.6677980423;5;21.8833918571;2;10.3025445938;11.0;2;25.3486820459;
12;2;21.0341148376;9.94955635071;5;22.7285227776;2;10.703453064;11.7700004578;3;26.9087285995;
13;2;22.6169891357;10.1834592819;5;23.5522136688;2;12.4187746048;12.4126424789;3;28.2558913231;
14;2;23.1313285828;10.3752222061;5;24.3732509613;2;14.4187746048;12.9308347702;3;29.4172105789;
15;2;23.6239509583;10.5308046341;5;25.1474168301;2;16.4187736511;13.3366470337;3;30.428994894;
16;2;24.0884513855;10.625;5;25.813975811;2;17.6553955078;13.6469516754;3;31.3293325901;
17;2;24.4883842468;10.625;5;26.5641121864;2;18.7531986237;13.879781723;3;32.049197197;
18;2;24.9384670258;10.625;5;27.3976778984;2;19.8610706329;14.0;2;32.573600769;
19;2;25.4386062622;10.625;5;28.3107509613;2;19.9500007629;14.0;2;33.1419348717;
20;2;25.9864501953;10.625;5;29.2949666977;2;20.2999992371;14.0;2;33.7516689301;
21;2;28.5769805908;10.625;6;30.3371944427;2;20.2999992371;14.0;2;34.3986358643;
22;2;30.2023162842;10.625;6;31.4197340012;2;20.2999992371;14.0;2;35.0769786835;
23;2;31.8518409729;10.625;6;32.5211429596;2;20.2999992371;14.0;3;35.7792286873;
24;2;33.5126876831;10.625;6;33.6176967621;2;20.2999992371;14.0;3;36.4965333939;
25;2;34.1706161499;10.625;6;34.6853141785;2;20.2999992371;14.0;4;37.2190332413;
26;2;34.8111877441;10.625;6;35.7016534805;2;20.2999992371;14.0;4;37.9363632202;
27;2;35.4209899902;10.625;6;36.6479978561;2;20.2999992371;14.0;4;38.6382322311;
28;2;35.9888000488;10.625;6;37.5105934143;2;20.2999992371;14.0;4;39.3150119781;
29;2;36.5063552856;10.625;6;38.28125;2;20.2999992371;14.0;4;39.9582691193;
30;2;36.96875;10.625;6;38.9571781158;2;20.2999992371;14.0;4;40.5611724854;
31;2;37.3743057251;10.625;6;39.5402431488;2;20.2999992371;14.0;4;41.1187410355;
32;2;37.7241439819;12.625;6;40.0358638763;3;21.2999992371;14.5;3;42.627913475;
33;2;38.0215187073;14.625;8;40.4518089294;3;22.2999992371;14.5;3;43.2474585772;
34;3;38.2710876465;16.625;7;40.7970943451;3;22.2999992371;14.5799999237;3;43.8415056467;
35;3;38.4782562256;18.625;7;41.0810947418;3;22.6023406982;14.0;3;44.4146537781;
36;3;38.6486587524;20.625;9;41.25;3;22.2999992371;14.7770614624;3;44.9726387262;
37;4;38.75;20.625;8;52.75;3;22.7036876678;14.0;3;45.5219380856;
38;4;39.75;21.625;8;53.2100000381;3;22.7650718689;14.0;4;46.069388628;
39;5;40.75;22.625;8;53.6333837509;3;22.8345222473;14.0;4;46.6218144894;
40;5;40.75;23.625;8;54.01932621;3;22.2999992371;14.0;4;47.1118502617;
41;5;40.75;24.625;9;54.3680152893;3;22.2999992371;14.0;4;47.544028759;
42;6;40.75;25.625;8;54.6804847717;3;22.2999992371;14.0;4;48.0209121704;
43;6;40.75;26.625;8;54.9584302902;3;22.2999992371;14.0;4;48.5427899361;
44;6;40.75;27.625;8;55.2040262222;4;23.2999992371;14.5;3;50.1086950302;
45;6;40.75;28.625;9;55.419752121;4;24.2999992371;18.5;4;50.8761855364;
46;6;40.75;29.625;9;55.6082448959;4;24.2999992371;22.5;4;51.7049332857;
47;6;40.75;30.625;9;55.75;4;24.2999992371;26.5;4;52.5920681953;
48;6;40.75;31.625;9;57.9093751907;4;24.2999992371;30.5;4;53.5332399607;
49;6;41.828125;33.0234375;9;59.7181329727;4;24.2999992371;34.5;4;54.5227687359;
50;6;42.7227668762;34.3489723206;9;62.2070455551;4;24.2999992371;35.033493042;4;55.5539133549;
51;6;44.4503631592;36.6102333069;10;64.4828022718;4;24.8345222473;34.0;6;56.6192367077;
52;6;47.0321731567;39.8168411255;10;65.5836060047;5;24.2999992371;34.0;6;57.7110161781;
53;6;49.4909591675;42.9782943726;11;66.211689353;5;24.2999992371;34.0;7;58.8216300011;
54;7;50.7247619629;45.2000007629;11;66.4824405909;5;24.2999992371;34.0;7;59.943862915;
55;7;49.7247619629;48.2000007629;11;66.63504529;5;24.2999992371;34.0;8;61.0710749626;
56;7;50.7247619629;49.163898468;12;66.7950378656;5;24.2999992371;34.0;8;62.1972093582;
57;7;49.7247619629;48.8904685974;12;66.9625245333;5;24.2999992371;34.0;8;63.316655159;
58;7;49.7247619629;48.9926261902;12;67.137580514;5;23.2999992371;35.0;9;64.4240107536;
59;7;49.7247619629;49.0994377136;12;67.3202457428;5;23.2999992371;36.0;10;65.5138163567;
60;8;49.7247619629;49.2109260559;6;78.5105216503;6;23.2999992371;37.0;9;66.580329895;
61;8;48.7247619629;53.3270988464;6;79.2483673096;6;22.8999996185;38.0;10;67.6174240112;
62;8;48.7247619629;57.4479293823;10;79.9673799276;6;21.8999996185;39.0;12;68.6186294556;
63;8;47.7247619629;61.5733528137;10;80.6643435955;6;21.6000003815;40.0;13;69.5773410797;
64;8;47.7247619629;65.7032928467;10;81.3370088339;6;21.6000003815;41.0;13;70.4871549606;
65;8;48.7247619629;66.8376464844;11;81.984059453;6;21.6000003815;42.0;13;71.2776012421;
66;8;46.7247619629;70.5821533203;12;82.6050233841;6;21.6000003815;43.0;17;72.9229507446;
67;8;45.7247619629;73.747756958;14;83.2001466751;6;23.6000003815;42.0;17;73.5682849884;
68;9;45.7247619629;73.9178009033;14;83.7702465057;6;23.6000003815;44.0;17;74.1696982384;
69;9;44.4000015259;77.0919952393;15;84.3165584803;6;24.6000003815;43.0;17;74.7240231037;
70;9;44.4000015259;80.2700653076;15;84.8405936956;6;23.8528003693;45.0;19;77.324409008;
