Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.6999998093;4;21.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.6999998093;5;21.0;
3;1;11.8999996185;8.625;5;17.25;2;8.0;10.8999996185;4;22.0;
4;1;11.8999996185;8.625;6;17.25;2;8.29999923706;10.5;3;22.0900000334;
5;2;13.5;8.625;5;18.25;2;8.31349945068;10.5;3;22.1871190071;
6;2;14.5;8.625;5;18.3624999523;2;9.41710090637;10.5;3;22.2917383909;
7;2;15.5674991608;8.625;5;18.8425289392;2;10.0156412125;10.5;3;22.4042263031;
8;2;16.3055171967;8.79749965668;5;19.2834601402;2;10.0409517288;10.5;3;22.9589728117;
9;2;16.5700759888;8.94309806824;5;20.2715096474;2;10.1657686234;10.7100000381;3;23.4430115223;
10;2;17.1629047394;9.3333568573;5;21.1754176617;2;10.2746782303;10.8792181015;3;23.8415006399;
11;2;19.1629047394;9.6677980423;5;22.0040557384;2;10.3643379211;11.0;3;25.6606454849;
12;2;21.1629047394;9.94955635071;5;22.7696070671;2;10.773645401;11.7700004578;4;27.2614676952;
13;2;22.6416397095;10.1834592819;5;23.485840559;2;12.4981412888;12.4126424789;4;28.6526534557;
14;2;23.0915050507;10.3752222061;5;24.1666834354;2;14.4981412888;12.9308347702;4;29.8608493805;
15;2;23.5000114441;10.5308046341;5;24.7632339001;2;16.4981403351;13.3366470337;4;30.9217379093;
16;2;23.8579406738;10.625;5;25.210706234;2;17.7662620544;13.6469516754;4;31.8725180626;
17;2;24.1264228821;10.625;5;25.6974492073;2;18.8754138947;13.879781723;4;32.6429929733;
18;2;24.4184684753;10.625;5;26.2223615646;2;19.9946746826;14.0;4;33.2167277336;
19;2;24.733417511;10.625;5;26.7831263542;2;21.1237640381;14.0;4;33.8314290047;
20;2;25.0698757172;10.625;5;27.3761043549;2;21.6120700836;14.0;4;34.4827160835;
21;2;27.4256629944;10.625;6;27.9963049889;2;21.7586097717;14.0;4;35.1645216942;
22;2;28.7977828979;10.625;6;28.6374530792;2;21.9120159149;14.0;4;35.8691868782;
23;2;30.182472229;10.625;6;29.2921695709;2;22.0705661774;14.0;5;36.5877075195;
24;2;31.575302124;10.625;6;29.9522571564;2;22.2322330475;14.0;5;37.3101301193;
25;2;31.9713554382;10.625;6;30.6090812683;2;20.2999992371;15.0;6;38.0260667801;
26;2;32.365447998;10.625;6;31.2540082932;2;21.2999992371;14.0;6;38.7252779007;
27;2;32.7524032593;10.625;6;31.8788576126;2;22.2999992371;14.0;6;39.3982591629;
28;2;33.1273155212;10.625;6;32.4763212204;2;22.8646087646;14.0;6;40.0367603302;
29;2;33.4857940674;10.625;6;33.0402956009;2;23.0082702637;14.0;6;40.6341733932;
30;2;33.8241767883;10.625;6;33.5661077499;2;21.1426887512;15.0;6;41.1857595444;
31;2;34.1396636963;10.625;6;34.0506105423;2;20.2667961121;16.0;6;41.6886959076;
32;2;34.4303665161;10.625;6;34.4921531677;2;19.3799552917;17.0;7;42.1419706345;
33;2;34.6952896118;10.625;7;34.8904571533;2;18.4819431305;18.0;7;42.5461521149;
34;2;34.9342727661;12.625;8;35.2464103699;2;17.572883606;19.0;7;42.9030923843;
35;3;35.1478462219;14.625;7;35.561832428;2;17.3531951904;20.0;7;43.215596199;
36;3;35.337097168;16.625;8;35.839220047;2;17.4235095978;21.0;7;43.4871034622;
37;3;35.5035324097;18.625;8;36.0815153122;2;17.4845981598;22.0;7;43.7214069366;
38;3;35.6489105225;20.625;9;36.2918977737;2;17.5373153687;23.0;7;43.922419548;
39;4;35.775138855;20.625;8;46.4736194611;2;17.5825443268;24.0;8;44.0;
40;4;36.8841705322;21.625;9;46.8999996185;2;17.6000003815;25.0;8;44.0;
41;4;37.9000015259;22.625;9;47.2743997574;2;17.6000003815;26.0;8;44.0;
42;4;38.9000015259;23.625;9;47.6219387054;2;17.6000003815;27.0;10;44.0;
43;4;39.9000015259;24.625;10;47.9420347214;2;18.6000003815;25.0;10;44.0;
44;5;40.9000015259;25.625;9;48.2347183228;2;17.6000003815;26.0;10;44.0;
45;5;41.9000015259;25.625;9;48.5005426407;2;17.6000003815;27.0;11;44.0;
46;5;42.9000015259;25.625;9;48.7404880524;2;18.6000003815;25.0;12;44.0;
47;5;43.4082183838;25.625;9;48.9558610916;2;19.6000003815;25.0;12;44.0;
48;5;43.5051383972;25.625;9;49.1481971741;2;20.6000003815;25.0;12;44.0;
49;5;43.5916900635;25.625;9;49.3191757202;2;21.6000003815;25.0;13;44.0;
50;5;43.6686286926;25.625;9;50.9674892426;2;22.6000003815;25.0;14;44.0;
51;5;44.6156845093;26.0234375;10;52.3704404831;2;23.6000003815;25.0;14;44.0;
52;5;45.4200973511;26.3489723206;10;53.5502262115;2;23.8999996185;24.0;15;44.0;
53;5;46.0948867798;26.6102333069;10;54.5329113007;2;23.8999996185;24.0;15;44.0;
54;5;46.6553611755;26.8168411255;10;55.3454408646;2;23.8999996185;24.0;15;44.0;
55;5;47.1173324585;26.9782962799;10;56.7255001068;2;23.8999996185;24.0;16;44.0;
56;5;48.3353004456;28.0;11;56.9714121819;2;23.8999996185;24.0;16;44.0;
57;6;49.4708480835;29.0;9;57.0401959419;2;23.8999996185;24.0;16;44.0;
58;6;47.4708480835;31.0;8;57.0605818033;2;23.8999996185;24.0;17;44.0;
59;6;46.4708480835;33.0;8;57.0811508894;2;23.8999996185;24.0;17;44.0;
60;6;45.4708480835;35.0;9;57.1018965244;2;23.8999996185;24.0;18;44.0;
61;6;44.4708480835;36.5509490967;9;57.1228116751;2;23.8999996185;24.0;18;44.0;
62;6;43.4708480835;37.5614051819;11;57.1438889503;2;23.8999996185;24.0;19;44.0;
63;6;42.4708480835;38.5719451904;11;57.1651208401;2;23.8999996185;24.0;19;44.0;
64;6;41.4708480835;39.5825614929;11;57.1864993572;2;23.8999996185;24.0;19;44.0;
65;6;40.4708480835;40.5932502747;11;57.2080165148;2;23.8999996185;24.0;20;44.0;
66;6;39.4708480835;41.6040077209;12;58.2296639681;2;23.8999996185;24.0;21;44.0;
67;7;39.7000007629;43.6148300171;11;82.3114330769;3;23.8999996185;24.0;20;44.0;
68;7;41.7000007629;46.6257171631;11;84.076279521;3;23.8999996185;24.0;20;44.0;
69;7;42.7000007629;49.6366577148;12;85.5304392576;3;23.8999996185;24.0;21;44.0;
70;7;42.7000007629;52.6476516724;14;86.6909700632;3;23.8999996185;24.0;22;44.0;
71;7;42.7000007629;55.6586914062;14;87.5963549614;3;23.8999996185;24.0;22;44.0;
72;7;42.7000007629;57.6697769165;15;88.293807745;3;23.8999996185;24.0;22;45.3199996948;
