Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.6999998093;4;21.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.6999998093;5;21.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.6999998093;5;21.0;
4;1;11.8999996185;8.625;5;17.25;1;8.14999961853;10.5;5;21.0;
5;1;12.8999996185;8.625;5;17.25;1;8.14999961853;10.5;4;21.0;
6;1;13.8999996185;8.625;5;17.25;2;9.14999961853;10.6999998093;3;22.0;
7;1;14.8999996185;8.625;5;17.5949993134;2;9.95000076294;10.5;3;22.0900000334;
8;2;16.156999588;8.79749965668;4;18.8861961365;2;9.9702501297;10.5;3;22.618019104;
9;2;16.3317184448;8.94309806824;4;19.6867136955;2;10.0890541077;10.7100000381;3;23.0738848448;
10;2;16.8120269775;9.3333568573;4;20.3757920265;2;10.1916246414;10.8792181015;3;23.442843914;
11;2;18.8120269775;9.6677980423;4;20.9596945047;2;10.2746400833;11.0;3;25.2073103189;
12;2;20.8120269775;9.94955635071;4;21.4480694532;2;10.6716451645;11.7700004578;4;26.7482377291;
13;2;21.8487186432;10.1834592819;4;21.8523409367;2;12.3826637268;12.4126424789;4;28.074546814;
14;2;22.8611660004;10.3752222061;4;22.1844209433;2;14.3826637268;12.9308347702;4;29.2133922577;
15;2;23.873714447;10.5308046341;5;22.3938889503;2;16.3826637268;13.3366470337;4;30.2012972832;
16;2;24.8863601685;10.625;5;22.4151208401;2;17.6041641235;13.6469516754;4;31.0766849518;
17;2;25.89909935;10.625;5;22.4364993572;2;18.696352005;13.879781723;4;31.7709991932;
18;2;26.9119262695;10.625;5;22.4580165148;2;19.7984752655;14.0;4;32.2698645592;
19;2;27.4748096466;10.625;5;22.4796639681;2;20.9107208252;14.0;4;32.8134241104;
20;2;27.4877986908;10.625;5;22.5014331341;2;21.383020401;14.0;4;33.400015831;
21;2;27.5008602142;10.625;5;22.5233153105;2;21.5150032043;14.0;4;34.0264167786;
22;2;27.5139884949;10.625;6;22.5453014374;2;21.6559429169;14.0;4;34.6877307892;
23;2;27.5271816254;10.625;6;22.5673824549;2;21.8047389984;14.0;5;35.3773875237;
24;2;27.540430069;10.625;6;22.5895489454;2;21.9599113464;14.0;5;36.0872850418;
25;2;26.75;11.2947740555;6;22.6117914915;2;22.119638443;14.0;5;36.8080816269;
26;2;26.75;11.3058958054;6;22.6341004372;2;22.2818183899;14.0;5;37.5296325684;
27;2;26.75;11.3170499802;6;22.6564661264;2;22.4441661835;14.0;5;38.2415313721;
28;2;26.75;11.3282327652;6;22.678878665;2;22.6043434143;14.0;5;38.9337024689;
29;2;26.75;11.3394393921;6;22.7013280392;2;22.7600822449;14.0;5;39.5969734192;
30;2;26.75;11.3506641388;6;22.7238043547;3;21.9093170166;15.5;4;41.2235612869;
31;2;26.75;11.3619022369;7;22.7462974787;3;22.0503005981;16.0;4;41.9674121141;
32;3;26.75;11.3731489182;6;22.7687973976;3;21.4426670074;17.0;4;42.6881176233;
33;3;26.75;11.3843984604;6;22.7912938595;3;20.6048240662;18.0;4;43.3863182068;
34;3;26.75;11.395647049;6;22.8137768507;3;19.761920929;19.0;4;44.0645433664;
35;3;27.6882667542;13.395647049;6;22.8362361193;3;19.614522934;20.0;4;44.7268903255;
36;3;27.7017421722;15.395647049;6;22.8586617708;3;19.7635498047;21.0;5;45.3786108494;
37;3;26.75;17.395647049;6;22.8810436726;3;19.9101886749;22.0;5;46.0256507397;
38;3;26.75;19.395647049;6;22.9033719301;3;20.055770874;23.0;5;46.6741728783;
39;3;26.75;21.395647049;6;22.9256366491;3;20.2016887665;24.0;6;47.3300871849;
40;3;26.75;21.4628181458;6;22.9478281736;3;20.3492698669;25.0;6;47.9986038208;
41;3;26.75;21.4739151001;7;22.9699368477;3;20.4996852875;26.0;7;48.5427899361;
42;3;26.75;21.4849681854;7;22.9919531345;3;20.622127533;27.0;7;49.1086950302;
43;3;27.75;22.4959754944;6;24.0138677359;3;21.7494564056;25.0;8;49.7161855698;
44;4;29.75;22.625;5;24.0956714153;3;20.8861427307;26.0;9;50.3611893654;
45;4;29.8214035034;23.625;5;24.1803193092;3;22.0312690735;26.0;10;51.0379443169;
46;4;30.5081920624;24.625;6;24.2678716183;3;21.6000003815;27.0;11;51.7390680313;
47;4;30.5607223511;25.625;6;24.3583807945;3;23.6000003815;28.0;11;52.4557781219;
48;4;30.6150283813;25.625;6;24.451890111;3;25.5025501251;29.0;11;53.1782588959;
49;4;30.6711349487;25.625;6;24.5484327078;3;26.6651077271;30.0;12;53.8961582184;
50;4;30.7290611267;25.625;6;25.6480300426;3;27.8266372681;29.0;13;54.5991659164;
51;4;31.7888183594;26.625;6;25.7806903124;3;28.2848129272;29.0;13;55.2776012421;
52;4;32.8504142761;27.625;6;25.916998744;3;28.4374599457;29.0;13;55.9229507446;
53;4;32.9138450623;28.625;6;26.0569270849;3;28.5826644897;29.0;13;56.5282850266;
54;4;32.979095459;29.625;6;26.2004288435;3;28.7188644409;29.0;13;57.088514328;
55;4;33.0461463928;30.625;6;26.3316491842;3;28.84491539;29.0;13;57.6004695892;
56;4;33.1054878235;31.202917099;7;26.4622424841;3;28.960105896;29.0;13;58.0628213882;
57;4;33.1641197205;31.2193546295;7;27.5363585949;3;29.0641345978;29.0;14;58.4758720398;
58;4;33.7814102173;31.6404457092;7;28.4821918011;3;29.1570701599;29.0;15;58.8412618637;
59;4;34.3210220337;31.9892158508;7;29.3173298836;3;29.2392845154;29.0;15;59.1616458893;
60;4;34.7935295105;32.2742919922;7;30.0611610413;3;29.3113708496;29.0;16;59.4403705597;
61;4;35.2105674744;32.505279541;8;30.7325853109;4;29.3740825653;29.0;16;59.6811828613;
62;4;35.5834884644;32.6916809082;9;31.1420310736;4;29.4282646179;29.0;16;59.8879890442;
63;5;34.5104408264;33.7388763428;8;31.5249240398;4;29.4747962952;29.0;17;60.0;
64;5;34.6947364807;32.7649002075;8;31.9236770868;4;29.5;29.0;18;60.0;
65;5;34.8880767822;33.7914428711;8;32.3369582891;4;29.5;29.0;18;60.0;
66;7;37.0896911621;35.9270706177;6;34.7630987167;4;29.5;29.0;18;60.0;
67;7;40.2986068726;38.7914428711;6;35.2624192238;4;29.5;29.0;19;61.7999992371;
68;7;41.4861488342;41.7914428711;7;37.0271718502;4;29.9050006866;29.4200000763;19;63.2535362244;
69;7;42.4877853394;45.2714424133;8;38.6325172186;4;30.23204422;29.7314720154;20;64.417591095;
70;7;43.3926734924;48.6508331299;8;40.1013436317;4;30.4939575195;29.9579029083;20;66.1052589417;
