Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.6999998093;4;21.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.6999998093;5;21.0;
3;1;11.8999996185;8.625;5;17.25;2;8.0;10.8999996185;4;22.0;
4;1;11.8999996185;8.625;6;17.25;2;8.29999923706;10.5;4;22.0900000334;
5;1;12.8999996185;8.625;6;17.25;2;8.31349945068;10.5;4;22.1871190071;
6;1;13.8999996185;8.625;6;17.25;2;9.41710090637;10.5;4;22.2917383909;
7;2;15.5;8.625;5;18.5949993134;2;10.0156412125;10.5;4;22.4042263031;
8;2;16.156999588;8.79749965668;5;18.8861961365;2;10.0409517288;10.5;4;22.9589728117;
9;2;16.3317184448;8.94309806824;5;19.696713686;2;10.1657686234;10.7100000381;4;23.4430115223;
10;2;16.8180274963;9.3333568573;5;20.396187067;2;10.2746782303;10.8792181015;4;23.8415006399;
11;2;18.8180274963;9.6677980423;5;20.9908788204;2;10.3643379211;11.0;4;25.6606454849;
12;2;20.8180274963;9.94955635071;5;21.4904358387;2;10.773645401;11.7700004578;5;27.2614676952;
13;2;21.8741378784;10.1834592819;5;21.9062794447;2;12.4981412888;12.4126424789;5;28.6526534557;
14;2;22.1437683105;10.3752222061;5;22.2503181696;2;14.4981412888;12.9308347702;5;29.8608493805;
15;2;22.3501930237;10.5308046341;5;22.4721269608;2;16.4981403351;13.3366470337;5;30.9217379093;
16;2;22.4832763672;10.625;5;22.5060760975;2;17.7662620544;13.6469516754;5;31.8725180626;
17;2;22.5036449432;10.625;5;22.5405418873;2;18.8754138947;13.879781723;5;32.6429929733;
18;2;22.5243244171;10.625;5;22.5755085945;2;19.9946746826;14.0;5;33.2167277336;
19;2;22.5453052521;10.625;5;22.6109591722;2;21.1237640381;14.0;5;33.8314290047;
20;2;22.566576004;10.625;5;22.6468753815;2;21.6120700836;14.0;5;34.4827160835;
21;2;24.5881252289;10.625;6;22.6832377911;2;21.7586097717;14.0;5;35.1645216942;
22;2;25.6099433899;10.625;6;22.7200255394;2;21.9120159149;14.0;5;35.8691868782;
23;3;26.6320152283;10.625;5;22.7572168112;2;22.0705661774;14.0;6;36.5877075195;
24;3;27.6543292999;10.625;5;22.7947884798;2;22.2322330475;14.0;6;37.3101301193;
25;3;27.6768722534;10.625;5;22.8327163458;2;22.3947792053;14.0;6;38.0260667801;
26;3;27.6996307373;10.625;5;22.8709751368;2;22.5558643341;14.0;6;38.7252779007;
27;3;27.7225856781;10.625;5;22.9095385075;3;23.713186264;14.3000001907;5;40.3982591629;
28;3;27.7457237244;10.625;5;22.9483793974;3;24.8646087646;14.5;5;41.1967602968;
29;3;27.76902771;10.625;5;22.9874696732;3;25.0082702637;14.5799999237;5;41.9779173136;
30;3;26.75;11.4937343597;5;23.0267804861;3;25.4450302124;14.0;5;42.7398834229;
31;3;26.75;11.5133905411;6;23.0662822723;3;25.2667961121;14.7770614624;5;43.482867837;
32;4;26.75;11.5331411362;5;23.1059447527;3;25.7836437225;14.0;5;44.2089612484;
33;4;26.75;11.5529727936;5;23.1457372904;3;25.9470157623;14.0;5;44.9218065739;
34;4;26.75;11.5728683472;5;23.1856285334;3;26.1074066162;14.0;5;45.6261708736;
35;4;26.75;11.5928144455;5;23.2255871296;3;26.2658863068;14.0;5;46.3274464607;
36;4;26.75;11.6127939224;5;23.265581131;3;26.4236755371;14.0;5;47.0311322212;
37;4;27.75;13.6127939224;5;24.3055787086;3;26.5820045471;14.0;5;47.7423191071;
38;4;28.9833469391;16.6127929688;5;24.3855478764;3;26.7420196533;14.0;6;48.4652094841;
39;4;30.0073280334;19.6127929688;5;24.4666404724;3;26.9046707153;14.0;6;49.1086950302;
40;4;30.679983139;22.6127929688;6;24.5488266945;3;27.0494556427;14.0;6;49.7161855698;
41;5;30.7292957306;24.625;5;24.6320735216;3;27.1861419678;14.0;6;50.3611893654;
42;5;30.0789794922;25.625;5;24.7163454294;3;27.3312664032;17.0;6;51.0379443169;
43;5;30.8298072815;25.625;5;24.8016040325;3;27.483537674;20.0;6;51.7390680313;
44;5;30.8809623718;25.625;5;24.8878085613;3;27.6412906647;23.0;7;52.4557781219;
45;5;30.9326858521;25.625;5;25.9749150276;3;27.8025493622;26.0;7;53.1782588959;
46;5;31.9849491119;26.625;5;26.0628768206;3;27.9651088715;29.0;7;53.8961582184;
47;5;33.037727356;27.625;6;26.1516438723;3;28.1266345978;29.0;7;54.5991659164;
48;5;33.0909881592;28.625;6;26.2411637306;3;28.2848110199;29.0;6;55.2776012421;
49;5;33.1446990967;29.625;6;26.3313810825;3;28.4374599457;29.0;6;55.9229507446;
50;5;33.1988296509;30.625;6;26.4222373962;3;28.5826625824;29.0;7;56.5282850266;
51;5;33.2533416748;31.3250007629;6;26.5136715174;3;26.5826625824;30.0;7;57.088514328;
52;5;33.3082046509;31.3250007629;6;26.6056194305;3;27.5826625824;29.0;9;57.6004695892;
53;5;33.3633728027;31.3250007629;6;26.6980144978;4;28.5826625824;29.0;8;58.0628213882;
54;5;33.4188079834;31.3250007629;6;26.7907875776;4;29.0641345978;29.0;8;58.4758720398;
55;5;33.4744720459;31.3250007629;7;26.8838669062;4;29.1570701599;29.0;8;58.8412618637;
56;5;33.5303192139;31.3250007629;8;27.9047170877;4;29.239282608;29.0;9;59.1616458893;
57;5;34.1203308105;31.7496871948;8;28.7850095034;4;29.3113689423;29.0;9;59.4403705597;
58;5;34.6253967285;32.1021842957;8;29.5417824984;4;29.3740825653;29.0;10;59.6811828613;
59;6;36.0557403564;33.3911170959;5;31.1940412521;4;29.4282665253;29.0;10;59.8879890442;
60;6;37.4227676392;34.6261062622;6;31.8505042791;4;29.4747982025;29.0;10;60.0;
61;6;38.3917160034;35.8166465759;7;32.2387733459;4;29.5;29.0;11;60.0;
62;6;38.599155426;36.8681335449;9;32.5949770212;5;29.5;29.0;12;60.0;
63;6;38.7867584229;38.8681335449;10;32.9625070095;5;29.5;29.0;12;61.7999992371;
64;6;38.9805793762;39.8681335449;10;33.3412948847;5;27.797000885;30.4200000763;12;63.2535362244;
65;6;39.1805801392;40.8681335449;10;33.7312129736;5;29.0306034088;29.7314720154;13;64.417591095;
66;6;39.3867034912;41.8681335449;12;34.1320689917;5;27.2125072479;30.9579029083;14;65.1052589417;
67;6;37.5566864014;43.8681335449;12;34.5435982943;5;28.2993431091;30.0;13;65.6133613586;
68;6;37.6438293457;45.0608444214;13;34.9654576778;5;26.7565040588;31.0;13;66.0;
69;6;37.8267173767;46.095161438;13;35.3972191811;5;27.7999992371;30.0;14;66.0;
