Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.6999998093;4;21.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.6999998093;5;21.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.6999998093;4;21.0;
4;1;11.8999996185;8.625;5;17.25;1;8.14999961853;10.5;4;21.0;
5;1;12.8999996185;8.625;5;17.25;1;8.14999961853;10.5;4;21.0;
6;1;13.8999996185;8.625;5;17.25;1;9.14999961853;10.5;4;21.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;9.72500038147;10.5;4;21.0;
8;1;15.5569992065;8.79749965668;5;17.8861961365;1;9.72500038147;10.5;4;21.4200000763;
9;1;15.7317180634;8.94309806824;5;18.6667137146;1;9.81949996948;10.7100000381;4;21.758436203;
10;1;16.2000274658;9.3333568573;5;19.3355960846;1;9.8956489563;10.8792181015;4;22.0;
11;2;18.2000274658;9.6677980423;4;20.8991127014;1;9.94999980927;11.0;4;23.5400009155;
12;2;20.2000274658;9.94955635071;4;21.3969185352;1;10.296500206;11.7700004578;5;24.8252849579;
13;2;21.8180274963;10.1834592819;4;21.8110353947;1;11.9499998093;12.4126424789;5;25.8616695404;
14;2;22.8363819122;10.3752222061;4;22.1533753872;1;12.9499998093;12.9308347702;5;26.6732940674;
15;2;23.8550872803;10.5308046341;5;22.3735172749;1;13.9499998093;13.3366470337;5;27.2939033508;
16;2;24.8741378784;10.625;5;22.4058350325;1;14.9499998093;13.6469516754;5;27.759563446;
17;2;25.8935279846;10.625;5;22.4387089014;1;15.9499998093;13.879781723;5;28.0;
18;2;26.9132537842;10.625;5;22.4721269608;1;16.9500007629;14.0;5;28.0;
19;2;27.4832763672;10.625;5;22.5060760975;1;17.9500007629;14.0;5;28.0;
20;2;27.5036449432;10.625;5;22.5405418873;1;18.2999992371;14.0;5;28.0;
21;2;27.5243244171;10.625;5;22.5755085945;1;18.2999992371;14.0;5;28.0;
22;2;27.5453052521;10.625;6;22.6109591722;1;18.2999992371;14.0;5;28.0;
23;2;27.566576004;10.625;6;22.6468753815;1;18.2999992371;14.0;6;28.0;
24;2;27.5881252289;10.625;6;22.6832377911;1;18.2999992371;14.0;6;28.0;
25;2;27.6099433899;10.625;6;22.7200255394;1;18.2999992371;14.0;6;28.0;
26;2;27.6320152283;10.625;6;22.7572168112;1;18.2999992371;14.0;6;28.0;
27;2;27.6543292999;10.625;6;22.7947884798;1;18.2999992371;14.0;6;28.0;
28;2;27.6768722534;10.625;6;22.8327163458;1;18.2999992371;14.0;6;28.0;
29;2;27.6996307373;10.625;6;22.8709751368;1;18.2999992371;14.0;7;28.0;
30;3;27.7225856781;10.625;5;22.9095385075;1;18.2999992371;14.0;7;28.0;
31;3;27.7457237244;10.625;5;22.9483793974;1;18.2999992371;14.0;7;28.0;
32;3;27.76902771;10.625;5;22.9874696732;1;18.2999992371;14.0;7;28.0;
33;3;27.7924823761;10.625;6;23.0267804861;1;18.2999992371;14.0;7;28.0;
34;3;27.8160686493;10.625;7;23.0662822723;1;18.2999992371;14.0;7;28.0;
35;4;27.8397693634;12.625;6;23.1059447527;1;18.2999992371;14.0;7;28.0;
36;4;27.8635673523;14.625;6;23.1457372904;1;18.2999992371;14.0;7;28.0;
37;4;27.8874416351;16.625;7;23.1856285334;1;18.2999992371;14.0;7;28.0;
38;4;27.9113769531;18.625;7;23.2255871296;1;18.2999992371;14.0;8;28.0;
39;4;27.9353523254;20.625;9;23.265581131;1;18.2999992371;14.0;8;28.0;
40;4;27.9593486786;20.625;9;23.3055787086;1;18.2999992371;14.0;7;28.0;
41;4;27.9833469391;20.625;9;23.3455479145;1;18.2999992371;14.0;7;28.0;
42;4;28.0073280334;20.625;10;23.385456562;1;18.2999992371;14.0;8;28.0;
43;5;28.0312728882;20.625;9;33.42527318;1;18.2999992371;14.0;8;28.0;
44;5;29.0551643372;21.625;8;34.8649656773;1;18.2999992371;14.0;8;28.0;
45;5;31.0789794922;23.625;7;35.4314037561;1;16.2999992371;15.0;8;28.0;
46;5;33.1027030945;25.625;8;35.9922935963;1;15.2999992371;16.0;8;28.0;
47;5;34.9222106934;27.625;9;36.5494860411;1;14.2999992371;17.0;8;28.0;
48;5;35.6389274597;29.625;9;37.1055455208;1;13.2999992371;18.0;8;28.0;
49;5;34.8134422302;30.625;9;37.6636023521;1;12.2999992371;19.0;8;28.0;
50;5;34.8964233398;31.625;10;38.227175951;1;13.2999992371;19.0;9;28.0;
51;5;34.973400116;31.7689361572;10;38.79997015;1;14.2999992371;19.0;9;28.0;
52;5;35.0446472168;31.928653717;10;39.3856434822;1;15.2999992371;19.0;9;28.0;
53;5;35.1105041504;32.1065063477;10;39.9875671864;1;16.2999992371;19.0;9;28.0;
54;5;35.1713256836;32.3033561707;11;40.6085746288;1;17.2999992371;19.0;9;28.0;
55;5;35.2274894714;32.5197525024;11;42.3204784393;1;18.2999992371;19.0;10;28.0;
56;6;35.8100814819;33.2063903809;11;44.919765234;1;16.2999992371;20.0;10;28.0;
57;6;35.6489562988;35.8513793945;11;46.5447286367;1;15.2999992371;21.0;10;28.0;
58;6;37.0089073181;37.8754119873;12;48.1063959599;1;14.2999992371;22.0;10;28.0;
59;6;37.2976379395;39.4990539551;13;49.6069800854;1;13.2999992371;23.0;10;28.0;
60;6;37.5239562988;41.1033630371;13;50.7408784628;1;12.2999992371;24.0;11;28.0;
61;6;37.5500030518;42.589099884;14;51.8779735565;1;12.0;25.0;11;28.0;
62;6;37.5500030518;43.9389877319;15;53.0483486652;1;12.0;26.0;12;28.0;
63;6;37.5500030518;44.5241737366;15;54.2370932102;1;12.0;27.0;13;28.0;
64;7;37.5500030518;45.1185417175;12;56.4287045002;1;12.0;28.0;13;28.0;
65;7;38.5500030518;46.7143478394;13;57.6306941509;1;12.0;29.0;14;28.0;
66;7;39.5500030518;48.3040962219;13;58.807412982;1;12.0;30.0;14;28.0;
67;7;39.5500030518;49.8810691833;13;59.9478216171;1;12.0;31.0;14;28.0;
68;7;39.5500030518;51.4397506714;14;61.0437703133;1;12.0;32.0;15;28.0;
69;8;39.5500030518;52.9760704041;13;62.0901149511;1;13.0;30.0;15;28.0;
70;8;39.5500030518;53.4874649048;14;63.084489584;1;12.0;31.0;16;28.0;
71;9;39.5500030518;53.972743988;13;65.0268213749;1;12.0;32.0;16;28.0;
72;9;40.5500030518;55.4318885803;13;65.9312143326;1;13.0;30.0;17;28.0;
73;9;41.5500030518;56.8656997681;14;68.4431049824;1;12.0;31.0;17;28.0;
74;9;42.1259994507;59.0971984863;15;70.6675847769;1;12.0;32.0;18;28.0;
