Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.6999998093;4;21.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.6999998093;5;21.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.6999998093;5;21.0;
4;1;11.8999996185;8.625;5;17.25;1;8.14999961853;10.5;5;21.0;
5;1;12.8999996185;8.625;5;17.25;1;8.14999961853;10.5;5;21.0;
6;1;13.8999996185;8.625;5;17.25;2;9.14999961853;10.6999998093;4;22.0;
7;1;14.8999996185;8.625;5;17.5949993134;2;9.95000076294;10.5;4;22.0900000334;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;9.9702501297;10.5;4;22.618019104;
9;1;15.7317180634;8.94309806824;5;18.6667137146;2;10.0890541077;10.7100000381;4;23.0738848448;
10;1;16.2000274658;9.3333568573;5;19.3355960846;2;10.1916246414;10.8792181015;4;23.442843914;
11;1;17.2000274658;9.6677980423;5;19.8991127014;2;10.2746400833;11.0;4;25.2073103189;
12;1;18.2000274658;9.94955635071;5;20.3669185638;2;10.6716451645;11.7700004578;5;26.7482377291;
13;1;19.2000274658;10.1834592819;5;20.7504444122;2;12.3826637268;12.4126424789;5;28.074546814;
14;1;20.2000274658;10.3752222061;5;21.0616092682;2;14.3826637268;12.9308347702;5;29.2133922577;
15;1;21.2000274658;10.5308046341;6;21.25;2;16.3826637268;13.3366470337;5;30.2012972832;
16;1;22.2000274658;10.625;6;21.25;2;17.6041641235;13.6469516754;5;31.0766849518;
17;1;23.2000274658;10.625;6;21.25;2;18.696352005;13.879781723;5;31.7709991932;
18;1;24.2000274658;10.625;6;21.25;2;19.7984752655;14.0;5;32.2698645592;
19;1;24.75;10.625;6;21.25;2;20.9107208252;14.0;5;32.8134241104;
20;1;24.75;10.625;6;21.25;2;21.383020401;14.0;5;33.400015831;
21;1;24.75;10.625;6;21.25;2;21.5150032043;14.0;5;34.0264167786;
22;1;24.75;10.625;6;21.25;2;21.6559429169;14.0;5;34.6877307892;
23;1;24.75;10.625;7;21.25;2;21.8047389984;14.0;5;35.3773875237;
24;1;24.75;10.625;7;21.25;2;21.9599113464;14.0;5;36.0872850418;
25;1;24.75;10.625;8;21.25;2;22.119638443;14.0;6;36.8080816269;
26;1;24.75;10.625;8;21.25;2;22.2818183899;14.0;7;37.5296325684;
27;1;24.75;10.625;8;21.25;2;22.4441661835;14.0;7;38.2415313721;
28;1;24.75;10.625;8;21.25;2;22.6043434143;14.0;7;38.9337024689;
29;2;24.75;10.625;7;21.25;2;22.7600822449;14.0;7;39.5969734192;
30;2;24.75;10.625;8;21.25;2;20.9093170166;15.0;9;40.2235612869;
31;2;24.75;10.625;8;21.25;2;20.0503005981;16.0;9;40.8074121475;
32;2;24.75;10.625;8;21.25;2;19.1816673279;17.0;9;41.344373703;
33;2;24.75;10.625;8;21.25;2;18.302482605;18.0;10;41.8321943283;
34;2;24.75;10.625;8;21.25;3;16.302482605;19.5;9;43.2703714371;
35;2;24.75;10.625;7;21.25;4;16.0024833679;20.5;6;52.3198996782;
36;3;25.75;10.625;6;22.25;4;17.0;21.5799999237;6;53.1867004633;
37;3;24.75;12.125;6;22.2899999619;4;18.0;22.6718711853;6;54.02023983;
38;3;25.75;14.125;6;22.3311839104;4;19.0;23.7770614624;7;54.8257757425;
39;3;26.75;16.125;7;22.3735535145;4;20.0;24.8970851898;7;55.6093175411;
40;3;26.75;18.125;7;22.4171074629;4;21.0;26.0334949493;8;56.3773005009;
41;3;26.75;20.125;8;22.461841464;4;22.0;27.187828064;9;56.9952304363;
42;3;26.75;20.625;8;22.5077478886;4;23.0;28.3615398407;10;57.6128497124;
43;3;26.75;20.625;8;22.5548160076;5;25.0;26.5559253693;9;58.2549433708;
44;3;26.75;20.625;9;22.6030313969;5;25.0;27.7720146179;10;58.9234542847;
45;4;26.75;20.625;8;22.6523760557;5;26.0;31.7720146179;9;59.6194958687;
46;4;26.75;20.625;8;22.7028282881;5;27.0;35.7720146179;9;60.3430547714;
47;4;26.75;20.625;6;22.7543625832;5;28.0;39.7720146179;9;61.0927314758;
48;4;26.75;20.625;6;22.8069496155;5;28.2388916016;43.7720146179;10;61.8611893654;
49;4;26.75;20.625;6;22.8605561256;5;28.3500003815;47.7720146179;10;62.5379443169;
50;4;26.75;20.625;6;23.9151450396;5;28.3500003815;49.7720146179;11;63.2390680313;
51;4;27.75;21.625;6;23.990675211;6;29.3500003815;48.7720146179;11;63.9557781219;
52;4;28.75;22.625;7;24.0672976971;6;28.3500003815;50.2278900146;12;64.6782588959;
53;4;28.75;23.625;7;24.1449577808;7;28.3500003815;51.5891304016;11;80.3961582184;
54;4;28.75;24.625;9;24.2235963345;7;30.3500003815;50.9480781555;12;81.8491659164;
55;4;28.75;25.625;9;24.303150773;7;30.3500003815;53.2995834351;12;83.196975708;
56;4;28.75;25.625;9;24.3835548162;8;31.3500003815;56.6388015747;13;85.4302406311;
57;4;28.75;25.625;9;24.464738369;8;33.3499984741;56.9614753723;13;87.704554677;
58;4;28.75;25.625;9;24.5466284752;8;35.3499984741;59.2641448975;14;89.0435845852;
59;4;28.75;25.625;10;24.6291491985;8;35.3499984741;60.2641448975;14;90.3174272776;
60;5;28.75;25.625;9;47.3193944693;8;36.3499984741;62.2641448975;15;91.5381351709;
61;5;30.2281265259;27.0234375;9;49.4772931337;8;37.3499984741;64.1612243652;17;92.719797492;
62;5;31.6187667847;28.3489723206;9;51.2813470364;9;38.6070709229;62.2976379395;16;93.7839069366;
63;5;32.9322776794;29.6102333069;8;52.7610801458;9;38.2238082886;62.2641448975;16;94.7603788376;
64;5;34.1802062988;31.4534988403;7;53.9589326382;9;38.2958908081;63.0;16;96.3452990055;
65;5;33.1802062988;32.8168411255;8;54.7154506445;9;38.8240814209;62.5559234619;18;99.8006184101;
66;5;35.1802062988;32.0;9;55.2973738909;9;39.503162384;60.0;18;102.923374891;
67;5;34.1802062988;33.0;9;55.627243638;9;37.1187896729;62.0;19;105.786227226;
68;5;36.1802062988;32.680896759;10;55.7959933281;9;36.2436027527;63.0;20;109.11041069;
69;5;38.1802062988;32.6920509338;11;55.9663707018;9;38.2740821838;62.7292556763;21;111.273070455;
70;5;37.1802062988;33.7032318115;8;56.1379467249;10;41.5209159851;62.7292556763;17;133.470834732;
71;5;36.2802085876;34.0;9;56.3102769852;10;39.2740821838;68.7292556763;19;137.352342963;
72;6;37.2802085876;32.7256622314;8;56.482907176;11;40.7999992371;74.7292556763;19;140.924764276;
73;6;35.2802085876;33.0;9;56.6553765535;12;41.7999992371;80.7292556763;18;164.342417002;
