Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.3999996185;16.0;4;32.0;1;13.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;6;20.0;
4;1;11.3999996185;16.0;6;32.0;1;14.0;10.0;5;20.0;
5;1;12.3999996185;16.0;6;32.0;1;15.0;10.0;4;20.0;
6;2;13.6999998093;16.0;5;33.0;1;16.0;10.0;4;20.3999996185;
7;2;14.6999998093;16.0;5;33.6599993706;1;17.0;10.1999998093;4;20.7264003754;
8;2;15.0979995728;16.3199996948;5;34.0401959419;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;15.2120580673;16.5;5;35.7313871384;2;18.6916561127;10.9097137451;3;23.7316036224;
10;2;17.1164150238;17.3250007629;5;36.9345366955;2;20.6916561127;11.3658018112;3;24.5595617294;
11;2;19.1164150238;17.9053878784;5;37.7620738745;2;22.6916561127;11.7372808456;2;25.2437008619;
12;2;21.1164150238;18.2973766327;5;38.2120602131;2;23.7974376678;12.0336990356;2;25.8067406416;
13;2;22.1556186676;18.5;6;38.2579723597;2;24.4840450287;12.2662630081;2;26.2715630531;
14;2;23.1693916321;18.5;6;38.3050460815;2;24.7629375458;12.446267128;2;26.4910193682;
15;2;24.1835136414;18.5;7;38.3532669544;2;24.8946113586;12.5;2;26.6104347706;
16;2;25.1979789734;18.5;7;38.4026169777;2;26.9017810822;12.5;2;26.7374911308;
17;2;25.5207862854;18.5;7;38.4530744553;2;27.9780158997;12.5;2;26.8723640442;
18;2;25.5359230042;18.5;8;38.5046138763;2;29.0589389801;12.5;3;27.0151810646;
19;2;25.5513839722;18.5;8;38.5572059155;2;30.1446285248;12.5;3;27.1660137177;
20;2;25.5671615601;18.5;9;38.6108173132;2;30.2996082306;12.5;3;27.3248689175;
21;2;25.5832462311;18.5;9;38.6654108763;2;30.3949203491;12.5;3;27.4916813374;
22;2;25.5996246338;18.5;8;38.7209454775;2;30.4950084686;12.5;3;27.6663062572;
23;2;25.6162834167;18.5;8;38.7773761749;3;30.5997848511;12.5;2;27.8485133648;
24;2;25.6332130432;18.5;8;38.8346543312;3;30.7091083527;12.5;2;28.0379817486;
25;2;25.650396347;18.5;8;38.8927274942;3;30.8227882385;12.5;3;28.2342967987;
26;2;25.1000003815;19.4463634491;8;38.9515397549;4;30.9405784607;12.5;2;28.4369482994;
27;2;25.1000003815;19.475769043;9;39.0110316277;4;31.0621681213;12.5;2;28.6453323364;
