Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.3999996185;16.0;4;32.0;1;13.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;13.0;10.0;5;20.0;
4;1;11.3487997055;15.8719997406;6;31.3087997437;1;14.0;10.0;5;20.0;
5;2;12.6487998962;15.6543998718;5;31.7532806396;1;15.0;10.0;5;20.0;
6;2;13.6487998962;15.3766403198;5;31.2694090605;1;16.0;10.0;5;20.3999996185;
7;2;14.3808221817;15.1266565323;5;30.9161089659;1;17.0;10.1999998093;5;20.7264003754;
8;2;14.2748327255;14.9419107437;5;30.5998489857;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;14.1799554825;14.775639534;5;30.8594155312;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;16.2896900177;14.8887996674;5;30.893356204;1;19.0916557312;11.3658018112;5;23.4745616913;
11;2;18.2896900177;14.8887996674;5;30.9279830456;1;20.0916557312;11.7372808456;5;24.0673980713;
12;2;20.2896900177;14.8887996674;5;30.9632861614;1;21.0916557312;12.0336990356;6;24.5325260162;
13;2;21.3208503723;14.8887996674;5;30.9992541075;1;22.0916557312;12.2662630081;6;24.892534256;
14;2;22.3316421509;14.8887996674;5;31.0358737707;1;23.0916557312;12.446267128;6;25.0;
15;2;23.3107643127;14.8887996674;5;31.0731303692;1;24.0916557312;12.5;6;25.0;
16;2;22.9332809448;15.2774591446;7;31.111007452;1;25.0916557312;12.5;6;25.0;
17;2;23.3333034515;14.8887996674;7;31.1494867802;1;26.0916557312;12.5;6;25.0;
18;2;23.3448467255;14.8887996674;8;31.1885486841;1;27.0;12.5;7;25.0;
19;2;22.9332809448;15.312084198;8;31.2281717062;1;27.0;12.5;7;25.0;
20;2;22.9332809448;15.3239717484;8;31.2683326006;1;27.0;12.5;7;25.0;
21;2;23.3805007935;14.8887996674;8;31.3090068102;2;28.0;12.5;6;26.0;
22;2;23.39270401;14.8887996674;8;31.3501678705;2;29.0;12.5;6;26.0900000334;
23;3;22.0399513245;15.3291187286;7;36.3917880058;3;29.6539993286;12.5;5;26.1871190071;
24;4;23.4757823944;14.8887996674;6;36.5838378668;3;29.0;12.5;5;26.2917383909;
25;4;24.0399513245;15.6506690979;6;36.7730613947;3;29.7750434875;12.5;5;26.4042263031;
26;4;25.4985961914;14.8887996674;6;36.9590607882;3;29.0;12.5;5;26.5249304771;
27;4;26.1421432495;14.8887996674;6;37.1414749622;3;29.0;12.5;5;26.6541694403;
