Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.3999996185;16.0;4;32.0;1;13.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;13.0;10.0;5;20.0;
4;1;11.3487997055;15.8719997406;6;31.5135993958;1;14.0;10.0;5;20.0;
5;1;12.3487997055;15.7567996979;6;31.1014404297;1;15.0;10.0;5;20.0;
6;1;13.3487997055;15.5507202148;6;30.5666561127;1;16.0;10.0;5;20.3999996185;
7;1;14.1699972153;15.2833280563;6;30.0306625366;1;17.0;10.1999998093;5;20.7264003754;
8;1;14.0091991425;15.0153312683;6;29.5482673645;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;14.1644802094;14.7741336823;5;30.4196491241;1;18.0916557312;10.9097137451;4;22.7316036224;
10;2;16.3091983795;14.7098245621;5;30.4184681177;1;19.0916557312;11.3658018112;4;23.4745616913;
11;2;18.3091983795;14.6519460678;4;30.4407134056;1;20.0916557312;11.7372808456;4;24.0673980713;
12;2;20.3091983795;14.599855423;4;30.4861483574;2;22.0916557312;12.0336990356;4;25.5325260162;
13;2;21.4232597351;14.5529737473;4;30.5546518564;2;24.0916557312;12.2662630081;4;25.9425342083;
14;2;22.4691257477;14.5107803345;4;30.6461858749;2;26.0916557312;12.446267128;4;26.1019749641;
15;2;23.1938552856;14.4728059769;4;30.7607634068;2;28.0916557312;12.5;4;26.1559499502;
16;2;23.2282295227;14.4386291504;6;30.8984093666;2;30.0916557312;12.5;4;26.2119446993;
17;2;23.2695236206;14.4078702927;6;31.0591182709;2;31.8188228607;12.5;4;26.269973278;
18;2;23.317735672;14.3801870346;6;31.2428147793;2;32.7619857788;12.5;4;26.3300433159;
19;2;22.6131629944;15.1149530411;6;31.4493052959;2;32.7980270386;12.5;5;26.3921557665;
20;2;23.4347896576;14.3328495026;8;31.6782298088;2;32.8352928162;12.5;6;26.4563041925;
21;2;23.5034675598;14.3126688004;7;31.929019928;2;32.8737831116;12.5;6;26.5224741697;
22;2;22.5767040253;15.294506073;8;32.2008543015;2;32.913482666;12.5;6;26.5906432867;
23;2;23.5668945312;14.2781591415;8;32.4926249981;2;32.9543838501;12.5;6;26.6607804298;
24;3;23.7477874756;14.2634468079;7;32.8029079437;3;32.9964675903;12.5;5;26.7328453064;
25;3;23.8408718109;14.2502059937;7;33.1299467087;3;33.0397071838;12.5;5;26.8067884445;
26;3;23.9389839172;14.2382888794;7;33.4716563225;3;33.084072113;12.5;5;26.8825509548;
