Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.3999996185;16.0;4;32.0;1;13.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;5;20.0;
3;2;11.5999994278;16.0;5;33.0;1;13.0;10.0;5;20.0;
4;2;11.5999994278;16.0;5;33.0399999619;1;14.0;10.0;5;20.0;
5;2;12.7119998932;16.0;5;33.0811839104;1;15.0;10.0;5;20.0;
6;2;13.724354744;16.0;5;33.1235535145;1;16.0;10.0;5;20.3999996185;
7;2;14.7370653152;16.0;5;33.8071068525;2;18.0;10.1999998093;4;21.7264003754;
8;2;15.1421318054;16.3199996948;5;34.211841464;2;19.4358406067;10.3632001877;4;22.8594274521;
9;2;15.263551712;16.5;5;35.9562231302;2;21.0916557312;10.9097137451;4;23.8127875328;
10;2;17.1838665009;17.3250007629;5;37.217495203;2;23.0916557312;11.3658018112;4;24.5981152058;
11;2;19.1838665009;17.9053878784;5;38.1082888842;2;25.0916557312;11.7372808456;4;25.2345055342;
12;2;21.1838665009;18.2973766327;5;38.6268459558;2;26.7919197083;12.0336990356;5;25.7443674803;
13;2;22.2800540924;18.5;6;38.7467957735;2;27.8187599182;12.2662630081;5;26.1502821445;
14;2;23.3160381317;18.5;6;38.8734943867;2;28.8463039398;12.446267128;5;26.3048160076;
15;2;24.3540477753;18.5;6;39.0070090294;2;29.874546051;12.5;5;26.3530313969;
16;2;25.3941020966;18.5;6;39.1473588943;2;30.9034748077;12.5;5;26.4023760557;
17;3;25.7442073822;18.5;6;39.2945096493;2;31.9330825806;12.5;4;26.4528282881;
18;3;25.7883529663;18.5;6;39.4483678341;2;32.8716964722;12.5;4;26.5043625832;
19;3;25.8345108032;18.5;7;39.6087758541;2;32.9026184082;12.5;4;26.5569496155;
20;3;25.8826332092;18.5;7;39.7755086422;2;32.9341697693;12.5;4;26.6105561256;
21;3;25.9326534271;18.5;7;39.9482698441;2;32.9663314819;12.5;6;26.6651450396;
22;3;25.9844818115;18.5;7;40.126691103;2;32.9990882874;12.5;6;26.72067523;
23;4;26.0380077362;18.5;6;40.3103313446;2;33.0324058533;12.5;6;26.7771017551;
24;4;26.0930995941;18.5;6;40.4986782074;2;33.0662612915;12.5;6;26.8343759775;
25;4;25.1000003815;19.5;6;41.6911518574;2;33.1006240845;12.5;6;26.8924454451;
26;4;26.1000003815;20.8455753326;6;42.1071095467;3;33.1354675293;12.5;5;26.9512542486;
27;4;28.1000003815;19.1100006104;6;42.5715690851;3;33.170753479;12.5;6;27.0107431412;
