Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.3999996185;16.0;4;32.0;1;13.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;5;20.0;
4;2;11.5999994278;16.0;5;33.0;1;14.0;10.0;5;20.0;
5;2;12.6999998093;16.0;5;32.7715995312;1;15.0;10.0;4;20.0;
6;2;13.7082796097;15.8719997406;5;32.5692776442;1;16.0;10.0;4;20.3999996185;
7;2;14.7167034149;15.7567996979;5;32.4824663401;2;17.6000003815;10.1999998093;3;21.7264003754;
8;2;14.7447395325;15.6991195679;5;32.4076532125;2;18.0358409882;10.3632001877;3;22.8594274521;
9;2;14.7222967148;15.6472072601;5;33.6400045156;2;18.7156562805;10.9097137451;3;23.8127875328;
10;2;16.7714996338;16.2332878113;5;34.5382453203;2;20.7156562805;11.3658018112;3;24.5981152058;
11;2;18.7714996338;16.6510391235;5;35.1823282242;2;22.7156562805;11.7372808456;3;25.2345055342;
12;2;20.7714996338;16.9404220581;5;35.4094032049;2;23.7919197083;12.0336990356;4;25.7443674803;
13;2;21.830291748;17.0200004578;6;35.4799356461;2;24.8187599182;12.2662630081;4;26.1502821445;
14;2;22.8514518738;17.0200004578;6;35.5530853271;2;25.0916557312;12.6978168488;4;26.3048160076;
15;2;23.8733978271;17.0200004578;6;35.628844142;2;26.874546051;12.5;4;26.3530313969;
16;2;24.6886520386;17.0200004578;6;35.7071925402;2;27.9034748077;12.5;4;26.4023760557;
17;3;24.7121582031;17.0200004578;4;35.7880980968;2;28.9330806732;12.5;4;26.4528282881;
18;3;24.7364292145;17.0200004578;5;35.8715156317;2;29.8716964722;12.5;4;26.5043625832;
19;3;24.7614536285;17.0200004578;5;35.9573858976;2;29.9026184082;12.5;4;26.5569496155;
20;3;24.7872161865;17.0200004578;5;36.0456357002;2;29.9341697693;12.5;4;26.6105561256;
21;3;24.2119998932;17.6216907501;5;36.1361773014;2;29.0;13.3052778244;3;26.6651450396;
22;3;24.2119998932;17.648853302;6;36.2289085388;2;29.0;13.332572937;3;26.72067523;
23;3;24.2119998932;18.1144542694;4;36.3237121105;2;29.0;13.3603372574;3;26.7771017551;
24;3;24.8971138;17.0200004578;4;36.4204566479;2;29.0;13.3885507584;4;26.8343759775;
25;3;24.2119998932;18.0200004578;4;36.5189967155;3;29.0;13.4171876907;3;26.8924454451;
26;3;24.2119998932;18.2594985962;4;36.6191730499;3;29.0;13.4462223053;3;26.9512542486;
