Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.3999996185;16.0;4;32.0;1;13.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;5;20.0;
4;1;11.3999996185;16.0;6;32.0;1;14.0;10.0;5;20.0;
5;1;12.3999996185;16.0;6;32.0;1;15.0;10.0;4;20.0;
6;1;13.3999996185;16.0;6;32.0;1;16.0;10.0;4;20.3999996185;
7;1;14.3999996185;16.0;6;31.8360004425;2;17.6000003815;10.1999998093;3;21.7264003754;
8;1;14.5508003235;15.9180002213;6;31.6884002686;2;18.0358409882;10.3632001877;3;22.879427433;
9;1;14.5065202713;15.8442001343;5;32.7504692078;2;18.7276554108;10.9097137451;3;23.8545675278;
10;1;16.5508003235;16.3752346039;5;33.5003013611;2;20.7276554108;11.3658018112;3;24.6635226011;
11;1;17.5508003235;16.7501506805;5;34.0161056519;2;22.7276554108;11.7372808456;3;25.3254499435;
12;1;18.5508003235;17.0080528259;5;34.0400009155;2;23.8464870453;12.0336990356;4;25.8628145456;
13;1;19.5508003235;17.0200004578;6;34.0400009155;2;24.8898296356;12.2662630081;4;26.2982462645;
14;2;21.5508003235;17.0200004578;5;35.0400009155;2;25.9350833893;12.446267128;4;26.484351635;
15;2;23.5508003235;17.0200004578;5;35.178000927;2;26.9822673798;12.5;4;26.5662232637;
16;2;24.5534000397;17.0200004578;5;35.3334745169;2;28.0313892365;12.5;4;26.6513283253;
17;2;24.6000423431;17.0200004578;5;35.5081778765;2;29.082452774;12.5;4;26.7396525145;
18;2;24.2119998932;17.0200004578;5;35.7039126158;2;30.0437908173;12.5;4;26.8311642408;
19;2;24.2119998932;17.0200004578;5;35.9224854708;2;30.0986976624;12.5;5;26.9258141518;
20;2;24.2119998932;17.0200004578;6;36.1656556129;2;30.1554889679;12.5;5;27.0235335827;
21;2;24.849697113;17.0200004578;7;36.4350683689;2;30.2141208649;12.5;5;27.1242339611;
22;2;24.930519104;17.0200004578;7;36.7321748734;2;30.2745399475;12.5;5;27.2278065681;
23;2;25.019651413;17.0200004578;7;37.0581386089;2;30.3366832733;12.5;5;27.3341217041;
24;3;25.1174411774;17.0200004578;6;37.4137313366;2;30.400472641;12.5;5;27.4430289268;
25;4;25.2241191864;17.0200004578;5;37.7992229462;2;30.4658164978;12.5;5;27.5543570518;
26;4;25.3397674561;17.0200004578;5;38.2142701149;2;30.5326137543;12.5;5;27.667914629;
