Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.3999996185;16.0;4;32.0;1;13.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;6;20.0;
4;1;11.3999996185;16.0;6;32.0;1;14.0;10.0;5;20.0;
5;1;12.3999996185;16.0;6;32.0;2;15.6000003815;10.0;4;21.0;
6;1;13.3999996185;16.0;6;32.0;2;16.6000003815;10.0;4;21.3999996185;
7;1;14.3999996185;16.0;6;31.6247997284;2;17.6000003815;10.1999998093;4;21.7264003754;
8;1;14.4874401093;15.8123998642;6;31.2871189117;2;18.0358409882;10.3632001877;4;22.8594274521;
9;2;14.6861362457;15.6435594559;5;32.672000885;2;18.7156562805;10.9097137451;4;23.8127875328;
10;2;16.7874393463;15.8360004425;5;32.7272008657;2;20.7156562805;11.3658018112;4;24.5981152058;
11;2;18.7874393463;15.8360004425;5;32.7848653793;2;22.7156562805;11.7372808456;4;25.2345055342;
12;2;20.7874393463;15.8360004425;5;32.8450394869;2;23.7919197083;12.0336990356;4;25.7443674803;
13;2;21.4874401093;16.3052158356;6;32.9077614546;2;24.4466209412;12.2662630081;4;26.1502821445;
14;2;22.4874401093;16.3303050995;6;32.9730620384;2;24.6901683807;12.446267128;4;26.3048160076;
15;2;23.4874401093;16.3564243317;6;33.0409636497;2;24.7828903198;12.5;3;26.3530313969;
16;2;23.5016002655;16.5204811096;6;33.1114794016;2;25.9355201721;12.9059095383;3;26.4023760557;
17;2;23.5016002655;16.5557403564;6;33.1846123934;2;26.9355201721;12.920712471;3;26.4528282881;
18;2;23.5016002655;16.5923061371;7;33.2603547573;2;27.9355201721;12.9358482361;3;26.5043625832;
19;3;23.5016002655;16.6301765442;7;33.3386867046;2;28.9355201721;12.9513092041;3;26.5569496155;
20;4;23.5016002655;16.6693439484;6;33.4195761681;2;29.0;12.9670848846;4;26.6105561256;
21;4;23.5016002655;16.7097873688;7;33.5029778481;2;29.0;13.3052778244;5;26.6651450396;
22;4;23.5016002655;16.7514896393;6;33.588832736;2;29.0;13.332572937;5;26.72067523;
23;4;23.5016002655;17.1777820587;6;33.6770677567;2;29.0;13.3603372574;4;26.7771017551;
24;4;23.5016002655;17.2395477295;6;33.7675952911;2;29.0;13.3885507584;5;26.8343759775;
25;4;22.130279541;16.8360004425;6;33.8603129387;2;29.0;13.4171876907;5;26.8924454451;
26;4;21.1580944061;17.8360004425;6;34.9551038742;2;29.0;13.4462223053;5;26.9512542486;
